META; english/fa-cup/stourbridge-v-northampton; 2016-11-18 20:26:29 GMT+2; 2016-12-04 14:00; e70300-dr003
Northampton; 2/5; 2/5; ; ; ; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; 10/3; ; ; ; ; 15/4; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stourbridge; 13/2; 6; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stourbridge-v-northampton; 2016-11-19 00:24:54 GMT+2; 2016-12-04 14:00; e70300-dr003
Northampton; 2/5; 2/5; ; ; ; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; 10/3; ; ; ; ; 15/4; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stourbridge; 13/2; 6; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stourbridge-v-northampton; 2016-11-19 04:24:29 GMT+2; 2016-12-04 14:00; e70300-dr003
Northampton; 2/5; 2/5; ; ; ; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; 10/3; ; ; ; ; 15/4; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stourbridge; 13/2; 6; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stourbridge-v-northampton; 2016-11-19 08:25:10 GMT+2; 2016-12-04 14:00; e70300-dr003
Northampton; 2/5; 2/5; ; ; ; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; 10/3; ; ; ; ; 15/4; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stourbridge; 13/2; 6; ; ; ; ; 13/2; ; ; ; 13/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stourbridge-v-northampton; 2016-11-19 12:26:11 GMT+2; 2016-12-04 14:00; e70300-dr003
Northampton; 2/5; 2/5; ; ; ; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; 10/3; ; ; ; ; 15/4; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
