META; english/fa-cup/watford-v-burton; 2016-12-12 00:22:25 GMT+2; 2017-01-07 15:00; e70300-dr003
Watford; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burton; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/watford-v-burton; 2016-12-12 04:22:28 GMT+2; 2017-01-07 15:00; e70300-dr003
Watford; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burton; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/watford-v-burton; 2016-12-12 08:22:38 GMT+2; 2017-01-07 15:00; e70300-dr003
Watford; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burton; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/watford-v-burton; 2016-12-12 12:15:46 GMT+2; 2017-01-07 15:00; e70300-dr003
Watford; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Burton; ; ; ; ; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/watford-v-burton; 2016-12-12 16:23:51 GMT+2; 2017-01-07 15:00; e70300-dr003
Watford; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
