META; english/fa-cup/maidstone-v-billericay; 2016-10-10 16:24:00 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; ; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-10 20:25:15 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; ; 1/2; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; ; 11/4; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; ; 4; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 00:22:42 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; ; 1/2; ; 1/2; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; ; 3; ; 16/5; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; ; 19/5; ; 21/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 04:23:15 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; ; 1/2; ; 1/2; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; ; 3; ; 16/5; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; ; 19/5; ; 21/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 08:23:33 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; ; 1/2; ; 1/2; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; ; 3; ; 16/5; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; ; 19/5; ; 21/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 12:24:34 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; ; 1/2; 8/15; 1/2; 4/9; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; ; 3; 3; 16/5; 3; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; ; 19/5; 7/2; 21/5; 4; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 16:24:56 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; 11/20; 1/2; 8/15; 1/2; 1/2; 4/7; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; 3; 3; 3; 16/5; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; 15/4; 19/5; 7/2; 21/5; 4; 17/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-11 20:24:31 GMT+3; 2016-10-15 15:00; e70300-dr003
Maidstone; 8/15; ; 4/7; 11/20; 1/2; 8/15; 1/2; 1/2; 4/7; ; ; ; 11/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; 16/5; 3; 3; 3; 16/5; 16/5; 10/3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Billericay; 15/4; ; 17/4; 15/4; 19/5; 7/2; 21/5; 4; 17/4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-billericay; 2016-10-12 00:23:12 GMT+3; 2016-10-15 15:00; e70300-dr003
