META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-10 16:24:03 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 4; ; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Merstham; 5; ; ; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-10 20:25:17 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; ; 3/10; ; 1/3; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; ; 18/5; ; 4; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; ; 6; ; 13/2; ; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 00:22:44 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; ; 3/10; ; 3/10; 1/4; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; ; 19/5; ; 4; 4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; ; 6; ; 13/2; 6; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 04:23:18 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; ; 3/10; ; 3/10; 1/4; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; ; 19/5; ; 4; 4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; ; 6; ; 13/2; 6; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 08:23:36 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; ; 3/10; ; 3/10; 1/4; ; ; ; ; ; ; ; 3/10; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; ; 19/5; ; 4; 4; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; ; 6; ; 13/2; 6; ; ; ; ; ; ; ; 13/2; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 12:24:37 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; ; 3/10; 1/3; 3/10; 1/4; 1/3; ; ; ; ; ; ; 1/3; 6/19; ; ; ; 6/19; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; ; 19/5; 4; 4; 4; 19/4; ; ; ; ; ; ; 9/2; 4; ; ; ; 4; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; ; 6; 5; 13/2; 6; 13/2; ; ; ; ; ; ; 6; 5; ; ; ; 5; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 16:24:59 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; 1/3; 3/10; 1/3; 2/7; 2/7; 1/3; ; ; ; ; ; ; 1/3; 4/13; ; ; ; 4/13; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; 15/4; 19/5; 4; 4; 4; 19/4; ; ; ; ; ; ; 4; 75/19; ; ; ; 75/19; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; 6; 6; 5; 7; 6; 13/2; ; ; ; ; ; ; 13/2; 26/5; ; ; ; 26/5; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-11 20:24:33 GMT+3; 2016-10-15 15:00; e70300-dr003
Ebbsfleet United; 1/3; ; 4/11; 1/3; 3/10; 1/3; 3/10; 2/7; 1/3; ; ; ; 1/3; ; ; 1/3; 6/19; ; ; ; 6/19; 2/5; ; ; ; ; ; ; 
Draw; 4; ; 19/5; 15/4; 19/5; 4; 4; 4; 19/4; ; ; ; 17/4; ; ; 9/2; 75/19; ; ; ; 75/19; 4; ; ; ; ; ; ; 
Merstham; 5; ; 7; 6; 6; 5; 13/2; 6; 13/2; ; ; ; 6; ; ; 6; 67/13; ; ; ; 67/13; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-ebbsfleet-united; 2016-10-12 00:23:14 GMT+3; 2016-10-15 15:00; e70300-dr003
