META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-11 20:23:46 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 00:22:32 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 04:22:35 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 08:22:44 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 12:15:53 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 16:23:58 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-12 20:24:55 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-13 00:23:32 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/wigan-v-nottingham-forest; 2016-12-13 04:23:35 GMT+2; 2017-01-07 15:00; e70300-dr003
Wigan; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nottingham Forest; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
