META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-30 20:24:45 GMT+3; 2016-11-05 15:00; e70300-dr003
Yeovil; 4/6; 2/3; 4/6; ; 8/13; ; 13/20; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 14/5; 13/5; 11/4; ; 13/5; ; 27/10; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
Solihull Moors; 4; 4; 4; ; 4; ; 4; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; 47/10; ; ; ; ; ; ; 
META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-31 00:23:10 GMT+3; 2016-11-05 15:00; e70300-dr003
Yeovil; 4/6; 2/3; 4/6; ; 8/13; ; 13/20; ; ; ; 4/6; ; ; ; 13/20; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; 
Draw; 14/5; 13/5; 11/4; ; 13/5; ; 27/10; ; ; ; 13/5; ; ; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
Solihull Moors; 4; 4; 4; ; 4; ; 4; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; 47/10; ; ; ; ; ; ; 
META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-31 04:22:43 GMT+3; 2016-11-05 15:00; e70300-dr003
Yeovil; 4/6; 2/3; 4/6; ; 8/13; ; 13/20; ; ; ; 4/6; ; ; ; 13/20; ; ; ; ; ; ; 4/6; ; ; ; ; 4/11; ; 
Draw; 14/5; 13/5; 11/4; ; 13/5; ; 11/4; ; ; ; 13/5; ; ; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; 7/5; ; 
Solihull Moors; 4; 4; 4; ; 4; ; 4; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; 47/10; ; ; ; ; 17/10; ; 
META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-31 08:22:22 GMT+3; 2016-11-05 15:00; e70300-dr003
Yeovil; 4/6; 2/3; 4/6; ; 8/13; ; 13/20; ; ; ; 4/6; ; ; ; 13/20; ; ; ; ; ; ; 4/6; ; ; ; ; 4/11; ; 
Draw; 14/5; 13/5; 11/4; ; 13/5; ; 11/4; ; ; ; 13/5; ; ; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; 7/5; ; 
Solihull Moors; 4; 4; 4; ; 4; ; 4; ; ; ; 4; ; ; ; 4; ; ; ; ; ; ; 47/10; ; ; ; ; 17/10; ; 
META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-31 12:23:21 GMT+3; 2016-11-05 15:00; e70300-dr003
Yeovil; 4/6; 2/3; 4/6; ; 8/13; ; 13/20; ; 4/6; ; 4/6; ; ; ; 13/20; ; ; ; ; ; ; 4/6; ; ; ; ; 2/5; ; 
Draw; 14/5; 13/5; 11/4; ; 13/5; ; 11/4; ; 14/5; ; 13/5; ; ; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; 9/5; ; 
Solihull Moors; 4; 4; 4; ; 4; ; 4; ; 17/4; ; 4; ; ; ; 4; ; ; ; ; ; ; 47/10; ; ; ; ; 1/50; ; 
META; english/fa-cup/yeovil-v-solihull-moors; 2016-10-31 16:23:15 GMT+3; 2016-11-05 15:00; e70300-dr003
