META; english/fa-cup/boreham-wood-v-hendon; 2016-10-10 16:23:36 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 15/4; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hendon; 5; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-10 20:24:43 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; ; 1/3; ; 2/5; ; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; ; 7/2; ; 15/4; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; ; 11/2; ; 13/2; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 00:22:16 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; ; 1/3; ; 1/3; 3/10; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; ; 7/2; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; ; 11/2; ; 6; 11/2; ; ; ; ; ; ; ; 6; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 04:22:50 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; ; 1/3; ; 1/3; 3/10; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; ; 7/2; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; ; 11/2; ; 6; 11/2; ; ; ; ; ; ; ; 6; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 08:23:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; ; 1/3; ; 1/3; 3/10; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; ; 7/2; ; 15/4; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; ; 11/2; ; 6; 11/2; ; ; ; ; ; ; ; 6; ; ; ; ; ; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 12:23:56 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; ; 1/3; 4/11; 1/3; 3/10; 2/5; ; ; ; ; ; ; 4/11; 10/29; ; ; ; 10/29; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; ; 7/2; 15/4; 15/4; 7/2; 17/4; ; ; ; ; ; ; 4; 15/4; ; ; ; 15/4; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; ; 11/2; 19/4; 6; 11/2; 6; ; ; ; ; ; ; 6; 5; ; ; ; 5; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 16:24:20 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; 4/11; 1/3; 4/11; 1/3; 1/3; 2/5; ; ; ; 4/11; ; ; 4/11; 1/3; ; ; ; 1/3; 2/5; ; ; ; ; ; ; 
Draw; 15/4; ; 37/10; 15/4; 7/2; 15/4; 19/5; 7/2; 17/4; ; ; ; 15/4; ; ; 4; 15/4; ; ; ; 15/4; 4; ; ; ; ; ; ; 
Hendon; 5; ; 13/2; 11/2; 11/2; 19/4; 6; 11/2; 6; ; ; ; 6; ; ; 6; 67/13; ; ; ; 67/13; 38/5; ; ; ; ; ; ; 
META; english/fa-cup/boreham-wood-v-hendon; 2016-10-11 20:23:54 GMT+3; 2016-10-15 15:00; e70300-dr003
Boreham Wood; 4/11; ; 2/5; 4/11; 1/3; 4/11; 1/3; 1/3; 2/5; ; ; ; 4/11; ; ; 4/11; 1/3; ; ; ; 1/3; 2/5; ; ; ; ; ; ; 
