META; english/fa-cup/shrewsbury-v-barnet; 2016-10-30 20:24:25 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; ; 4/5; ; 4/5; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 13/5; ; 12/5; ; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Barnet; 10/3; 16/5; 10/3; ; 16/5; ; 16/5; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-10-31 00:22:58 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; ; 4/5; ; 4/5; ; ; ; 4/5; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 13/5; ; 12/5; ; 5/2; ; 13/5; ; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; 
Barnet; 10/3; 16/5; 10/3; ; 16/5; ; 16/5; ; 10/3; ; 16/5; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-10-31 16:23:03 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; ; 5/6; ; 4/5; ; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 5/2; 13/5; 13/5; 12/5; ; 5/2; ; 13/5; ; 5/2; ; ; 12/5; 5/2; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 9/4; ; 
Barnet; 10/3; 16/5; 10/3; 10/3; 16/5; ; 16/5; ; 10/3; ; 16/5; ; ; 29/10; 16/5; ; 3; ; 16/5; ; 3; ; ; ; 10/3; ; 27/10; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-10-31 20:24:15 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; ; 5/6; 3/4; 4/5; 5/6; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 5/2; 13/5; 13/5; 12/5; ; 5/2; ; 13/5; 11/4; 5/2; 23/10; ; 12/5; 5/2; ; 27/11; ; 5/2; ; 27/11; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 16/5; 10/3; 10/3; 16/5; ; 16/5; ; 10/3; 29/10; 16/5; 13/5; ; 3; 16/5; ; 41/13; ; 16/5; ; 41/13; ; ; ; 10/3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 00:23:29 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; 8/11; 5/6; 3/4; ; 5/6; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 12/5; ; 5/2; 12/5; 13/5; 11/4; ; 23/10; ; 12/5; 5/2; ; 27/11; ; 5/2; ; 27/11; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 10/3; 10/3; 16/5; ; 16/5; 3; 10/3; 29/10; ; 13/5; ; 3; 16/5; ; 41/13; ; 16/5; ; 41/13; ; ; ; 10/3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 04:22:32 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; 8/11; 5/6; 3/4; ; 5/6; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 12/5; ; 5/2; 12/5; 13/5; 11/4; ; 23/10; ; 12/5; 5/2; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 10/3; 10/3; 16/5; ; 16/5; 3; 10/3; 29/10; ; 13/5; ; 3; 16/5; ; 41/13; ; 16/5; ; 41/13; ; ; ; 10/3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 08:22:44 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; 8/11; 5/6; 3/4; ; 5/6; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 12/5; ; 5/2; 12/5; 13/5; 11/4; ; 23/10; ; 12/5; 5/2; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 10/3; 10/3; 16/5; ; 16/5; 3; 10/3; 29/10; ; 13/5; ; 3; 16/5; ; 41/13; ; 16/5; ; 41/13; ; ; ; 10/3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 12:23:03 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; 8/11; 5/6; 3/4; ; 5/6; ; 3/4; 5/6; ; 4/5; ; 4/5; ; 4/5; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 12/5; ; 5/2; 12/5; 13/5; 11/4; ; 23/10; ; 12/5; 5/2; ; 27/11; ; 5/2; ; 27/11; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 10/3; 10/3; 16/5; ; 16/5; 3; 10/3; 29/10; ; 13/5; ; 3; 16/5; ; 31/10; ; 16/5; ; 31/10; ; ; ; 10/3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 16:24:57 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 5/6; 5/6; 4/5; ; 4/5; 8/11; 5/6; 3/4; 4/5; 5/6; ; 3/4; 5/6; ; 5/6; ; 4/5; ; 5/6; ; ; ; 5/6; ; 4/6; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 5/2; ; 5/2; 12/5; 13/5; 11/4; 5/2; 23/10; ; 12/5; 5/2; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 10/3; 10/3; 3; ; 16/5; 3; 10/3; 29/10; 16/5; 13/5; ; 29/10; 16/5; ; 31/10; ; 16/5; ; 31/10; ; ; ; 10/3; ; 27/10; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-01 20:24:23 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 10/11; 20/23; 5/6; ; 17/20; 8/11; 9/10; 17/20; 20/23; 5/6; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 10/11; ; 4/5; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 13/5; 12/5; 23/10; 51/20; 23/10; 12/5; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 29/10; 14/5; 11/4; ; 14/5; 3; 3; 14/5; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 00:24:29 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 10/11; 20/23; 5/6; ; 17/20; 8/11; 9/10; 17/20; 20/23; 5/6; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 10/11; ; 4/5; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 13/5; 12/5; 23/10; 51/20; 23/10; 12/5; ; 12/5; ; 5/2; ; 12/5; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 10/3; 29/10; 14/5; 11/4; ; 14/5; 3; 3; 14/5; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 04:23:27 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 10/11; 20/23; 5/6; ; 17/20; 8/11; 9/10; 17/20; 20/23; 5/6; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 10/11; ; 4/5; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 13/5; 12/5; 23/10; 51/20; 23/10; 12/5; ; 40/17; ; 5/2; ; 40/17; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 10/3; 29/10; 14/5; 11/4; ; 14/5; 3; 3; 14/5; 11/4; 13/5; 59/20; 27/10; 3; ; 29/10; ; 16/5; ; 29/10; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 08:23:09 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 4/5; 9/10; 20/23; 5/6; ; 17/20; 8/11; 9/10; 17/20; 20/23; 5/6; ; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 10/11; ; 4/5; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 13/5; 12/5; 23/10; ; 23/10; 12/5; ; 40/17; ; 5/2; ; 40/17; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 10/3; 29/10; 14/5; 11/4; ; 14/5; 3; 3; 14/5; 11/4; 13/5; ; 27/10; 3; ; 29/10; ; 16/5; ; 29/10; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 12:24:26 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 17/20; 9/10; 20/23; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; ; 5/6; 10/11; ; 5/6; ; 4/5; ; 5/6; ; ; ; 17/20; ; 4/5; ; 
Draw; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; ; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 3; 29/10; 14/5; 11/4; 3; 14/5; 3; 3; 3; 11/4; 13/5; ; 27/10; 3; ; 29/10; ; 16/5; ; 29/10; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 16:24:56 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 17/20; 9/10; 10/11; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; ; 5/6; 10/11; ; 5/6; ; 4/5; ; 5/6; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; ; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 23/10; ; 
Barnet; 10/3; 3; 29/10; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; ; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-02 20:25:46 GMT+3; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 5/6; ; 4/5; ; 5/6; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 28/11; ; 5/2; ; 28/11; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 29/10; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 3; ; 16/5; ; 3; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 00:22:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 5/6; ; 4/5; ; 5/6; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 28/11; ; 5/2; ; 28/11; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 29/10; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 3; ; 16/5; ; 3; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 04:26:34 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 5/6; ; 4/5; ; 5/6; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 28/11; ; 5/2; ; 28/11; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 29/10; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 3; ; 16/5; ; 3; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 08:23:06 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 5/6; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 29/10; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 12:24:56 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; ; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; ; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; ; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 16:24:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; ; ; ; ; 17/20; ; 5/6; ; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 28/11; ; 5/2; ; 28/11; ; ; ; 5/2; ; 12/5; ; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; ; ; ; ; 3; ; 14/5; ; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-03 20:25:00 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 17/20; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 14/5; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 00:22:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 00:57:06 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 01:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 03:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 04:21:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 05:47:03 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 06:34:06 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 11/5; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 13/5; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 07:46:55 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 8/11; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 2; 
Barnet; 10/3; 29/10; 3; 14/5; 3; 3; 3; 3; 3; 3; 11/4; 13/5; 59/20; 27/10; 3; ; 56/19; ; 16/5; ; 56/19; ; ; ; 3; ; 14/5; 9/4; 
META; english/fa-cup/shrewsbury-v-barnet; 2016-11-04 08:21:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Shrewsbury; 5/6; 10/11; 9/10; 10/11; 9/10; 10/11; 9/10; 8/11; 9/10; 17/20; 20/23; 10/11; 17/20; 5/6; 10/11; ; 13/15; ; 4/5; ; 13/15; ; ; ; 17/20; ; 5/6; 8/11; 
Draw; 5/2; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 5/2; 12/5; 5/2; 51/20; 23/10; 12/5; ; 5/2; ; 5/2; ; 5/2; ; ; ; 5/2; ; 12/5; 2; 
