META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-10 00:25:55 GMT+3; 2016-09-17 15:00; e70300-dr003
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-11 16:25:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-11 20:25:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 00:23:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 04:24:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 08:23:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 12:24:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 16:25:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-12 20:25:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-13 04:24:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-13 08:24:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-13 12:26:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-13 16:27:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-13 20:26:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 00:25:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 04:24:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 08:24:42 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 12:25:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 16:25:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-14 20:25:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 00:24:16 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 04:24:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 08:23:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 12:24:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; ; ; 11/8; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
VCD Athletic; ; ; ; ; ; ; 17/10; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/4; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 16:25:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 17/10; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-15 20:25:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 17/10; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 00:22:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 17/10; ; 13/8; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 04:23:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 17/10; ; 13/8; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 08:22:39 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 17/10; ; 13/8; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 12:21:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 13/10; ; 13/10; ; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 13/8; ; 13/8; ; 13/8; ; ; ; ; ; ; ; 17/11; 6/4; ; ; ; 6/4; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; ; 3; ; ; ; ; ; ; ; 3; 11/4; ; ; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 16:23:37 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; ; ; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; 17/11; 6/4; ; ; ; 6/4; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 3; 11/4; ; ; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-16 20:25:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; ; 5/4; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 8/5; ; 13/8; 6/4; 13/8; ; ; ; ; ; ; ; 17/11; 6/4; ; 6/4; ; 6/4; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; ; 11/4; 3; ; ; ; ; ; ; ; 3; 11/4; ; 11/4; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-17 00:24:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; 13/10; 5/4; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 8/5; ; 13/8; 6/4; 13/8; ; ; ; ; ; ; ; 17/11; 6/4; ; 6/4; ; 6/4; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; 11/4; 3; ; ; ; ; ; ; ; 3; 11/4; ; 11/4; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-17 04:33:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; 13/10; 5/4; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 1/25; ; 
VCD Athletic; ; ; ; ; 8/5; ; 13/8; 6/4; 13/8; ; ; ; ; ; ; ; 17/11; 6/4; ; 6/4; ; 6/4; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; 3; ; 3; 11/4; 3; ; ; ; ; ; ; ; 3; 11/4; ; 11/4; ; 11/4; ; ; ; ; 2/9; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-17 08:24:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; 11/8; 5/4; 7/5; ; ; ; ; ; 7/5; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 13/10; ; 
VCD Athletic; ; ; ; ; 13/8; ; 13/8; 6/4; 13/8; ; ; ; ; ; 7/4; ; 8/5; 6/4; ; 6/4; ; 6/4; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; 3; ; 29/10; 11/4; 3; ; ; ; ; ; 5/2; ; 14/5; 11/4; ; 11/4; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-17 12:25:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; ; ; 11/8; ; 13/10; 5/4; 7/5; ; ; ; ; ; 7/5; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 13/10; ; 
VCD Athletic; ; ; ; ; 13/8; ; 13/8; 6/4; 13/8; ; ; ; ; ; 7/4; ; 8/5; 6/4; ; 6/4; ; 6/4; ; ; ; ; 13/8; ; 
Draw; ; ; ; ; 3; ; 3; 11/4; 3; ; ; ; ; ; 5/2; ; 14/5; 11/4; ; 11/4; ; 11/4; ; ; ; ; 23/10; ; 
META; english/fa-cup/egham-town-v-vcd-athletic; 2016-09-17 16:24:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Egham Town; ; ; 29/20; ; 11/8; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 5/4; ; 5/4; ; ; ; ; 1/100; ; 
VCD Athletic; ; ; 7/4; ; 13/8; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 6/4; ; 6/4; ; ; ; ; 1/100; ; 
Draw; ; ; 49/20; ; 3; ; 29/10; 11/4; 3; ; ; ; ; ; 23/10; ; 14/5; 27/10; ; 11/4; ; 27/10; ; ; ; ; 1/100; ; 
