META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-10 08:24:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-11 12:25:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-11 16:24:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-11 20:25:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 00:23:17 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 04:23:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 08:22:56 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 12:24:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 16:24:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-12 20:25:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-13 04:24:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-13 12:25:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-13 16:26:43 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-13 20:26:14 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 00:24:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 04:23:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 08:23:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 12:24:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 16:24:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-14 20:25:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 00:23:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 04:23:24 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 08:23:00 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 12:23:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brislington; 8/5; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 16:24:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-15 20:24:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 00:22:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 04:22:24 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 08:22:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 12:20:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; 9/5; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 16:22:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; ; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-16 20:24:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; 11/10; ; ; ; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; 31/20; ; ; ; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; 3; ; ; ; ; ; ; ; ; ; ; 3; 3; ; ; ; 3; ; ; ; ; 1/100; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 00:23:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; 11/10; 23/20; ; ; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; 31/20; 9/5; ; ; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; 3; 16/5; ; ; ; ; ; ; ; ; ; 3; 3; ; ; ; 3; ; ; ; ; 1/100; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 04:32:45 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; 11/10; 23/20; ; ; ; ; ; ; ; ; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/25; ; 
Brislington; 8/5; ; ; ; 7/4; 31/20; 9/5; ; ; ; ; ; ; ; ; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/25; ; 
Draw; 3; ; ; ; 16/5; 3; 16/5; ; ; ; ; ; ; ; ; ; 3; 3; ; ; ; 3; ; ; ; ; 1/100; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 08:24:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; ; ; ; 6/5; 11/10; 6/5; ; ; ; ; ; ; ; 5/4; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 23/20; ; 
Brislington; 8/5; ; ; ; 9/5; 31/20; 9/5; ; ; ; ; ; ; ; 19/10; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 7/4; ; 
Draw; 3; ; ; ; 3; 3; 3; ; ; ; ; ; ; ; 11/4; ; 3; 3; ; ; ; 3; ; ; ; ; 5/2; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 12:24:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; 11/10; ; ; 6/5; 11/10; 6/5; ; ; ; ; ; ; ; 5/4; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 23/20; ; 
Brislington; 8/5; 13/8; ; ; 9/5; 31/20; 9/5; ; ; ; ; ; ; ; 19/10; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 7/4; ; 
Draw; 3; 14/5; ; ; 3; 3; 3; ; ; ; ; ; ; ; 11/4; ; 3; 3; ; ; ; 3; ; ; ; ; 5/2; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 16:23:28 GMT+3; 2016-09-17 15:00; e70300-dr003
Brimscombe and Thrupp; 11/10; 11/10; ; ; 6/5; 11/10; 23/20; ; ; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; ; ; 11/10; ; ; ; ; 1/100; ; 
Brislington; 8/5; 13/8; ; ; 7/4; 31/20; 9/5; ; ; ; ; ; ; ; 7/4; ; 7/4; 8/5; ; ; ; 8/5; ; ; ; ; 1/100; ; 
Draw; 3; 14/5; ; ; 16/5; 3; 16/5; ; ; ; ; ; ; ; 5/2; ; 3; 56/19; ; ; ; 56/19; ; ; ; ; 1/100; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 17:46:35 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 18:31:05 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/brislington-v-brimscombe-and-thrupp; 2016-09-17 19:45:18 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Brimscombe and Thrupp; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brislington; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
