META; english/fa-cup/woking-v-torquay; 2016-10-16 12:25:05 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-16 16:24:13 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torquay; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-16 20:25:13 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; ; ; ; 6/4; ; 6/4; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 
Torquay; 17/10; ; ; ; 13/8; ; 13/8; ; ; ; ; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; 12/5; ; ; ; 23/10; ; 23/10; ; ; ; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 00:23:59 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 29/20; 6/4; ; 6/4; ; 6/4; ; ; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; ; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 03:46:38 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; ; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; ; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 04:23:54 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; 8/5; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; 7/4; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; 12/5; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 05:46:33 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; 8/5; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; 7/4; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; 12/5; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 06:28:32 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; 8/5; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; 7/4; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; 12/5; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 07:46:35 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; 8/5; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; 7/4; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; 12/5; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 08:23:48 GMT+3; 2016-10-18 19:45; e70300-dr003
Woking; 6/4; 7/5; 6/4; ; 6/4; ; 6/4; ; 8/5; ; 7/5; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; 23/20; ; 
Torquay; 17/10; 6/4; 17/10; ; 13/8; ; 13/8; ; 7/4; ; 8/5; ; 13/8; ; 13/8; ; ; ; ; ; ; ; ; 28/17; ; ; 13/10; ; 
Draw; 12/5; 11/5; 49/20; ; 23/10; ; 23/10; ; 12/5; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; 9/5; ; 
META; english/fa-cup/woking-v-torquay; 2016-10-17 09:46:43 GMT+3; 2016-10-18 19:45; e70300-dr003
