META; english/fa-cup/cambridge-utd-v-coventry; 2016-11-18 20:26:14 GMT+2; 2016-12-04 14:00; e70300-dr003
Coventry; 11/10; 11/10; ; ; ; ; 21/20; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge Utd; 12/5; 11/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cambridge-utd-v-coventry; 2016-11-19 00:24:44 GMT+2; 2016-12-04 14:00; e70300-dr003
Coventry; 11/10; 11/10; ; ; ; ; 21/20; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge Utd; 12/5; 11/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cambridge-utd-v-coventry; 2016-11-19 04:24:20 GMT+2; 2016-12-04 14:00; e70300-dr003
Coventry; 11/10; 11/10; ; ; ; ; 21/20; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge Utd; 12/5; 11/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cambridge-utd-v-coventry; 2016-11-19 08:24:59 GMT+2; 2016-12-04 14:00; e70300-dr003
Coventry; 11/10; 11/10; ; ; ; ; 21/20; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge Utd; 12/5; 11/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/cambridge-utd-v-coventry; 2016-11-19 12:26:01 GMT+2; 2016-12-04 14:00; e70300-dr003
