META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-10 08:24:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-11 04:22:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-11 08:23:11 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-11 12:25:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-11 16:24:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-11 20:25:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 00:23:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 04:23:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 08:22:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 12:24:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 16:24:25 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-12 20:25:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-13 04:24:11 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-13 08:24:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-13 12:25:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-13 16:26:31 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-13 20:26:03 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 00:24:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 04:23:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 08:23:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 12:24:02 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 16:24:11 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; ; ; ; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-14 20:24:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; 13/2; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 00:23:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morpeth Town; 13/2; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 04:23:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; 13/2; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 08:22:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Morpeth Town; 13/2; ; ; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 12:23:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; ; ; 2/7; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/2; ; ; ; ; ; 9/2; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morpeth Town; 13/2; ; ; ; ; ; 13/2; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 16:24:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 3/10; ; 2/7; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-15 20:24:40 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 3/10; ; 2/7; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 00:21:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; ; 3/10; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 15/2; ; 13/2; ; 15/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 04:22:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; ; 3/10; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 15/2; ; 13/2; ; 15/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 08:21:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; ; 3/10; ; ; ; ; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 15/2; ; 13/2; ; 15/2; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 12:20:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; ; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; ; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 5; ; 9/2; ; 11/2; ; ; ; ; ; ; ; 9/2; 50/11; ; ; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 15/2; ; 13/2; ; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; ; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 16:22:45 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; ; ; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; ; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; ; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; ; ; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; ; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-16 20:24:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; ; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; ; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; ; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 00:23:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 01:03:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 01:47:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 03:47:23 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 04:32:36 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 05:47:28 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 50/11; ; 19/4; ; 50/11; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 06:34:57 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; ; ; ; 2/7; ; 2/7; 2/9; 3/10; ; ; ; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/25; ; 
Draw; 9/2; ; ; ; 11/2; ; 9/2; 5; 11/2; ; ; ; ; ; ; ; 5; 23/5; ; 19/4; ; 23/5; ; ; ; ; 4/9; ; 
Morpeth Town; 13/2; ; ; ; 7; ; 13/2; 6; 15/2; ; ; ; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 8/15; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 07:47:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 2/9; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; ; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 1/8; ; 
Draw; 9/2; 9/2; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; ; ; 5; 23/5; ; 19/4; ; 23/5; ; ; ; ; 24/5; ; 
Morpeth Town; 13/2; 15/2; 9; ; 8; ; 13/2; 6; 15/2; ; ; 17/2; ; ; ; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 9; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 08:23:57 GMT+3; 2016-09-17 15:00; e70300-dr003
