META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 02:22:20 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 06:22:25 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 10:23:20 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 14:23:16 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 18:22:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-12 22:23:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; 21/10; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-13 02:23:30 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; 21/10; ; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-13 06:26:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; 21/10; ; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-13 10:21:54 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; 23/20; 6/5; ; ; 6/5; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; 21/10; 2; 11/5; ; ; 11/5; 21/10; ; 21/10; 21/10; ; ; 28/13; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; 9/4; 9/4; ; ; 23/10; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-13 14:24:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; 23/20; 6/5; ; ; 6/5; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
North Ferriby Utd; 11/5; 21/10; ; ; 11/5; ; 11/5; ; ; ; 21/10; 2; 11/5; ; ; 11/5; 21/10; ; 21/10; 21/10; ; ; 28/13; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; 9/4; 9/4; ; ; 23/10; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-13 18:25:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; 23/20; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; 6/5; ; ; 6/5; ; 6/5; ; ; ; 
North Ferriby Utd; 11/5; 11/5; 21/10; ; 11/5; ; 9/4; 21/10; 11/5; ; 21/10; 2; 11/5; ; ; 11/5; 21/10; 2; 21/10; 21/10; 113/50; ; 28/13; ; 28/13; ; ; ; 
Draw; 9/4; 23/10; 9/4; ; 23/10; ; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-15 06:21:07 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 5/4; 6/5; ; 5/4; ; 5/4; 11/10; 5/4; ; 6/5; 23/20; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; 6/5; 27/20; ; 6/5; ; 6/5; ; ; ; 
North Ferriby Utd; 11/5; 11/5; 21/10; ; 11/5; ; 9/4; 21/10; 11/5; ; 21/10; 2; 11/5; ; ; 11/5; 21/10; 2; 21/10; 21/10; 113/50; ; 28/13; ; 28/13; ; ; ; 
Draw; 9/4; 23/10; 9/4; ; 23/10; ; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-15 10:21:40 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 5/4; 5/4; 6/5; ; 5/4; ; 5/4; 11/10; 5/4; ; 6/5; 23/20; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; 6/5; 27/20; ; 6/5; ; 6/5; ; ; ; 
North Ferriby Utd; 11/5; 11/5; 21/10; ; 11/5; ; 9/4; 21/10; 11/5; ; 21/10; 2; 11/5; ; ; 11/5; 21/10; 2; 21/10; 21/10; 113/50; ; 28/13; ; 28/13; ; ; ; 
Draw; 9/4; 23/10; 9/4; ; 23/10; ; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-15 14:25:27 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 11/8; 27/20; ; 7/5; ; 11/8; 11/10; 13/10; 7/5; 27/20; 13/10; 13/10; ; ; 13/10; 5/4; 6/5; 6/5; 5/4; 27/20; 14/11; 6/5; ; 6/5; ; ; 5/4; 
North Ferriby Utd; 21/10; 19/10; 19/10; ; 2; ; 19/10; 21/10; 2; 19/10; 2; 9/5; 39/20; ; ; 2; 37/19; 2; 21/10; 37/19; 113/50; 25/14; 28/13; ; 28/13; ; ; 13/8; 
Draw; 9/4; 12/5; 9/4; ; 23/10; ; 12/5; 9/4; 23/10; 23/10; 23/10; 21/10; 23/10; ; ; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; 9/5; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-15 18:21:16 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 13/10; 27/20; 11/8; 7/5; 5/4; 11/8; 11/10; 13/10; 7/5; 11/8; 13/10; 13/10; ; 13/10; 13/10; 13/10; 6/5; 6/5; 13/10; 27/20; 14/11; 6/5; ; 6/5; ; ; ; 
North Ferriby Utd; 21/10; 15/8; 19/10; 7/4; 2; 9/5; 19/10; 21/10; 2; 19/10; 2; 9/5; 39/20; ; 2; 2; 37/19; 2; 21/10; 37/19; 113/50; 25/14; 28/13; ; 28/13; ; ; ; 
Draw; 9/4; 12/5; 9/4; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 23/10; 23/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-15 22:21:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 13/10; 13/10; 11/8; 7/5; 5/4; 11/8; 11/10; 13/10; 13/10; 27/20; 13/10; 13/10; ; 13/10; 13/10; 13/10; 6/5; 6/5; 13/10; 27/20; 14/11; 6/5; ; 6/5; ; ; 6/5; 
North Ferriby Utd; 21/10; 15/8; 39/20; 7/4; 2; 37/20; 2; 21/10; 2; 19/10; 21/10; 9/5; 39/20; ; 2; 2; 2; 2; 21/10; 2; 113/50; 25/14; 28/13; ; 28/13; ; ; 17/10; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 23/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; 9/5; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-16 02:23:06 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 5/4; 5/4; 11/8; 13/10; 6/5; 13/10; 11/10; 13/10; 5/4; 13/10; 5/4; 13/10; ; 5/4; 13/10; 6/5; 6/5; 6/5; 6/5; 27/20; 6/5; 6/5; ; 6/5; ; ; 5/4; 
North Ferriby Utd; 21/10; 2; 2; 7/4; 21/10; 19/10; 21/10; 21/10; 2; 21/10; 21/10; 2; 39/20; ; 21/10; 2; 21/10; 2; 21/10; 21/10; 113/50; 19/10; 28/13; ; 28/13; ; ; 15/8; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 23/10; 2; 23/10; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; 2; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-16 06:21:08 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 5/4; 5/4; 11/8; 13/10; 6/5; 13/10; 11/10; 13/10; 5/4; 13/10; 6/5; 13/10; ; 5/4; 13/10; 6/5; 6/5; 6/5; 6/5; 27/20; 6/5; 6/5; ; 6/5; ; ; 5/4; 
North Ferriby Utd; 21/10; 2; 2; 7/4; 21/10; 19/10; 21/10; 21/10; 2; 21/10; 21/10; 2; 39/20; ; 21/10; 2; 21/10; 2; 21/10; 21/10; 113/50; 19/10; 28/13; ; 28/13; ; ; 19/10; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 23/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; 21/10; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-16 10:21:42 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Solihull Moors; 13/10; 5/4; 5/4; 11/8; 13/10; 6/5; 13/10; 11/10; 13/10; 5/4; 13/10; 6/5; 13/10; ; 5/4; 13/10; 6/5; 6/5; 6/5; 6/5; 27/20; 6/5; 6/5; ; 6/5; ; ; 5/4; 
North Ferriby Utd; 21/10; 2; 2; 7/4; 21/10; 19/10; 21/10; 21/10; 2; 21/10; 21/10; 2; 39/20; ; 21/10; 2; 21/10; 2; 21/10; 21/10; 113/50; 19/10; 28/13; ; 28/13; ; ; 19/10; 
Draw; 9/4; 23/10; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 23/10; 23/10; 23/10; 21/10; 23/10; ; 23/10; 23/10; 9/4; 21/10; 11/5; 9/4; 12/5; 23/10; 11/5; ; 11/5; ; ; 21/10; 
META; english/non-league/national-league/north-ferriby-utd-v-solihull-moors; 2017-03-16 14:22:33 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
