META; english/non-league/national-league/boreham-wood-v-lincoln; 2017-03-18 14:26:29 GMT+2; 2017-03-21 19:45; Nothing; Xlenovo
Lincoln; 4/5; ; 4/5; ; ; ; 17/20; ; ; ; 4/5; ; 4/5; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; 5/2; ; ; ; 5/2; ; ; ; 5/2; ; 13/5; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Boreham Wood; 3; ; 31/10; ; ; ; 16/5; ; ; ; 3; ; 16/5; ; ; 31/10; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-lincoln; 2017-03-18 18:26:07 GMT+2; 2017-03-21 19:45; Nothing; Xlenovo
Lincoln; 7/10; ; 8/11; ; 4/5; ; 4/5; ; ; 4/5; 4/5; ; 10/13; ; ; 4/5; 14/19; ; ; 14/19; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; 13/5; ; 13/5; ; 13/5; ; ; 13/5; 5/2; ; 53/20; ; ; 13/5; 5/2; ; ; 5/2; ; ; ; ; ; ; ; ; 
Boreham Wood; 7/2; ; 17/5; ; 10/3; ; 17/5; ; ; 16/5; 3; ; 16/5; ; ; 10/3; 57/17; ; ; 57/17; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-lincoln; 2017-03-18 22:24:29 GMT+2; 2017-03-21 19:45; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 10/11; ; 20/21; ; 1; ; ; 20/21; 19/20; ; 10/11; ; ; 19/20; 10/11; ; ; 10/11; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; 9/4; ; 12/5; ; 12/5; ; ; 12/5; 11/5; ; 12/5; ; ; 12/5; 27/11; ; ; 27/11; ; ; ; ; ; ; ; ; 
Boreham Wood; 14/5; 14/5; 29/10; ; 3; ; 14/5; ; ; 14/5; 11/4; ; 29/10; ; ; 14/5; 29/10; ; ; 29/10; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/boreham-wood-v-lincoln; 2017-03-19 02:23:55 GMT+2; 2017-03-21 19:45; Nothing; Xlenovo
Lincoln; 17/20; 10/11; 19/20; ; 1; ; 1; ; ; ; 1; ; 10/11; ; ; 19/20; 19/20; ; ; 19/20; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; 9/4; ; 12/5; ; 12/5; ; ; ; 11/5; ; 12/5; ; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; 
Boreham Wood; 14/5; 14/5; 11/4; ; 14/5; ; 14/5; ; ; ; 27/10; ; 29/10; ; ; 14/5; 27/10; ; ; 27/10; ; ; ; ; ; ; ; ; 
