META; english/non-league/national-league/lincoln-v-chester; 2017-04-08 18:22:55 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; ; ; ; ; 3/10; ; 3/10; ; ; ; ; ; 3/10; ; ; ; 2/7; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; 4; ; 4; ; ; ; ; ; 4; ; ; ; 75/19; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; ; ; ; 9; ; 10; ; ; ; ; ; 17/2; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-08 22:26:58 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 1/3; 2/7; 1/3; ; 1/3; ; 3/10; ; ; ; 2/7; ; 3/10; ; ; 1/3; 3/10; ; ; 3/10; ; ; ; ; ; ; ; ; 
Draw; 4; 4; 15/4; ; 4; ; 4; ; ; ; 7/2; ; 4; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; ; 
Chester; 8; 9; 15/2; ; 17/2; ; 10; ; ; ; 7; ; 17/2; ; ; 8; 33/4; ; ; 33/4; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 02:23:56 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 1/3; 2/7; 1/3; ; 1/3; ; 3/10; ; ; ; 2/7; ; 3/10; ; ; 1/3; 3/10; ; ; 3/10; 4/11; ; ; ; ; ; ; ; 
Draw; 4; 4; 19/5; ; 4; ; 4; ; ; ; 7/2; ; 4; ; ; 4; 4; ; ; 4; 21/5; ; ; ; ; ; ; ; 
Chester; 8; 9; 15/2; ; 8; ; 10; ; ; ; 7; ; 9; ; ; 8; 8; ; ; 8; 9; ; ; ; ; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 06:22:24 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 1/3; 2/7; 1/3; ; 1/3; ; 3/10; ; 1/3; ; 2/7; 2/7; 3/10; ; ; 1/3; 3/10; ; 3/10; 3/10; 4/11; ; 3/10; ; 3/10; ; ; ; 
Draw; 4; 4; 19/5; ; 4; ; 4; ; 4; ; 7/2; 7/2; 4; ; ; 4; 77/19; ; 7/2; 77/19; 21/5; ; 15/4; ; 15/4; ; ; ; 
Chester; 8; 9; 15/2; ; 17/2; ; 10; ; 8; ; 7; 15/2; 9; ; ; 8; 8; ; 41/5; 8; 9; ; 33/4; ; 33/4; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 10:25:01 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 1/3; 2/7; 1/3; ; 1/3; ; 3/10; ; 1/3; ; 2/7; 2/7; 3/10; ; ; 1/3; 4/13; 1/3; 3/10; 4/13; 4/11; ; 3/10; ; 3/10; ; ; ; 
Draw; 4; 4; 19/5; ; 4; ; 4; ; 4; ; 7/2; 7/2; 4; ; ; 4; 75/19; 7/2; 7/2; 75/19; 21/5; ; 15/4; ; 15/4; ; ; ; 
Chester; 8; 9; 15/2; ; 17/2; ; 10; ; 8; ; 7; 15/2; 9; ; ; 8; 33/4; 13/2; 41/5; 33/4; 9; ; 33/4; ; 33/4; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 14:22:15 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 1/3; 2/7; 1/3; ; 1/3; ; 3/10; ; 1/3; ; 2/7; 2/7; 3/10; ; ; 1/3; 4/13; 1/3; 3/10; 4/13; 4/11; ; 3/10; ; 3/10; ; ; ; 
Draw; 4; 4; 19/5; ; 4; ; 4; ; 4; ; 7/2; 7/2; 4; ; ; 4; 75/19; 7/2; 7/2; 75/19; 21/5; ; 15/4; ; 15/4; ; ; ; 
Chester; 8; 9; 15/2; ; 17/2; ; 19/2; ; 8; ; 7; 15/2; 9; ; ; 8; 8; 13/2; 41/5; 8; 9; ; 33/4; ; 33/4; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 18:25:02 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 4/11; 2/7; 4/11; ; 4/11; ; 4/11; 3/10; 1/3; 4/11; 2/7; 4/11; 3/10; ; 4/11; 1/3; 1/3; 1/3; 3/10; 1/3; 4/11; ; 3/10; ; 3/10; ; ; ; 
Draw; 15/4; 4; 18/5; ; 19/5; ; 4; 7/2; 19/5; 15/4; 7/2; 10/3; 4; ; 15/4; 4; 15/4; 7/2; 7/2; 15/4; 21/5; ; 15/4; ; 15/4; ; ; ; 
Chester; 15/2; 17/2; 7; ; 8; ; 7; 8; 7; 7; 7; 6; 8; ; 7; 8; 31/4; 13/2; 41/5; 31/4; 9; ; 33/4; ; 33/4; ; ; ; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-09 22:22:16 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 4/11; 2/7; 4/11; ; 4/11; ; 1/3; 3/10; 1/3; 4/11; 2/7; 1/3; 1/3; ; 4/11; 1/3; 1/3; 1/3; 3/10; 1/3; 4/11; 6/17; 3/10; ; 3/10; ; ; 1/3; 
Draw; 15/4; 4; 18/5; ; 19/5; ; 4; 7/2; 19/5; 15/4; 7/2; 7/2; 15/4; ; 15/4; 4; 15/4; 7/2; 7/2; 15/4; 21/5; 15/4; 15/4; ; 15/4; ; ; 7/2; 
Chester; 15/2; 17/2; 7; ; 8; ; 8; 8; 13/2; 7; 7; 6; 15/2; ; 7; 8; 15/2; 13/2; 41/5; 15/2; 9; 29/5; 33/4; ; 33/4; ; ; 7; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-10 02:21:08 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 4/11; 2/5; 4/11; ; 4/11; ; 4/11; 3/10; 2/5; 2/5; 2/7; 4/11; 4/11; ; 2/5; 4/11; 10/29; 1/3; 3/10; 10/29; 4/11; 6/17; 3/10; ; 3/10; ; ; 4/11; 
Draw; 15/4; 7/2; 7/2; ; 19/5; ; 19/5; 7/2; 19/5; 15/4; 7/2; 16/5; 7/2; ; 7/2; 7/2; 37/10; 7/2; 7/2; 37/10; 21/5; 15/4; 15/4; ; 15/4; ; ; 7/2; 
Chester; 15/2; 6; 13/2; ; 15/2; ; 7; 8; 13/2; 13/2; 7; 13/2; 7; ; 13/2; 15/2; 15/2; 13/2; 41/5; 15/2; 9; 29/5; 33/4; ; 33/4; ; ; 7; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-10 06:20:49 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Lincoln; 4/11; 2/5; 4/11; ; 4/11; ; 4/11; 3/10; 2/5; 2/5; 2/7; 4/11; 4/11; ; 2/5; 4/11; 10/29; 1/3; 4/11; 10/29; 4/11; 6/17; 4/11; ; 4/11; ; ; 4/11; 
Draw; 15/4; 7/2; 7/2; ; 19/5; ; 19/5; 7/2; 19/5; 15/4; 7/2; 16/5; 7/2; ; 7/2; 7/2; 37/10; 7/2; 10/3; 37/10; 21/5; 15/4; 17/5; ; 17/5; ; ; 7/2; 
Chester; 15/2; 6; 13/2; ; 15/2; ; 7; 8; 13/2; 13/2; 7; 13/2; 7; ; 13/2; 15/2; 15/2; 13/2; 7; 15/2; 9; 29/5; 7; ; 7; ; ; 7; 
META; english/non-league/national-league/lincoln-v-chester; 2017-04-10 10:21:26 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
