META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 02:22:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 06:22:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 10:22:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 14:22:53 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 18:22:06 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; 14/5; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-12 22:23:27 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; ; ; 1; ; ; ; 19/20; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; 47/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 02:23:12 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; ; ; 1; ; ; ; 19/20; ; 19/20; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; 47/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; 11/4; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 06:25:34 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; ; ; 1; ; ; ; 19/20; ; 19/20; ; ; 1; ; ; 20/21; ; ; ; 22/23; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; 23/10; ; 47/20; ; ; 12/5; ; ; 23/10; ; ; ; 40/17; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; ; ; 11/4; ; ; ; 13/5; ; 11/4; ; ; 13/5; ; ; 13/5; ; ; ; 45/17; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 10:21:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; ; ; ; 19/20; 20/21; 19/20; ; ; 1; 19/20; ; 1; 19/20; ; ; 1; ; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; ; ; 23/10; 23/10; 47/20; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; 11/4; ; 11/4; ; ; ; 13/5; 12/5; 11/4; ; ; 13/5; 28/11; ; 5/2; 28/11; ; ; 28/11; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 14:24:19 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; ; ; ; 19/20; 20/21; 19/20; ; ; 1; 19/20; ; 1; 19/20; ; ; 1; ; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; ; ; 23/10; 23/10; 47/20; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
Sutton; 11/4; 12/5; ; ; 11/4; ; 11/4; ; ; ; 13/5; 12/5; 11/4; ; ; 13/5; 28/11; ; 5/2; 28/11; ; ; 28/11; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 18:25:36 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; ; ; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; ; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 12/5; ; ; 11/4; ; 11/4; ; ; ; 13/5; 12/5; 11/4; ; ; 13/5; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-13 22:22:40 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; ; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; 12/5; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 12/5; ; ; 11/4; ; 11/4; ; 11/4; ; 13/5; 12/5; 11/4; ; ; 13/5; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 02:24:16 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; ; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; 12/5; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 12/5; ; ; 11/4; ; 11/4; ; 11/4; ; 13/5; 12/5; 11/4; ; ; 13/5; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 06:21:51 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 47/20; ; ; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 12/5; ; ; 14/5; ; 11/4; 11/4; 11/4; ; 13/5; 12/5; 11/4; ; ; 27/10; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 10:22:41 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 47/20; ; ; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 12/5; ; ; 14/5; ; 11/4; 11/4; 11/4; ; 13/5; 12/5; 11/4; ; ; 27/10; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 14:25:21 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; ; ; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; ; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 5/2; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 12/5; 11/4; ; ; 27/10; 13/5; 12/5; 5/2; 13/5; ; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 18:22:12 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; ; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; 21/20; ; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 5/2; ; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 12/5; 11/4; ; ; 27/10; 13/5; 12/5; 5/2; 13/5; 57/20; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-14 22:21:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; 19/20; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; 21/20; ; 1; ; 1; ; ; ; 
Draw; 12/5; 12/5; 47/20; ; 12/5; ; 12/5; 23/10; 12/5; ; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 9/4; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; ; ; 
Sutton; 11/4; 5/2; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; ; 13/5; 12/5; 11/4; ; ; 27/10; 13/5; 12/5; 5/2; 13/5; 57/20; ; 28/11; ; 28/11; ; ; ; 
META; english/non-league/national-league/aldershot-v-sutton; 2017-03-15 02:23:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Aldershot; 1; 21/20; 19/20; ; 1; ; 1; 10/11; 1; ; 19/20; 20/21; 19/20; ; ; 1; 1; 19/20; 1; 1; 21/20; ; 1; ; 1; ; ; ; 
