META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-26 14:25:38 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-26 18:23:19 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; 21/20; ; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-26 22:24:55 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; 21/20; ; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 02:22:13 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; 11/10; 21/20; ; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 9/4; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 06:22:05 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; 23/20; ; 11/10; ; ; ; ; 1; 11/10; ; ; 11/10; 21/20; ; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; 9/4; ; 23/10; ; ; ; ; 21/10; 11/5; ; ; 9/4; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; 5/2; 5/2; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 10:22:43 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; ; 1; 11/10; ; ; 11/10; 21/20; ; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; 23/10; ; 12/5; ; ; ; ; 21/10; 11/5; ; ; 23/10; 28/13; ; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; ; 5/2; 5/2; ; ; 5/2; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 14:24:10 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; 11/10; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; 23/10; ; 12/5; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 28/13; 21/10; 11/5; 28/13; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 18:24:46 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; 23/20; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; ; ; 
Dagenham & Redbridge; 9/4; ; ; ; 9/4; ; 23/10; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-27 22:22:34 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 02:22:11 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 06:22:19 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 10:22:43 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; ; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; ; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 27/11; 23/10; 12/5; 27/11; ; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 14:24:01 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; 11/10; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; ; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; 11/5; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; ; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 18:24:47 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; ; ; 11/10; 11/10; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; 6/5; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; ; ; 12/5; 11/5; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; ; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-02-28 22:26:13 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; ; 11/10; ; 11/10; 11/10; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; 6/5; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; ; 23/10; ; 12/5; 11/5; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-03-01 02:21:42 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Gateshead; 11/10; ; ; 11/10; 11/10; ; 11/10; 11/10; 11/10; ; 11/10; 1; 11/10; ; ; 11/10; 21/20; 21/20; 11/10; 21/20; 6/5; ; 11/10; ; ; 1/50; ; 
Dagenham & Redbridge; 9/4; ; ; 9/4; 23/10; ; 12/5; 11/5; 23/10; ; 9/4; 21/10; 11/5; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; ; 1/50; ; 
Draw; 5/2; ; ; 5/2; 5/2; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 5/2; ; ; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; ; 12/5; ; ; 1/100; ; 
META; english/non-league/national-league/gateshead-v-dagenham-redbridge; 2017-03-01 06:21:09 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
