META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-09 22:22:03 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-10 22:22:30 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 02:24:10 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 06:22:15 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 10:23:47 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 14:28:54 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 18:23:06 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Braintree Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Eastleigh; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-11 22:27:25 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; ; 5/6; ; 4/6; ; ; 7/10; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; 11/4; ; ; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Braintree Town; ; 11/4; ; 10/3; ; ; 19/5; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 02:25:06 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 6/10; 8/11; ; 4/6; ; ; 4/6; ; ; ; ; ; 3/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 14/5; 11/4; ; 11/4; ; ; 14/5; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Braintree Town; 9/2; 16/5; ; 10/3; ; ; 4; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 06:22:49 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 6/10; 8/11; ; 4/6; 4/6; ; 13/20; 8/13; 8/13; ; ; ; 3/5; ; ; ; ; ; ; 8/13; ; ; ; ; ; 1/50; ; 
Draw; 14/5; 11/4; ; 11/4; 29/10; ; 29/10; 11/4; 14/5; ; ; ; 11/4; ; ; ; ; ; ; 14/5; ; ; ; ; ; 21/10; ; 
Braintree Town; 9/2; 16/5; ; 10/3; 4; ; 21/5; 4; 9/2; ; ; ; 9/2; ; ; ; ; ; ; 4; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 10:23:19 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 6/10; 8/11; ; 4/6; ; ; 8/13; 8/13; 8/13; ; ; ; 3/5; ; ; ; 11/18; ; 4/7; 11/18; ; ; 3/5; ; ; 1/33; ; 
Draw; 14/5; 11/4; ; 11/4; ; ; 14/5; 11/4; 14/5; ; ; ; 11/4; ; ; ; 37/13; ; 11/4; 37/13; ; ; 11/4; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; ; 10/3; ; ; 22/5; 4; 9/2; ; ; ; 9/2; ; ; ; 21/5; ; 4; 21/5; ; ; 41/10; ; ; 1/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 14:23:19 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 6/10; 8/11; ; 4/6; ; ; 8/13; 8/13; 8/13; ; ; 8/13; 3/5; ; 8/13; ; 11/18; ; 4/7; 11/18; 13/20; ; 3/5; ; ; 1/33; ; 
Draw; 14/5; 11/4; ; 11/4; ; ; 14/5; 11/4; 14/5; ; ; 14/5; 11/4; ; 5/2; ; 14/5; ; 11/4; 14/5; 3; ; 11/4; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; ; 10/3; ; ; 9/2; 4; 9/2; ; ; 10/3; 9/2; ; 5; ; 17/4; ; 4; 17/4; 49/10; ; 41/10; ; ; 1/10; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 18:22:32 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 6/10; 8/11; 7/10; 4/6; ; ; 3/4; 8/13; 4/6; 8/11; 8/11; 4/6; 7/10; ; 3/4; ; 11/17; ; 8/13; 11/17; 7/10; 10/13; 11/17; ; ; 1/33; ; 
Draw; 14/5; 11/4; 27/10; 11/4; ; ; 3; 11/4; 14/5; 14/5; 27/10; 13/5; 14/5; ; 14/5; ; 14/5; ; 27/10; 14/5; 3; 27/10; 27/10; ; ; 11/5; ; 
Braintree Town; 9/2; 16/5; 17/5; 10/3; ; ; 7/2; 7/2; 7/2; 7/2; 10/3; 16/5; 7/2; ; 16/5; ; 50/13; ; 7/2; 50/13; 43/10; 14/5; 37/10; ; ; 1/12; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-12 22:23:14 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 7/10; 8/11; 3/4; 4/5; ; ; 3/4; 4/6; 8/11; 3/4; 8/11; 8/11; 8/11; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 13/5; 11/4; ; ; 3; 13/5; 14/5; 14/5; 13/5; 12/5; 11/4; 13/5; 14/5; ; 45/17; 13/5; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 5/2; ; 
Braintree Town; 15/4; 16/5; 10/3; 16/5; ; ; 17/5; 7/2; 10/3; 10/3; 13/4; 16/5; 10/3; 7/2; 16/5; ; 18/5; 10/3; 7/2; 18/5; 4; 14/5; 37/10; ; ; 3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 02:22:44 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 7/10; 8/11; 8/11; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 8/11; 7/10; 3/4; 8/11; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 5/2; 13/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 29/10; 27/10; 27/10; ; ; 11/4; ; 
Braintree Town; 15/4; 16/5; 7/2; 16/5; ; ; 18/5; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; 4; 7/2; ; 37/10; 17/5; 7/2; 37/10; 4; 14/5; 37/10; ; ; 3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 06:21:55 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 8/11; 3/4; 3/4; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 7/10; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 5/2; 13/5; 27/10; 12/5; 13/5; ; 45/17; 5/2; 27/10; 45/17; 29/10; 27/10; 27/10; ; ; 14/5; ; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 17/5; 16/5; 10/3; 15/4; 7/2; ; 37/10; 17/5; 7/2; 37/10; 4; 14/5; 37/10; ; ; 10/3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 10:22:29 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 8/11; 3/4; 3/4; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 7/10; ; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 3/4; 3/4; 11/17; ; ; 8/11; ; 
Draw; 11/4; 11/4; 5/2; 11/4; ; ; 11/4; 13/5; 11/4; 13/5; 5/2; 13/5; ; 12/5; 13/5; ; 13/5; 5/2; 27/10; 13/5; 29/10; 27/10; 27/10; ; ; 11/4; ; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 17/5; 16/5; ; 15/4; 7/2; ; 62/17; 17/5; 7/2; 62/17; 4; 14/5; 37/10; ; ; 10/3; ; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 14:22:48 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 8/11; 3/4; 4/5; ; ; 3/4; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/13; 5/7; 77/100; 3/4; 11/17; ; ; 8/11; 8/11; 
Draw; 11/4; 11/4; 5/2; 5/2; ; ; 27/10; 13/5; 11/4; 5/2; 11/4; 12/5; 27/10; 12/5; 13/5; ; 13/5; 5/2; 27/10; 13/5; 14/5; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 15/4; 15/4; 10/3; 10/3; 15/4; 7/2; ; 15/4; 17/5; 7/2; 15/4; 4; 14/5; 37/10; ; ; 7/2; 7/2; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 18:24:12 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 8/11; 3/4; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 11/4; 5/2; 5/2; ; ; 11/4; 13/5; 11/4; 13/5; 11/4; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 14/5; 12/5; 
Braintree Town; 7/2; 16/5; 7/2; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 15/4; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 10/3; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-13 22:24:02 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; ; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 4/5; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; ; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; ; ; 18/5; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 10/3; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 02:23:46 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; 8/11; ; 8/11; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 27/10; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 18/5; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 57/17; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 06:22:47 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; 8/11; ; 3/4; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; 3/4; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 14/5; ; 14/5; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; 5/2; 13/5; ; 13/5; 5/2; 27/10; 13/5; 11/4; 11/4; 27/10; ; ; 11/4; 12/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; 15/4; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 13/4; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 10:22:53 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; 8/11; ; 3/4; 4/6; 8/11; 3/4; 3/4; 8/11; 3/4; ; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; 3/4; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 13/5; 5/2; 14/5; ; 11/4; 13/5; 11/4; 13/5; 27/10; 12/5; 27/10; ; 13/5; ; 45/17; 5/2; 27/10; 45/17; 11/4; 11/4; 27/10; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 18/5; ; 7/2; 7/2; 10/3; 7/2; 7/2; 10/3; 10/3; ; 7/2; ; 39/11; 17/5; 3; 39/11; 19/5; 13/4; 3; ; ; 7/2; 10/3; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 14:23:20 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; 4/5; ; 3/4; 4/6; 8/11; 3/4; 4/5; 8/11; 3/4; ; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; ; ; ; 4/5; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 13/5; ; 11/4; 13/5; 11/4; 13/5; 13/5; 5/2; 27/10; ; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4; ; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 17/5; 7/2; 7/2; ; 7/2; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; ; 7/2; ; 18/5; 17/5; 10/3; 18/5; 19/5; 13/4; ; ; ; 7/2; 7/2; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 18:25:17 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Eastleigh; 8/11; 3/4; 3/4; 4/5; 4/5; ; 3/4; 4/6; 8/11; 3/4; 4/5; 8/11; 3/4; ; 3/4; ; 5/7; 4/6; 8/11; 5/7; 4/5; 13/17; ; ; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 5/2; 5/2; 13/5; ; 27/10; 13/5; 11/4; 13/5; 13/5; 5/2; 27/10; ; 13/5; ; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4; ; ; ; 11/4; 13/5; 
Braintree Town; 7/2; 10/3; 7/2; 7/2; 18/5; ; 18/5; 7/2; 10/3; 7/2; 7/2; 16/5; 10/3; ; 7/2; ; 18/5; 17/5; 10/3; 18/5; 19/5; 13/4; ; ; ; 7/2; 7/2; 
META; english/non-league/national-league/eastleigh-v-braintree-town; 2017-02-14 22:24:54 GMT+2; 2017-02-14 19:45; In Play; Xlenovo
Draw; 9/4; 9/4; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; 11/5; 121/50; ; ; ; ; ; ; 
Braintree Town; 10/11; 4/5; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 41/13; ; ; 29/10; 47/50; ; ; ; ; ; ; 
Eastleigh; 10/3; 16/5; ; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; ; 19/20; 16/5; ; ; ; ; ; ; 
