META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-19 18:26:42 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Braintree Town; 6; ; 6; ; 13/2; 5; 13/2; ; 6; ; 6; 6; ; 6; ; 6; 76/13; 23/4; 11/2; 76/13; ; ; 11/2; ; 11/2; ; ; ; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-22 10:22:01 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/9; ; 4/9; ; 2/5; 2/5; 2/5; ; 4/9; ; 4/9; 2/5; ; 2/5; ; 2/5; 7/18; 2/5; 2/5; 7/18; ; ; 5/12; ; 5/12; ; ; ; 
Draw; 10/3; ; 31/10; ; 10/3; 16/5; 10/3; ; 10/3; ; 16/5; 3; ; 16/5; ; 10/3; 33/10; 3; 3; 33/10; ; ; 16/5; ; 16/5; ; ; ; 
Braintree Town; 6; ; 6; ; 7; 5; 15/2; ; 6; ; 6; 6; ; 6; ; 13/2; 25/4; 23/4; 6; 25/4; ; ; 6; ; 6; ; ; ; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-22 14:22:06 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 2/5; 2/5; 4/11; ; 4/11; 2/5; 4/11; ; 2/5; 4/11; 4/11; 1/3; 4/11; 7/20; 2/5; 4/11; 6/19; 2/5; 2/5; 6/19; 43/100; 10/29; 5/12; ; 5/12; ; ; ; 
Draw; 10/3; 7/2; 10/3; ; 18/5; 16/5; 18/5; ; 7/2; 7/2; 17/5; 16/5; 7/2; 10/3; 10/3; 7/2; 18/5; 3; 3; 18/5; 15/4; 17/5; 16/5; ; 16/5; ; ; ; 
Braintree Town; 7; 13/2; 15/2; ; 15/2; 5; 8; ; 7; 8; 15/2; 7; 15/2; 15/2; 7; 15/2; 31/4; 23/4; 6; 31/4; 38/5; 69/10; 6; ; 6; ; ; ; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-22 18:21:36 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 2/5; 2/5; 4/11; 2/5; 4/11; 2/5; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 2/5; 4/11; 1/3; 2/5; 2/5; 1/3; 43/100; 10/29; 5/12; ; 5/12; ; ; 2/9; 
Draw; 10/3; 7/2; 17/5; 17/5; 7/2; 16/5; 18/5; 7/2; 7/2; 7/2; 17/5; 3; 7/2; 10/3; 10/3; 7/2; 62/17; 3; 3; 62/17; 15/4; 17/5; 16/5; ; 16/5; ; ; 11/4; 
Braintree Town; 7; 13/2; 15/2; 15/2; 8; 5; 8; 15/2; 7; 8; 15/2; 15/2; 15/2; 15/2; 7; 15/2; 8; 23/4; 6; 8; 38/5; 69/10; 6; ; 6; ; ; 32/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-22 22:22:36 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 1/3; 2/5; 4/11; 1/3; 2/5; 2/5; 1/3; 2/5; 10/29; 5/12; ; 5/12; ; ; 4/11; 
Draw; 10/3; 10/3; 17/5; 17/5; 7/2; 16/5; 18/5; 7/2; 7/2; 7/2; 17/5; 3; 7/2; 10/3; 10/3; 7/2; 62/17; 3; 3; 62/17; 19/5; 17/5; 16/5; ; 16/5; ; ; 27/10; 
Braintree Town; 7; 15/2; 15/2; 15/2; 8; 5; 8; 15/2; 15/2; 8; 15/2; 15/2; 8; 15/2; 7; 15/2; 8; 23/4; 6; 8; 44/5; 69/10; 6; ; 6; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 02:22:10 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 2/5; 4/11; 2/5; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 1/3; 2/5; 4/11; 1/3; 2/5; 2/5; 1/3; 2/5; 10/29; 5/12; ; 5/12; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 17/5; 7/2; 16/5; 18/5; 7/2; 7/2; 7/2; 17/5; 3; 7/2; 10/3; 10/3; 7/2; 62/17; 3; 3; 62/17; 19/5; 17/5; 16/5; ; 16/5; ; ; 3; 
Braintree Town; 17/2; 15/2; 15/2; 15/2; 8; 5; 8; 15/2; 15/2; 8; 15/2; 15/2; 8; 15/2; 7; 15/2; 8; 23/4; 6; 8; 44/5; 69/10; 6; ; 6; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 06:21:32 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 2/5; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 1/3; 4/11; 4/11; 1/3; 2/5; 2/5; 1/3; 2/5; 10/29; 5/12; ; 5/12; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 17/5; 7/2; 16/5; 18/5; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 10/3; 15/4; 7/2; 37/10; 3; 3; 37/10; 19/5; 17/5; 16/5; ; 16/5; ; ; 3; 
Braintree Town; 17/2; 15/2; 15/2; 15/2; 8; 5; 8; 15/2; 15/2; 8; 15/2; 7; 8; 15/2; 7; 15/2; 8; 23/4; 6; 8; 44/5; 69/10; 6; ; 6; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 10:22:08 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 7/20; 4/11; 4/11; 6/19; 2/5; 1/3; ; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 17/5; 15/4; 7/2; 15/4; 3; 10/3; ; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 15/2; 7; 15/2; 33/4; 23/4; 8; ; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 14:24:08 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 7/20; 4/11; 4/11; 6/19; 2/5; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 17/5; 15/4; 7/2; 15/4; 3; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 8; 15/2; 7; 8; 15/2; 7; 15/2; 33/4; 23/4; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 18:24:40 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 2/5; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 3; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 8; 15/2; 7; 8; 8; 7; 15/2; 33/4; 23/4; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-23 22:22:41 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 31/10; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 8; 15/2; 7; 8; 8; 7; 15/2; 33/4; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 02:24:07 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 1/3; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 31/10; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 8; 8; 7; 15/2; 33/4; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 33/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 06:21:39 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 4/11; 4/11; 1/3; 7/20; 4/11; 4/11; 4/11; 6/19; 4/11; 1/3; 6/19; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 15/4; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 15/4; 7/2; 15/4; 31/10; 10/3; 15/4; 19/5; 17/5; 17/5; ; 17/5; ; ; 3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 8; 8; 7; 15/2; 33/4; 13/2; 8; 33/4; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 10:22:21 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 2/5; 4/11; 4/11; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 7/2; 17/5; 17/5; 18/5; 10/3; 19/5; 7/2; 7/2; 7/2; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 17/2; 11/2; 17/2; 15/2; 15/2; 17/2; 15/2; 15/2; 8; 8; 15/2; 8; 17/2; 13/2; 8; 17/2; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 14:22:52 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; ; 2/5; 10/29; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; ; 19/5; 17/5; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 17/2; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 17/2; 13/2; 8; ; 44/5; 69/10; 8; ; 8; ; ; 38/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 18:26:13 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; ; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 19/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; ; 19/5; 7/2; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 17/2; 13/2; 8; ; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-24 22:24:24 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 19/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 02:26:05 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; 17/5; ; 17/5; ; ; 10/3; 
Braintree Town; 17/2; 7; 15/2; 15/2; 8; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 06:25:25 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Tranmere; 4/11; 4/11; 7/20; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 1/3; 7/20; 7/20; 1/3; 4/11; 4/13; 4/11; 1/3; 4/13; 2/5; 4/11; 10/29; ; 10/29; ; ; 4/11; 
Draw; 7/2; 10/3; 17/5; 19/5; 18/5; 10/3; 19/5; 7/2; 7/2; 15/4; 17/5; 16/5; 7/2; 18/5; 4; 7/2; 50/13; 31/10; 10/3; 50/13; 19/5; 7/2; 17/5; ; 17/5; ; ; 7/2; 
Braintree Town; 17/2; 15/2; 15/2; 15/2; 17/2; 11/2; 17/2; 15/2; 15/2; 8; 15/2; 15/2; 8; 8; 15/2; 8; 33/4; 13/2; 8; 33/4; 44/5; 39/5; 8; ; 8; ; ; 41/5; 
META; english/non-league/national-league/tranmere-v-braintree-town; 2017-03-25 10:25:30 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
