META; english/non-league/national-league/dover-v-macclesfield; 2017-04-22 22:21:04 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 11/20; 4/7; 4/7; ; 4/7; ; ; ; ; ; 11/20; ; ; 4/7; 5/9; ; ; 5/9; ; ; ; ; ; ; ; ; 
Draw; 31/10; 14/5; 29/10; 11/4; 29/10; ; 31/10; ; ; ; ; ; 3; ; ; 3; 58/19; ; ; 58/19; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; 9/2; 7/2; 21/5; ; 9/2; ; ; ; ; ; 9/2; ; ; 9/2; 9/2; ; ; 9/2; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-23 02:20:10 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 11/20; 4/7; 4/7; ; 4/7; ; ; ; ; ; 11/20; ; ; 4/7; 5/9; ; ; 5/9; ; ; ; ; ; ; ; ; 
Draw; 31/10; 14/5; 29/10; 11/4; 29/10; ; 31/10; ; ; ; ; ; 3; ; ; 3; 58/19; ; ; 58/19; ; ; ; ; ; ; ; ; 
Macclesfield; 9/2; 4; 9/2; 7/2; 21/5; ; 9/2; ; ; ; ; ; 9/2; ; ; 9/2; 9/2; ; ; 9/2; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-23 06:20:14 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 11/20; 4/7; 4/7; ; 4/7; ; ; ; ; 11/20; 11/20; ; ; 4/7; 5/9; ; ; 5/9; ; ; ; ; ; ; 2/7; ; 
Draw; 31/10; 14/5; 29/10; 11/4; 29/10; ; 31/10; ; ; ; ; 14/5; 3; ; ; 3; 58/19; ; ; 58/19; ; ; ; ; ; ; 11/5; ; 
Macclesfield; 9/2; 4; 9/2; 7/2; 21/5; ; 9/2; ; ; ; ; 15/4; 9/2; ; ; 9/2; 9/2; ; ; 9/2; ; ; ; ; ; ; 1/4; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-23 10:20:11 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 11/20; 4/7; 4/7; ; 4/7; 8/15; ; ; ; 11/20; 11/20; ; ; 4/7; 5/9; ; 8/15; 5/9; ; ; 6/11; ; 6/11; ; ; ; 
Draw; 31/10; 14/5; 29/10; 11/4; 29/10; ; 31/10; 3; ; ; ; 14/5; 3; ; ; 3; 58/19; ; 3; 58/19; ; ; 3; ; 3; ; ; ; 
Macclesfield; 9/2; 4; 9/2; 7/2; 21/5; ; 9/2; 4; ; ; ; 15/4; 9/2; ; ; 9/2; 22/5; ; 21/5; 22/5; ; ; 17/4; ; 17/4; ; ; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-23 18:20:31 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/15; 4/7; 4/7; 8/15; ; 11/20; 1/2; 4/7; 3/5; 4/7; 11/20; 11/20; ; 11/20; 4/7; 5/9; ; 8/15; 5/9; ; 5/9; 6/11; ; 6/11; ; 2/5; ; 
Draw; 31/10; 3; 29/10; 11/4; 3; ; 31/10; 3; 3; 3; 29/10; 11/4; 3; ; 16/5; 3; 58/19; ; 3; 58/19; ; 56/19; 3; ; 3; ; 23/10; ; 
Macclesfield; 9/2; 5; 17/4; 7/2; 9/2; ; 19/4; 4; 9/2; 17/4; 17/4; 4; 9/2; ; 17/4; 9/2; 22/5; ; 21/5; 22/5; ; 50/13; 17/4; ; 17/4; ; 7/2; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-23 22:20:48 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/15; 4/7; 4/7; 4/7; ; 4/7; 8/15; 4/7; 3/5; 4/7; 4/7; 4/7; ; 3/5; 4/7; 5/9; ; 8/15; 5/9; 57/100; 5/9; 6/11; ; 6/11; ; 8/15; ; 
Draw; 31/10; 3; 14/5; 11/4; 29/10; ; 31/10; 3; 3; 3; 14/5; 11/4; 3; ; 14/5; 3; 56/19; ; 3; 56/19; 16/5; 56/19; 3; ; 3; ; 11/4; ; 
Macclesfield; 9/2; 5; 17/4; 7/2; 21/5; ; 9/2; 4; 17/4; 17/4; 17/4; 4; 17/4; ; 9/2; 9/2; 9/2; ; 21/5; 9/2; 26/5; 50/13; 17/4; ; 17/4; ; 21/5; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-24 02:20:57 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; ; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 4/7; 6/11; 8/15; 4/7; 57/100; 5/9; 6/11; ; 6/11; ; 4/7; ; 
Draw; 3; 3; 29/10; 11/4; 29/10; ; 3; 3; 3; ; 29/10; 11/4; 3; 14/5; 3; 3; 56/19; 14/5; 3; 56/19; 16/5; 56/19; 3; ; 3; ; 11/4; ; 
Macclesfield; 9/2; 17/4; 17/4; 7/2; 9/2; ; 22/5; 4; 17/4; ; 21/5; 4; 17/4; 24/5; 4; 9/2; 9/2; 4; 21/5; 9/2; 26/5; 50/13; 17/4; ; 17/4; ; 23/5; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-24 06:21:04 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 4/7; 4/7; 4/7; ; 3/5; 8/15; 4/7; ; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 4/7; 6/11; 8/15; 4/7; 57/100; 5/9; 6/11; ; 6/11; ; 4/7; ; 
Draw; 3; 3; 29/10; 11/4; 29/10; ; 3; 3; 3; ; 29/10; 11/4; 3; 14/5; 3; 3; 56/19; 14/5; 3; 56/19; 16/5; 56/19; 3; ; 3; ; 14/5; ; 
Macclesfield; 9/2; 17/4; 17/4; 7/2; 9/2; ; 22/5; 4; 17/4; ; 21/5; 4; 17/4; 24/5; 4; 9/2; 9/2; 4; 21/5; 9/2; 26/5; 50/13; 17/4; ; 17/4; ; 23/5; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-24 10:20:56 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 8/13; 4/7; 13/20; 4/7; ; 3/5; 8/15; 4/7; ; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 8/15; 5/9; 57/100; 5/9; 6/11; ; 6/11; ; ; ; 
Draw; 3; 3; 29/10; 3; 29/10; ; 3; 3; 3; ; 29/10; 13/5; 3; 14/5; 3; 3; 3; 14/5; 14/5; 3; 16/5; 56/19; 56/19; ; 56/19; ; ; ; 
Macclesfield; 9/2; 17/4; 17/4; 4; 9/2; ; 22/5; 4; 17/4; ; 21/5; 4; 17/4; 9/2; 4; 9/2; 50/11; 4; 21/5; 50/11; 26/5; 50/13; 43/10; ; 43/10; ; ; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2017-04-24 14:21:04 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Dover; 4/7; 4/7; 4/7; 8/13; 4/7; 8/15; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 8/15; 5/9; 3/5; 5/9; 6/11; ; 6/11; ; 4/7; ; 
Draw; 3; 3; 29/10; 3; 29/10; 11/4; 3; 3; 3; 29/10; 29/10; 13/5; 3; 14/5; 3; 3; 3; 14/5; 3; 3; 16/5; 56/19; 3; ; 3; ; 3; ; 
