META; english/non-league/national-league/bromley-v-guiseley; 2017-04-17 22:21:34 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 11/10; 6/5; ; ; 6/5; ; 23/20; ; 11/10; ; ; ; 23/20; ; ; 6/5; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; 
Guiseley; 9/4; 2; ; ; 21/10; ; 9/4; ; 23/10; ; ; ; 21/10; ; ; 2; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; ; ; 23/10; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2017-04-18 02:21:09 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 11/10; 6/5; ; ; 6/5; ; 6/5; ; 11/10; ; ; ; 23/20; ; ; 6/5; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; 
Guiseley; 9/4; 2; ; ; 21/10; ; 85/40; ; 11/5; ; ; ; 21/10; ; ; 2; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; ; ; 23/10; ; 5/2; ; 5/2; ; ; ; 5/2; ; ; 5/2; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2017-04-18 06:21:06 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 11/10; 6/5; ; ; 23/20; ; 23/20; 11/10; 11/10; ; ; 23/20; 23/20; ; ; 15/13; 21/20; ; 21/20; 21/20; ; ; 15/14; ; 15/14; ; ; ; 
Guiseley; 9/4; 2; ; ; 11/5; ; 9/4; 21/10; 11/5; ; ; 21/10; 21/10; ; ; 11/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
Draw; 5/2; 12/5; ; ; 23/10; ; 5/2; 23/10; 5/2; ; ; 21/10; 5/2; ; ; 5/2; 12/5; ; 12/5; 12/5; ; ; 27/11; ; 27/11; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2017-04-18 10:21:10 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 11/10; 6/5; ; 5/4; 23/20; ; 23/20; 11/10; 11/10; ; ; 23/20; 23/20; ; ; 15/13; 11/10; ; 21/20; 11/10; ; ; 13/12; ; 13/12; ; ; ; 
Guiseley; 9/4; 2; ; 8/5; 11/5; ; 9/4; 21/10; 11/5; ; ; 21/10; 21/10; ; ; 11/5; 11/5; ; 9/4; 11/5; ; ; 9/4; ; 9/4; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; 23/10; ; 5/2; 23/10; 5/2; ; ; 21/10; 5/2; ; ; 5/2; 12/5; ; 23/10; 12/5; ; ; 40/17; ; 40/17; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2017-04-18 14:21:15 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 19/20; 6/5; 1; 11/10; 11/10; ; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 1; ; 21/20; 11/10; 21/20; 19/20; 21/20; 21/20; 23/20; ; 13/12; ; 13/12; ; ; ; 
Draw; 13/5; 12/5; 47/20; 12/5; 23/10; ; 5/2; 23/10; 5/2; 5/2; 9/4; 11/5; 49/20; ; 5/2; 5/2; 12/5; 23/10; 23/10; 12/5; 13/5; ; 40/17; ; 40/17; ; ; ; 
Guiseley; 13/5; 2; 5/2; 15/8; 23/10; ; 5/2; 21/10; 12/5; 5/2; 9/4; 23/10; 49/20; ; 12/5; 23/10; 23/10; 12/5; 9/4; 23/10; 127/50; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-guiseley; 2017-04-18 18:21:15 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Bromley; 21/20; 6/5; 21/20; 21/20; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; ; 21/20; 11/10; 21/20; 19/20; 21/20; 21/20; 23/20; ; 13/12; ; 13/12; ; ; 21/20; 
Guiseley; 23/10; 2; 47/20; 5/2; 23/10; 11/5; 5/2; 21/10; 23/10; 23/10; 23/10; 9/4; 23/10; ; 12/5; 23/10; 9/4; 12/5; 9/4; 9/4; 62/25; ; 9/4; ; 9/4; ; ; 23/10; 
