META; english/non-league/national-league/tranmere-v-southport; 2017-04-17 22:21:52 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Tranmere; 1/5; 1/5; ; ; 2/11; ; 2/11; ; 1/5; ; ; ; 1/5; ; ; 2/11; 3/19; ; ; 3/19; ; ; ; ; ; ; ; ; 
Draw; 11/2; 5; ; ; 5; ; 11/2; ; 21/4; ; ; ; 5; ; ; 11/2; 91/17; ; ; 91/17; ; ; ; ; ; ; ; ; 
Southport; 12; 12; ; ; 14; ; 17; ; 11; ; ; ; 12; ; ; 14; 53/4; ; ; 53/4; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-southport; 2017-04-18 02:21:27 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Tranmere; 1/5; 1/5; ; ; 2/11; ; 2/11; ; 1/5; ; ; ; 1/5; ; ; 2/11; 3/19; ; ; 3/19; ; ; ; ; ; ; ; ; 
Draw; 11/2; 5; ; ; 5; ; 11/2; ; 21/4; ; ; ; 5; ; ; 11/2; 91/17; ; ; 91/17; ; ; ; ; ; ; ; ; 
Southport; 12; 12; ; ; 14; ; 16; ; 11; ; ; ; 12; ; ; 14; 53/4; ; ; 53/4; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-southport; 2017-04-18 06:21:23 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Tranmere; 1/5; 1/5; ; 2/7; 2/11; ; 2/11; ; 1/5; ; ; ; 1/5; ; ; 2/11; 3/19; ; 2/11; 3/19; ; ; 2/11; ; 2/11; ; ; ; 
Draw; 11/2; 5; ; 7/2; 5; ; 11/2; ; 21/4; ; ; ; 5; ; ; 11/2; 91/17; ; 5; 91/17; ; ; 51/10; ; 51/10; ; ; ; 
Southport; 12; 12; ; 7; 14; ; 17; ; 11; ; ; ; 12; ; ; 14; 53/4; ; 23/2; 53/4; ; ; 23/2; ; 23/2; ; ; ; 
META; english/non-league/national-league/tranmere-v-southport; 2017-04-18 10:21:27 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Tranmere; 1/5; 1/5; ; 2/7; 2/11; ; 2/11; ; 1/5; ; ; 2/11; 1/5; ; ; 1/5; 2/11; ; 1/5; 2/11; ; ; 1/5; ; 1/5; ; ; ; 
Draw; 11/2; 5; ; 7/2; 5; ; 11/2; ; 21/4; ; ; 9/2; 5; ; ; 11/2; 67/13; ; 26/5; 67/13; ; ; 21/4; ; 21/4; ; ; ; 
Southport; 12; 12; ; 7; 14; ; 16; ; 11; ; ; 12; 12; ; ; 12; 47/4; ; 10; 47/4; ; ; 10; ; 10; ; ; ; 
META; english/non-league/national-league/tranmere-v-southport; 2017-04-18 14:21:32 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Tranmere; 1/5; 1/5; 1/5; 2/7; 2/11; ; 2/11; 1/7; 1/5; ; 2/11; 2/11; 1/5; ; 1/5; 2/11; 2/11; 3/16; 1/5; 2/11; 11/50; ; 1/5; ; 1/5; ; ; ; 
Draw; 11/2; 5; 19/4; 7/2; 5; ; 11/2; 11/2; 21/4; ; 5; 9/2; 5; ; 11/2; 11/2; 67/13; 9/2; 26/5; 67/13; 6; ; 21/4; ; 21/4; ; ; ; 
