META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 12:00:25 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 17/35; 1/2; ; ; 1/2; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 9/2; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 18:23:30 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 8/15; 8/15; 1/2; 1/2; 12/25; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 1/2; 10/21; 1/2; 1/2; 53/100; 17/35; 1/2; ; ; 8/15; 1/2; 
Draw; 10/3; 3; 31/10; 14/5; 10/3; 3; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 16/5; 13/4; 3; 3; 13/4; 7/2; 13/4; 3; ; ; 3; 3; 
Woking; 5; 9/2; 19/4; 9/2; 5; 17/4; 5; 5; 19/4; 5; 9/2; 4; 19/4; 9/2; 9/2; 5; 49/10; 9/2; 23/5; 49/10; 57/10; 41/10; 19/4; ; ; 24/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-09 22:21:46 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 16/5; 16/5; 10/3; 33/10; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 24/5; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 4; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 02:22:50 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; ; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; ; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; ; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 06:21:25 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 1/2; 8/15; 1/2; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 3; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 16/5; 10/3; 10/3; 16/5; 10/3; 33/10; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 10:22:00 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 1/2; 1/2; 8/15; 8/15; 8/15; 12/25; 1/2; 4/9; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; 17/35; 10/21; 1/2; 17/35; 53/100; 1/2; 1/2; ; ; 8/15; 4/9; 
Draw; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 10/3; 16/5; 10/3; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 10/3; 33/10; 3; 3; 33/10; 7/2; 57/17; 3; ; ; 10/3; 3; 
Woking; 5; 9/2; 9/2; 4; 9/2; 4; 5; 9/2; 9/2; 9/2; 9/2; 4; 19/4; 9/2; 9/2; 5; 19/4; 9/2; 23/5; 19/4; 57/10; 75/19; 19/4; ; ; 23/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 14:21:59 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 1/2; 12/25; 9/20; 4/9; 1/2; 10/21; 1/2; 4/9; 9/20; 1/2; 1/2; 4/9; 5/12; 10/21; 1/2; 5/12; 53/100; 5/11; 1/2; ; ; 4/9; 4/9; 
Draw; 7/2; 7/2; 16/5; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 17/5; 10/3; 7/2; 62/17; 3; 3; 62/17; 7/2; 38/11; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 5; 4; 11/2; 5; 5; 5; 5; 9/2; 21/4; 5; 19/4; 5; 11/2; 9/2; 23/5; 11/2; 57/10; 22/5; 19/4; ; ; 26/5; 24/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 18:22:15 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 1/2; 12/25; 9/20; 4/9; 1/2; 10/21; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 5/12; 10/21; 1/2; 5/12; 53/100; 17/35; 1/2; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 10/3; 7/2; 3; 7/2; 10/3; 7/2; 7/2; 10/3; 3; 7/2; 7/2; 10/3; 7/2; 18/5; 3; 3; 62/17; 7/2; 17/5; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 5; 4; 6; 5; 5; 11/2; 11/2; 5; 21/4; 11/2; 19/4; 11/2; 11/2; 9/2; 23/5; 11/2; 57/10; 24/5; 19/4; ; ; 26/5; 23/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-10 22:22:05 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 1/2; 4/9; 7/17; 10/21; 1/2; 7/17; 53/100; 17/35; 1/2; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 7/2; 10/3; 7/2; 62/17; 3; 3; 62/17; 7/2; 17/5; 3; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 11/2; 4; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 19/4; 11/2; 28/5; 9/2; 23/5; 28/5; 57/10; 24/5; 19/4; ; ; 11/2; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 02:23:51 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 10/21; 4/9; 2/5; 53/100; 17/35; 5/11; ; ; 4/9; 2/5; 
Draw; 7/2; 10/3; 10/3; 10/3; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 7/2; 15/4; 7/2; 37/10; 3; 7/2; 37/10; 7/2; 17/5; 7/2; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 11/2; 4; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 5; 11/2; 96/17; 9/2; 23/5; 96/17; 57/10; 24/5; 19/4; ; ; 28/5; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 06:22:00 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 2/5; 10/21; 4/9; 2/5; 53/100; 17/35; 5/11; ; ; 4/9; 2/5; 
Draw; 7/2; 7/2; 10/3; 17/5; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 10/3; 3; 10/3; 18/5; 15/4; 7/2; 37/10; 3; 7/2; 37/10; 7/2; 17/5; 7/2; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 11/2; 4; 11/2; 5; 21/4; 11/2; 11/2; 5; 11/2; 11/2; 5; 11/2; 96/17; 9/2; 23/5; 96/17; 57/10; 24/5; 19/4; ; ; 28/5; 9/2; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 10:23:31 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 4/9; 40/85; 1/2; 1/2; 12/25; 9/20; 4/9; 4/9; 4/9; 1/2; 4/9; 21/50; 4/9; 1/2; 4/9; 7/17; 4/9; 4/9; 5/12; 53/100; 17/35; 7/15; ; ; 4/9; 4/9; 
Draw; 7/2; 7/2; 16/5; 17/5; 7/2; 3; 18/5; 10/3; 7/2; 7/2; 13/4; 3; 7/2; 18/5; 10/3; 7/2; 37/10; 31/10; 3; 62/17; 7/2; 17/5; 16/5; ; ; 7/2; 3; 
Woking; 11/2; 5; 5; 5; 5; 4; 21/4; 5; 21/4; 11/2; 24/5; 5; 11/2; 11/2; 19/4; 5; 11/2; 19/4; 5; 27/5; 57/10; 24/5; 5; ; ; 11/2; 24/5; 
META; english/non-league/national-league/lincoln-v-woking; 2017-02-11 14:28:31 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Lincoln; 9/20; 1/2; 40/85; 1/2; 1/2; 4/9; 9/20; 4/9; 1/2; 1/2; 1/2; 4/9; 9/20; 1/2; 1/2; 1/2; 3/7; 4/9; 4/9; 3/7; 13/25; 1/2; 7/15; ; ; 1/2; 4/9; 
