META; english/non-league/national-league/chester-v-tranmere; 2017-02-26 14:25:18 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-26 18:23:02 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 7/5; ; ; ; 6/4; ; 6/4; ; ; 7/5; ; ; 6/4; ; ; 16/11; 23/17; ; 7/5; 23/17; ; ; 16/11; ; ; ; ; 
Chester; 9/5; ; ; ; 7/4; ; 7/4; ; ; 17/10; ; ; 33/20; ; ; 7/4; 28/17; ; 13/8; 28/17; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; 12/5; ; ; 47/20; ; ; 12/5; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-26 22:24:40 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; ; ; 7/5; ; 11/8; ; ; 13/10; ; ; 13/10; ; ; 13/10; 23/17; ; 7/5; 23/17; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; ; ; 19/10; ; 19/10; ; ; 19/10; ; ; 39/20; ; ; 15/8; 9/5; ; 13/8; 9/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; ; 47/20; ; ; 12/5; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 02:21:58 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; ; ; 7/5; ; 13/10; ; ; 13/10; ; 6/5; 13/10; ; ; 5/4; 6/5; ; 7/5; 6/5; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; ; ; 19/10; ; 2; ; ; 19/10; ; 19/10; 39/20; ; ; 2; 37/19; ; 13/8; 37/19; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; 9/4; 47/20; ; ; 12/5; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 06:21:50 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; ; ; 7/5; ; 13/10; ; ; 13/10; ; 6/5; 13/10; ; ; 5/4; 6/5; ; 7/5; 6/5; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; ; ; 19/10; ; 2; ; ; 19/10; ; 19/10; 39/20; ; ; 2; 37/19; ; 13/8; 37/19; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; 9/4; 47/20; ; ; 12/5; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 10:22:23 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; ; ; 7/5; ; 11/8; ; ; 13/10; ; 6/5; 13/10; ; ; 13/10; 13/10; ; 7/5; 13/10; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; ; ; 19/10; ; 19/10; ; ; 19/10; ; 19/10; 39/20; ; ; 15/8; 9/5; ; 13/8; 9/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; ; ; 23/10; ; 12/5; ; ; 12/5; ; 9/4; 47/20; ; ; 12/5; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 14:23:54 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 13/10; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 2; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 15/8; 9/5; 19/10; 13/8; 9/5; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 18:24:18 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 11/8; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; ; ; 16/11; ; ; ; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 19/10; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 15/8; 24/13; 19/10; 13/8; 24/13; ; ; 28/17; ; ; ; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-27 22:22:19 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 11/8; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; ; ; 16/11; ; ; 5/6; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 19/10; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 15/8; 24/13; 19/10; 13/8; 24/13; ; ; 28/17; ; ; 6/5; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; 15/8; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 02:21:54 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 11/8; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; ; ; 16/11; ; ; 20/21; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 19/10; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 15/8; 24/13; 19/10; 13/8; 24/13; ; ; 28/17; ; ; 6/5; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; 15/8; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 06:22:03 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 11/8; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 13/10; 13/10; 6/5; 7/5; 13/10; ; ; 16/11; ; ; 1; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 19/10; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 15/8; 24/13; 19/10; 13/8; 24/13; ; ; 28/17; ; ; 7/5; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; 15/8; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 10:22:26 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 7/5; ; 11/8; ; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 5/4; 6/5; 6/5; 7/5; 6/5; ; ; 16/11; ; ; 20/21; ; 
Chester; 21/10; ; 39/20; ; 19/10; ; 19/10; ; 2; 19/10; 19/10; 19/10; 39/20; ; ; 2; 2; 19/10; 13/8; 2; ; ; 28/17; ; ; 6/4; ; 
Draw; 12/5; ; 23/10; ; 23/10; ; 12/5; ; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; 9/5; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 14:23:44 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 5/4; 6/5; 6/5; 6/5; 6/5; ; ; 6/5; ; ; 5/6; ; 
Chester; 21/10; ; 39/20; ; 21/10; ; 2; 15/8; 2; 19/10; 19/10; 19/10; 39/20; ; ; 2; 2; 19/10; 2; 2; ; ; 2; ; ; 17/10; ; 
Draw; 12/5; ; 23/10; ; 12/5; ; 12/5; 9/4; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; ; ; 23/10; ; ; 2; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 18:24:31 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 5/4; ; 5/4; ; 5/4; 11/10; 5/4; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; ; ; 5/4; 6/5; 6/5; 6/5; 6/5; 13/10; ; 6/5; ; ; 5/6; ; 
Chester; 21/10; ; 39/20; ; 2; 2; 2; 15/8; 2; 19/10; 19/10; 19/10; 39/20; ; ; 2; 2; 19/10; 2; 2; 57/25; ; 2; ; ; 13/8; ; 
Draw; 12/5; ; 23/10; ; 5/2; 11/5; 5/2; 9/4; 12/5; 12/5; 23/10; 9/4; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; 5/2; ; 23/10; ; ; 19/10; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-02-28 22:25:48 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 11/10; ; 23/20; ; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 23/20; 23/20; ; ; 15/13; 15/13; 6/5; 6/5; 15/13; 34/25; ; 6/5; ; ; 5/6; ; 
Chester; 12/5; ; 43/20; ; 11/5; 2; 85/40; 2; 9/4; 21/10; 21/10; 19/10; 11/5; ; ; 11/5; 11/5; 19/10; 2; 11/5; 43/20; ; 2; ; ; 13/8; ; 
Draw; 12/5; ; 47/20; ; 12/5; 11/5; 5/2; 23/10; 12/5; 5/2; 23/10; 23/10; 47/20; ; ; 12/5; 23/10; 11/5; 23/10; 23/10; 5/2; ; 23/10; ; ; 7/4; ; 
META; english/non-league/national-league/chester-v-tranmere; 2017-03-01 02:21:24 GMT+2; 2017-03-03 19:45; Nothing; Xlenovo
Tranmere; 11/10; ; 23/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 23/20; 23/20; ; ; 15/13; 15/13; 6/5; 6/5; 15/13; 34/25; ; 6/5; ; ; 5/6; ; 
