META; english/non-league/national-league/bromley-v-chester; 2017-03-19 18:26:10 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Bromley; 6/5; ; ; ; ; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 11/5; ; ; ; ; ; 11/5; ; 11/5; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-chester; 2017-03-19 22:23:44 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Bromley; 6/5; ; 6/5; ; ; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 11/5; ; 43/20; ; ; ; 11/5; ; 11/5; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; 9/4; ; ; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-chester; 2017-03-20 02:23:48 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Bromley; 6/5; ; 6/5; ; ; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 11/5; ; 43/20; ; ; ; 11/5; ; 11/5; ; 21/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; 9/4; ; ; ; 12/5; ; 12/5; ; 9/4; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-chester; 2017-03-20 06:20:30 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Bromley; 6/5; ; 6/5; ; 5/4; ; 6/5; ; 6/5; ; 23/20; 23/20; ; ; ; 6/5; ; ; 6/5; ; ; ; 6/5; ; 6/5; ; ; ; 
Chester; 11/5; ; 43/20; ; 11/5; ; 11/5; ; 11/5; ; 21/10; 21/10; ; ; ; 11/5; ; ; 21/10; ; ; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; ; 9/4; ; 23/10; ; 12/5; ; 12/5; ; 9/4; 11/5; ; ; ; 23/10; ; ; 9/4; ; ; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-chester; 2017-03-20 10:21:07 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
