META; english/non-league/national-league/woking-v-york; 2017-04-17 22:21:54 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
York; 11/10; 1; ; ; 21/20; ; 11/10; ; 11/10; ; ; ; 21/20; ; ; 11/10; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; ; 12/5; ; ; ; 12/5; ; ; 12/5; 40/17; ; ; 40/17; ; ; ; ; ; ; ; ; 
Woking; 12/5; 5/2; ; ; 12/5; ; 5/2; ; 12/5; ; ; ; 12/5; ; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-york; 2017-04-18 02:21:29 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
York; 11/10; 1; ; ; 21/20; ; 11/10; ; 11/10; ; ; ; 21/20; ; ; 11/10; 21/20; ; ; 21/20; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 23/10; ; 5/2; ; 12/5; ; ; ; 12/5; ; ; 5/2; 23/10; ; ; 23/10; ; ; ; ; ; ; ; ; 
Woking; 12/5; 5/2; ; ; 12/5; ; 12/5; ; 12/5; ; ; ; 12/5; ; ; 23/10; 40/17; ; ; 40/17; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-york; 2017-04-18 06:21:25 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
York; 11/10; 1; ; ; 21/20; ; 21/20; 1; 11/10; ; ; 1; 21/20; ; ; 11/10; 21/20; ; 1; 21/20; ; ; 42/41; ; 42/41; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; 23/10; 12/5; ; ; 12/5; 12/5; ; ; 12/5; 23/10; ; 23/10; 23/10; ; ; 40/17; ; 40/17; ; ; ; 
Woking; 12/5; 5/2; ; ; 12/5; ; 13/5; 12/5; 12/5; ; ; 11/5; 12/5; ; ; 12/5; 40/17; ; 23/10; 40/17; ; ; 40/17; ; 40/17; ; ; ; 
META; english/non-league/national-league/woking-v-york; 2017-04-18 10:21:30 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
