META; english/non-league/national-league/macclesfield-v-aldershot; 2017-03-19 18:26:24 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Macclesfield; 11/10; ; ; ; ; ; 11/10; ; 11/10; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 9/4; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 5/2; ; ; ; ; ; 13/5; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-aldershot; 2017-03-19 22:23:54 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Macclesfield; 11/10; ; 21/20; ; ; ; 11/10; ; 11/10; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; 9/4; ; ; ; 9/4; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 5/2; ; 12/5; ; ; ; 13/5; ; 5/2; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-aldershot; 2017-03-20 02:23:59 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Macclesfield; 11/10; ; 21/20; ; ; ; 11/10; ; 11/10; ; 21/20; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; 9/4; ; ; ; 9/4; ; 23/10; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 5/2; ; 12/5; ; ; ; 13/5; ; 5/2; ; 12/5; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-aldershot; 2017-03-20 06:20:38 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Macclesfield; 11/10; ; 21/20; ; 11/10; ; 11/10; ; 11/10; ; 21/20; 1; ; ; ; 11/10; ; ; 11/10; ; ; ; 11/10; ; 11/10; ; ; ; 
Draw; 9/4; ; 9/4; ; 23/10; ; 23/10; ; 23/10; ; 9/4; 11/5; ; ; ; 23/10; ; ; 9/4; ; ; ; 9/4; ; 9/4; ; ; ; 
Aldershot; 5/2; ; 12/5; ; 5/2; ; 13/5; ; 5/2; ; 12/5; 23/10; ; ; ; 5/2; ; ; 23/10; ; ; ; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/macclesfield-v-aldershot; 2017-03-20 10:21:16 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
