META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-17 22:21:50 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 1; 4/5; ; ; 10/11; ; 37/40; ; 1; ; ; ; 19/20; ; ; 10/11; 19/20; ; ; 19/20; ; ; ; ; ; ; ; ; 
Draw; 9/4; 12/5; ; ; 12/5; ; 12/5; ; 9/4; ; ; ; 9/4; ; ; 12/5; 9/4; ; ; 9/4; ; ; ; ; ; ; ; ; 
Chester; 29/10; 10/3; ; ; 14/5; ; 31/10; ; 14/5; ; ; ; 29/10; ; ; 29/10; 14/5; ; ; 14/5; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 02:21:24 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 1; 4/5; ; ; 19/20; ; 19/20; ; 1; ; ; ; 19/20; ; ; 10/11; 19/20; ; ; 19/20; ; ; ; ; ; ; ; ; 
Draw; 9/4; 12/5; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 9/4; ; ; 12/5; 11/5; ; ; 11/5; ; ; ; ; ; ; ; ; 
Chester; 29/10; 10/3; ; ; 14/5; ; 3; ; 14/5; ; ; ; 29/10; ; ; 29/10; 14/5; ; ; 14/5; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 06:21:21 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 1; 4/5; ; ; 19/20; ; 37/40; ; 1; ; ; 10/11; 19/20; ; ; 10/11; 19/20; ; 10/11; 19/20; ; ; 11/12; ; 11/12; ; ; ; 
Draw; 9/4; 12/5; ; ; 23/10; ; 12/5; ; 9/4; ; ; 23/10; 9/4; ; ; 12/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
Chester; 29/10; 10/3; ; ; 14/5; ; 31/10; ; 14/5; ; ; 13/5; 29/10; ; ; 29/10; 14/5; ; 14/5; 14/5; ; ; 56/19; ; 56/19; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 10:21:25 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 1; 4/5; ; 10/11; 19/20; ; 19/20; 5/6; 1; ; ; 10/11; 19/20; ; ; 10/11; 19/20; ; 10/11; 19/20; ; ; 15/16; ; 15/16; ; ; ; 
Draw; 9/4; 12/5; ; 12/5; 23/10; ; 12/5; 23/10; 23/10; ; ; 23/10; 9/4; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; 23/10; ; ; ; 
Chester; 29/10; 10/3; ; 23/10; 14/5; ; 3; 11/4; 14/5; ; ; 13/5; 29/10; ; ; 29/10; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 14:21:30 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 4/5; 4/5; 4/5; 10/11; 17/20; ; 5/6; 5/6; 5/6; 17/20; 5/6; 4/5; 5/6; ; ; 11/13; 13/15; 11/13; 10/11; 13/15; 93/100; ; 15/16; ; 15/16; ; ; ; 
Draw; 12/5; 12/5; 5/2; 12/5; 12/5; ; 13/5; 23/10; 13/5; 13/5; 5/2; 12/5; 51/20; ; ; 5/2; 40/17; 11/5; 23/10; 40/17; 139/50; ; 23/10; ; 23/10; ; ; ; 
Chester; 18/5; 10/3; 16/5; 23/10; 3; ; 33/10; 11/4; 3; 3; 29/10; 14/5; 3; ; ; 31/10; 3; 29/10; 11/4; 3; 31/10; ; 11/4; ; 11/4; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 18:21:29 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 8/13; 4/5; 13/20; 3/4; 4/6; 13/20; 4/6; 4/6; 4/6; 7/10; 4/6; 4/6; 4/6; ; 8/11; 7/10; 11/17; 7/10; 4/6; 11/17; 81/100; ; 13/19; ; 13/19; ; ; 4/7; 
Draw; 13/5; 12/5; 27/10; 11/4; 13/5; 12/5; 14/5; 13/5; 14/5; 14/5; 13/5; 5/2; 53/20; ; 11/4; 27/10; 45/17; 23/10; 12/5; 45/17; 16/5; ; 27/11; ; 27/11; ; ; 23/10; 
Chester; 19/4; 10/3; 19/5; 7/2; 4; 18/5; 4; 7/2; 19/5; 15/4; 18/5; 10/3; 4; ; 7/2; 15/4; 50/13; 18/5; 7/2; 50/13; 13/4; ; 39/10; ; 39/10; ; ; 7/2; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-18 22:21:23 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
Sutton Utd; 8/13; 4/6; 4/6; 3/4; 4/6; 13/20; 4/6; 4/6; 4/6; 7/10; 4/6; 4/6; 4/6; 13/20; 8/11; 4/6; 11/17; 7/10; 4/6; 11/17; 73/100; ; 13/19; ; 13/19; ; ; 4/7; 
Draw; 13/5; 14/5; 27/10; 11/4; 13/5; 12/5; 14/5; 13/5; 14/5; 14/5; 13/5; 5/2; 53/20; 5/2; 11/4; 11/4; 45/17; 23/10; 12/5; 45/17; 16/5; ; 27/11; ; 27/11; ; ; 23/10; 
Chester; 19/4; 18/5; 19/5; 7/2; 4; 18/5; 4; 7/2; 19/5; 15/4; 18/5; 10/3; 4; 18/5; 7/2; 4; 50/13; 18/5; 7/2; 50/13; 15/4; ; 39/10; ; 39/10; ; ; 7/2; 
META; english/non-league/national-league/sutton-utd-v-chester; 2017-04-19 02:21:16 GMT+3; 2017-04-22 15:00; Nothing; Xlenovo
