META; english/non-league/national-league/macclesfield-v-maidstone; 2017-03-05 02:24:02 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Maidstone; 10/3; 7/2; 31/10; ; 18/5; ; 15/4; ; 7/2; ; 7/2; 16/5; 7/2; ; ; 7/2; 33/10; 16/5; 3; 33/10; 15/4; ; 13/4; ; 13/4; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-09 14:22:17 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; ; 4/5; ; 3/4; 8/11; 4/5; ; 8/13; 8/11; 10/13; ; ; 8/11; 4/5; 13/18; 8/11; 4/5; 10/11; ; 10/13; ; 10/13; ; ; ; 
Draw; 5/2; 13/5; 13/5; ; 13/5; ; 13/5; 5/2; 5/2; ; 5/2; 12/5; 49/20; ; ; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; 5/2; ; 5/2; ; ; ; 
Maidstone; 10/3; 7/2; 31/10; ; 18/5; ; 15/4; 7/2; 7/2; ; 7/2; 16/5; 7/2; ; ; 7/2; 57/17; 16/5; 3; 57/17; 17/5; ; 13/4; ; 13/4; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-09 18:25:05 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 8/11; 3/4; ; 4/5; ; 8/11; 8/11; 8/11; 4/5; 8/13; 7/10; 3/4; ; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 10/11; ; 10/13; ; 10/13; ; ; ; 
Draw; 5/2; 13/5; 13/5; ; 13/5; ; 11/4; 5/2; 13/5; 13/5; 5/2; 12/5; 27/10; ; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; ; 5/2; ; 5/2; ; ; ; 
Maidstone; 4; 7/2; 17/5; ; 18/5; ; 15/4; 7/2; 10/3; 16/5; 7/2; 10/3; 10/3; ; 7/2; 7/2; 38/11; 16/5; 3; 38/11; 17/5; ; 13/4; ; 13/4; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-09 22:22:19 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 8/11; 4/5; ; 4/5; ; 3/4; 4/6; 4/5; 4/5; 8/13; 3/4; 3/4; ; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 83/100; 9/11; 10/13; ; 10/13; ; ; ; 
Draw; 5/2; 13/5; 5/2; ; 13/5; ; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 27/10; ; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 27/10; 27/11; 5/2; ; 5/2; ; ; ; 
Maidstone; 4; 7/2; 31/10; ; 7/2; ; 15/4; 7/2; 10/3; 16/5; 7/2; 3; 10/3; ; 7/2; 7/2; 17/5; 31/10; 3; 17/5; 19/5; 14/5; 13/4; ; 13/4; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 02:21:10 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 4/5; ; 4/5; ; 3/4; 4/6; 4/5; 4/5; 8/13; 3/4; 3/4; ; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 17/20; 9/11; 10/13; ; 10/13; ; ; ; 
Draw; 5/2; 13/5; 5/2; ; 13/5; ; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 27/10; ; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 27/10; 27/11; 5/2; ; 5/2; ; ; ; 
Maidstone; 4; 3; 31/10; ; 7/2; ; 15/4; 7/2; 10/3; 16/5; 7/2; 3; 10/3; ; 7/2; 7/2; 17/5; 31/10; 3; 17/5; 73/20; 14/5; 13/4; ; 13/4; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 06:20:51 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 4/5; ; 4/5; ; 3/4; 4/6; 4/5; 4/5; 8/13; 3/4; 3/4; ; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 17/20; 9/11; 10/13; ; 10/13; ; ; ; 
Draw; 5/2; 13/5; 5/2; ; 13/5; ; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 27/10; ; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 27/10; 27/11; 28/11; ; 28/11; ; ; ; 
Maidstone; 4; 3; 31/10; ; 7/2; ; 18/5; 7/2; 10/3; 16/5; 7/2; 3; 10/3; ; 7/2; 7/2; 17/5; 31/10; 3; 17/5; 73/20; 14/5; 31/10; ; 31/10; ; ; ; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 10:21:28 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; 4/5; ; 4/5; ; 4/5; 8/11; 4/5; 4/5; 8/13; 3/4; 3/4; ; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 17/20; 11/13; 10/13; ; 10/13; ; ; 4/6; 
Draw; 12/5; 13/5; 5/2; ; 13/5; ; 13/5; 5/2; 13/5; 13/5; 5/2; 12/5; 27/10; ; 13/5; 13/5; 28/11; 5/2; 5/2; 28/11; 27/10; 13/5; 28/11; ; 28/11; ; ; 11/5; 
Maidstone; 18/5; 3; 3; ; 10/3; ; 7/2; 16/5; 10/3; 16/5; 7/2; 3; 10/3; ; 7/2; 7/2; 33/10; 31/10; 3; 33/10; 73/20; 37/13; 31/10; ; 31/10; ; ; 13/5; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 14:22:48 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 4/5; 4/5; 4/5; ; 4/5; 3/4; 4/5; 8/11; 4/5; 4/5; 8/13; 3/4; 3/4; ; 3/4; 4/5; 4/5; 13/18; 8/11; 4/5; 17/20; 11/13; 10/13; ; 10/13; ; ; 8/11; 
Draw; 12/5; 13/5; 5/2; ; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 12/5; 27/10; ; 13/5; 13/5; 28/11; 5/2; 5/2; 28/11; 27/10; 13/5; 28/11; ; 28/11; ; ; 11/5; 
Maidstone; 18/5; 3; 3; ; 10/3; 14/5; 17/5; 16/5; 10/3; 16/5; 7/2; 3; 10/3; ; 7/2; 10/3; 13/4; 31/10; 3; 13/4; 73/20; 37/13; 31/10; ; 31/10; ; ; 3; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 18:25:19 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 4/5; 5/6; 4/5; ; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 4/5; 5/6; ; 5/6; 4/5; 4/5; 13/18; 8/11; 4/5; 17/20; 11/13; 10/13; ; 10/13; ; ; 4/5; 
Draw; 12/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; ; 5/2; 5/2; 28/11; 5/2; 5/2; 28/11; 27/10; 45/17; 28/11; ; 28/11; ; ; 11/5; 
Maidstone; 18/5; 3; 3; ; 10/3; 14/5; 10/3; 16/5; 3; 16/5; 29/10; 14/5; 3; ; 16/5; 10/3; 13/4; 31/10; 3; 13/4; 73/20; 29/10; 31/10; ; 31/10; ; ; 14/5; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-10 22:22:50 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 4/5; 5/6; 4/5; ; 4/5; 3/4; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 13/18; 8/11; 4/5; 17/20; 16/19; 10/13; ; 10/13; ; ; 4/5; 
Draw; 12/5; 5/2; 5/2; ; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 28/11; 5/2; 5/2; 28/11; 27/10; 45/17; 28/11; ; 28/11; ; ; 11/5; 
Maidstone; 18/5; 3; 3; ; 10/3; 14/5; 10/3; 16/5; 3; 16/5; 29/10; 14/5; 3; 3; 16/5; 10/3; 13/4; 31/10; 3; 13/4; 73/20; 29/10; 31/10; ; 31/10; ; ; 14/5; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-11 10:23:02 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 3/4; 3/4; ; 4/5; 7/10; 4/5; 8/11; 4/5; 3/4; 3/4; 8/11; 10/13; 3/4; 3/4; 4/5; 14/19; 13/18; 8/11; 14/19; 17/20; 11/14; 10/13; ; 10/13; ; ; 8/11; 
Draw; 5/2; 13/5; 13/5; ; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 45/17; 5/2; 5/2; 45/17; 27/10; 45/17; 28/11; ; 28/11; ; ; 11/4; 
Maidstone; 15/4; 16/5; 16/5; ; 10/3; 3; 7/2; 16/5; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 7/2; 10/3; 17/5; 31/10; 3; 17/5; 73/20; 16/5; 31/10; ; 31/10; ; ; 10/3; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-11 14:21:52 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 3/4; 3/4; 3/4; ; 4/5; 7/10; 3/4; 8/11; 4/5; 3/4; 3/4; 8/11; 10/13; 3/4; 3/4; 8/11; 10/13; 13/18; 8/11; 10/13; 5/6; 4/5; 10/13; ; 10/13; ; ; 8/11; 
Draw; 5/2; 13/5; 13/5; ; 13/5; 12/5; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 45/17; 5/2; 5/2; 45/17; 14/5; 45/17; 28/11; ; 28/11; ; ; 27/10; 
Maidstone; 15/4; 16/5; 16/5; ; 10/3; 3; 7/2; 16/5; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 7/2; 10/3; 57/17; 31/10; 3; 57/17; 18/5; 41/13; 31/10; ; 31/10; ; ; 10/3; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-11 18:24:43 GMT+3; 2017-04-11 19:45; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 8/11; 4/5; 8/11; 4/6; 3/4; 8/11; 8/11; 3/4; 8/11; 7/10; 8/11; 7/10; 4/5; 8/11; 14/19; 13/18; 8/11; 14/19; 81/100; 3/4; 10/13; ; 10/13; ; ; 8/11; 
Draw; 13/5; 13/5; 27/10; 11/4; 11/4; 12/5; 11/4; 5/2; 14/5; 11/4; 13/5; 5/2; 27/10; 13/5; 13/5; 27/10; 45/17; 5/2; 5/2; 45/17; 73/25; 28/11; 28/11; ; 28/11; ; ; 14/5; 
Maidstone; 15/4; 16/5; 10/3; 16/5; 7/2; 16/5; 7/2; 16/5; 10/3; 10/3; 13/4; 16/5; 7/2; 10/3; 16/5; 10/3; 17/5; 31/10; 3; 17/5; 18/5; 18/5; 31/10; ; 31/10; ; ; 10/3; 
META; english/non-league/national-league/macclesfield-v-maidstone; 2017-04-11 22:22:36 GMT+3; 2017-04-11 19:45; In Play; Xlenovo
Macclesfield; 3/10; 2/7; 3/10; 3/10; 3/10; 4/15; 2/7; 2/9; ; 3/10; 1/3; ; 3/10; ; ; ; 5/18; 2/9; ; 3/10; ; ; 5/18; ; 2/7; ; ; 4/11; 
Draw; 15/4; 4; 18/5; 7/2; 4; 7/2; 19/5; 7/2; ; 15/4; 19/5; ; 15/4; ; ; ; 62/17; 15/4; ; 39/11; ; ; 19/5; ; 37/10; ; ; 7/2; 
Maidstone; 9; 10; 17/2; 8; 10; 17/2; 19/2; 11; ; 17/2; 8; ; 10; ; ; ; 37/4; 11; ; 35/4; ; ; 19/2; ; 8; ; ; 51/5; 
