META; english/non-league/national-league/dagenham-redbridge-v-bromley; 2017-02-18 14:27:07 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Bromley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/dagenham-redbridge-v-bromley; 2017-02-18 18:23:22 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Bromley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Dagenham & Redbridge; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dagenham-redbridge-v-bromley; 2017-02-18 22:23:31 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Dagenham & Redbridge; 8/13; 2/3; ; ; ; ; 13/20; ; ; ; 6/10; ; 3/5; ; ; 4/6; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; 11/4; ; 27/10; ; ; 14/5; ; ; ; ; ; ; ; ; ; 2/9; ; 
Bromley; 9/2; 10/3; ; ; ; ; 22/5; ; ; ; 21/5; ; 9/2; ; ; 4; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/dagenham-redbridge-v-bromley; 2017-02-19 02:25:20 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Dagenham & Redbridge; 8/13; 2/3; ; ; 3/5; ; 13/20; ; ; ; 6/10; 6/10; 3/5; ; ; 4/6; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; 11/4; 11/4; ; ; 14/5; ; 11/4; ; ; ; 11/4; 13/5; 27/10; ; ; 14/5; ; ; ; ; ; ; ; ; ; 5/2; ; 
Bromley; 9/2; 10/3; ; ; 5; ; 9/2; ; ; ; 21/5; 15/4; 9/2; ; ; 4; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/non-league/national-league/dagenham-redbridge-v-bromley; 2017-02-19 06:22:19 GMT+2; 2017-02-21 19:45; Nothing; Xlenovo
Dagenham & Redbridge; 8/13; 2/3; ; ; 3/5; ; 8/13; ; 8/13; ; 6/10; 6/10; 3/5; 11/20; ; 8/13; 11/18; ; 4/7; 11/18; ; ; 3/5; ; ; 1/2; ; 
Draw; 11/4; 11/4; ; ; 14/5; ; 14/5; ; 14/5; ; 11/4; 13/5; 27/10; 11/4; ; 14/5; 11/4; ; 27/10; 11/4; ; ; 27/10; ; ; 5/2; ; 
Bromley; 9/2; 10/3; ; ; 5; ; 19/4; ; 9/2; ; 21/5; 15/4; 9/2; 4; ; 9/2; 22/5; ; 21/5; 22/5; ; ; 17/4; ; ; 7/2; ; 
