META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-08 22:27:46 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 02:24:33 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 06:23:05 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 10:25:48 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 14:23:02 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; ; ; ; ; 7/10; ; ; ; ; ; 13/20; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; ; ; 27/10; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; 4; 10/3; ; ; ; ; 4; ; ; ; ; ; 4; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 18:25:44 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; 4/6; ; 4/6; ; 4/6; ; 4/6; ; ; ; 13/20; ; ; 4/6; 11/17; ; 8/13; 11/17; ; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 14/5; ; 14/5; ; 14/5; ; ; ; 27/10; ; ; 14/5; 27/10; ; 27/10; 27/10; ; ; 27/10; ; 27/10; ; ; ; 
Aldershot; 4; 10/3; 4; ; 4; ; 4; ; 4; ; ; ; 4; ; ; 4; 50/13; ; 7/2; 50/13; ; ; 15/4; ; 15/4; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-09 22:23:01 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; 4/6; ; 4/6; ; 4/6; ; 4/6; ; 4/6; ; 13/20; ; ; 4/6; 11/17; ; 8/13; 11/17; 18/25; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; ; 14/5; ; 13/5; ; 27/10; ; ; 11/4; 27/10; ; 27/10; 27/10; 57/20; ; 27/10; ; 27/10; ; ; ; 
Aldershot; 4; 10/3; 4; ; 21/5; ; 21/5; ; 4; ; 4; ; 4; ; ; 4; 50/13; ; 7/2; 50/13; 22/5; ; 15/4; ; 15/4; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-10 02:21:39 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; 13/20; ; 4/6; ; 13/20; ; 4/6; ; 4/6; ; 13/20; ; ; 4/6; 11/17; ; 8/13; 11/17; 18/25; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 14/5; ; 14/5; ; 14/5; ; 13/5; ; 27/10; ; ; 11/4; 27/10; ; 27/10; 27/10; 57/20; ; 27/10; ; 27/10; ; ; ; 
Aldershot; 4; 10/3; 19/5; ; 21/5; ; 21/5; ; 4; ; 4; ; 4; ; ; 4; 50/13; ; 7/2; 50/13; 22/5; ; 15/4; ; 15/4; ; ; ; 
META; english/non-league/national-league/tranmere-v-aldershot; 2017-04-10 06:21:17 GMT+3; 2017-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/6; 2/3; 13/20; ; 4/6; ; 13/20; ; 4/6; ; 4/6; 8/13; 13/20; ; ; 4/6; 11/17; ; 8/13; 11/17; 18/25; ; 11/17; ; 11/17; ; ; ; 
Draw; 11/4; 11/4; 13/5; ; 14/5; ; 14/5; ; 14/5; ; 13/5; 13/5; 27/10; ; ; 11/4; 27/10; ; 27/10; 27/10; 57/20; ; 27/10; ; 27/10; ; ; ; 
