META; english/non-league/national-league/tranmere-v-sutton-utd; 2017-04-01 22:52:18 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Tranmere; 8/13; 4/7; 8/13; 2/5; 4/7; ; 8/15; ; ; ; ; ; 4/7; 6/10; ; 8/15; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; 14/5; 13/5; 11/4; 11/4; ; 3; ; ; ; ; ; 59/20; 13/5; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton Utd; 4; 9/2; 9/2; 6; 11/2; ; 11/2; ; ; ; ; ; 9/2; 9/2; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-sutton-utd; 2017-04-02 02:50:27 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Tranmere; 8/13; 4/7; 8/13; 2/5; 4/7; ; 8/15; ; ; ; 4/7; ; 4/7; 6/10; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; 14/5; 13/5; 11/4; 11/4; ; 29/10; ; ; ; 13/5; ; 59/20; 13/5; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton Utd; 4; 9/2; 9/2; 6; 11/2; ; 11/2; ; ; ; 19/4; ; 9/2; 9/2; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/tranmere-v-sutton-utd; 2017-04-02 06:48:32 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Tranmere; 8/13; 4/7; 8/13; 2/5; 4/7; ; 8/15; 1/2; 4/7; ; 4/7; 8/15; 4/7; 6/10; ; 8/15; 4/7; ; 8/15; 4/7; ; ; 6/11; ; 6/11; ; ; ; 
Draw; 3; 14/5; 13/5; 11/4; 11/4; ; 29/10; 11/4; 14/5; ; 13/5; 5/2; 29/10; 13/5; ; 29/10; 37/13; ; 14/5; 37/13; ; ; 14/5; ; 14/5; ; ; ; 
Sutton Utd; 4; 9/2; 9/2; 6; 11/2; ; 11/2; 5; 19/4; ; 24/5; 9/2; 9/2; 9/2; ; 5; 79/17; ; 23/5; 79/17; ; ; 23/5; ; 23/5; ; ; ; 
META; english/non-league/national-league/tranmere-v-sutton-utd; 2017-04-02 10:50:46 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Tranmere; 8/13; 4/7; 8/13; 2/5; 4/7; ; 11/20; 1/2; 4/7; ; 4/7; 8/15; 4/7; 6/10; ; 8/15; 4/7; ; 8/15; 4/7; ; ; 6/11; ; 6/11; ; ; ; 
