META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-26 14:25:20 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Aldershot; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-26 18:23:06 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-26 22:24:42 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 02:22:00 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Aldershot; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Lincoln; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 12/5; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-lincoln; 2017-02-27 06:21:52 GMT+2; 2017-03-04 15:00; Nothing; Xlenovo
Lincoln; 8/5; ; ; ; 6/4; ; 8/5; ; ; ; ; 6/4; 8/5; ; ; 17/11; 6/4; ; 6/4; 6/4; ; ; 17/11; ; ; ; ; 
