META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-19 14:23:31 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; ; ; ; 1/2; 17/35; ; 1/2; 17/35; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; ; ; ; 3; 37/13; ; 14/5; 37/13; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; ; ; ; 11/2; 94/19; ; 26/5; 94/19; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-20 18:22:25 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; ; ; 1/2; 1/2; ; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; 59/20; ; ; 3; 29/10; ; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; 51/10; ; 26/5; 51/10; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-20 22:21:58 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; ; ; 1/2; 1/2; ; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; 59/20; ; ; 3; 29/10; ; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; 51/10; ; 26/5; 51/10; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 02:21:46 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; ; ; 1/2; 1/2; ; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; 59/20; ; ; 3; 29/10; ; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; 96/19; ; 26/5; 96/19; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 06:21:24 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; ; ; 1/2; 1/2; ; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; 59/20; ; ; 3; 29/10; ; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; 96/19; ; 26/5; 96/19; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 10:21:22 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; ; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; ; ; 1/2; 1/2; 1/2; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; ; 3; ; 3; ; 29/10; 13/5; 59/20; ; ; 3; 29/10; 11/4; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; ; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; 96/19; 19/4; 26/5; 96/19; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 14:22:39 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; ; 1/2; 4/9; 1/2; ; ; 1/2; ; 1/2; 1/2; 18/35; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 3; 11/4; 3; ; 3; ; 29/10; 14/5; 59/20; ; ; 3; ; 11/4; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; 9/2; 6; ; 5; ; 5; 5; 11/2; ; ; 11/2; ; 19/4; 26/5; 5; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 18:22:50 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 8/15; ; 8/15; ; 1/2; 1/2; 1/2; ; 8/15; ; 1/2; 1/2; 1/2; 1/2; ; 8/15; 1/2; 1/2; 1/2; 1/2; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 3; ; 29/10; ; 31/10; 11/4; 31/10; ; 3; ; 29/10; 11/4; 59/20; 29/10; ; 3; 29/10; 11/4; 14/5; 29/10; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 5; ; 5; ; 11/2; 9/2; 11/2; ; 5; ; 5; 5; 11/2; 24/5; ; 5; 96/19; 19/4; 26/5; 96/19; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-21 22:22:55 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; ; 1/2; ; 1/2; 1/2; 1/2; ; 1/2; ; 1/2; 4/9; 1/2; 4/9; ; 1/2; 17/35; 1/2; 1/2; 17/35; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 16/5; ; 29/10; ; 31/10; 11/4; 16/5; ; 3; ; 3; 3; 3; 3; ; 31/10; 56/19; 11/4; 14/5; 56/19; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; 11/2; ; 11/2; 21/4; 19/4; 26/5; 21/4; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 02:23:23 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; ; 1/2; ; 1/2; 1/2; 1/2; ; 1/2; ; 1/2; 4/9; 1/2; 4/9; ; 1/2; 17/35; 1/2; 1/2; 17/35; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 16/5; ; 29/10; ; 31/10; 11/4; 16/5; ; 3; ; 3; 3; 3; 3; ; 31/10; 56/19; 11/4; 14/5; 56/19; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; 11/2; ; 11/2; 21/4; 19/4; 26/5; 21/4; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 06:21:01 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; ; 1/2; ; 1/2; 1/2; 1/2; ; 1/2; ; 1/2; 4/9; 1/2; 4/9; ; 1/2; 17/35; 1/2; 1/2; 17/35; ; ; 1/2; ; 1/2; ; ; ; 
Draw; 16/5; ; 29/10; ; 31/10; 11/4; 16/5; ; 3; ; 3; 3; 3; 3; ; 31/10; 56/19; 11/4; 14/5; 56/19; ; ; 14/5; ; 14/5; ; ; ; 
North Ferriby Utd; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; ; 11/2; ; 11/2; 9/2; 11/2; 11/2; ; 11/2; 21/4; 19/4; 26/5; 21/4; ; ; 53/10; ; 53/10; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 10:21:58 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; ; 1/2; ; 1/2; 1/2; 9/20; ; 1/2; ; 1/2; 4/9; 1/2; 4/9; ; 1/2; 10/21; 1/2; 4/9; 10/21; ; ; 10/21; ; 10/21; ; ; ; 
Draw; 16/5; ; 29/10; ; 31/10; 11/4; 16/5; ; 3; ; 3; 3; 3; 3; ; 31/10; 58/19; 11/4; 3; 58/19; ; ; 3; ; 3; ; ; ; 
North Ferriby Utd; 11/2; ; 11/2; ; 11/2; 9/2; 6; ; 11/2; ; 11/2; 9/2; 11/2; 11/2; ; 11/2; 26/5; 19/4; 26/5; 26/5; ; ; 21/4; ; 21/4; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 14:22:04 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 4/9; 1/2; ; 1/2; 1/2; 9/20; ; 1/2; 10/21; 1/2; 4/9; 12/25; 4/9; 8/15; 4/9; 3/7; 1/2; 4/9; 3/7; 13/25; 10/21; 10/21; ; 10/21; ; ; ; 
Draw; 3; 10/3; 3; ; 31/10; 11/4; 33/10; ; 3; 3; 3; 14/5; 3; 3; 3; 16/5; 16/5; 11/4; 3; 16/5; 69/20; 58/19; 3; ; 3; ; ; ; 
North Ferriby Utd; 6; 6; 11/2; ; 11/2; 9/2; 6; ; 11/2; 6; 11/2; 5; 11/2; 5; 5; 6; 59/10; 19/4; 26/5; 59/10; 6; 23/5; 21/4; ; 21/4; ; ; ; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 18:21:31 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 9/20; 4/9; 1/2; 10/21; 1/2; 4/9; 12/25; 4/9; 1/2; 4/9; 3/7; 1/2; 4/9; 3/7; 13/25; 10/21; 10/21; ; 10/21; ; ; 4/11; 
Draw; 3; 10/3; 3; 16/5; 16/5; 11/4; 33/10; 3; 3; 3; 3; 14/5; 3; 3; 3; 16/5; 13/4; 11/4; 3; 13/4; 69/20; 58/19; 3; ; 3; ; ; 5/2; 
North Ferriby Utd; 6; 6; 11/2; 11/2; 6; 9/2; 6; 11/2; 11/2; 6; 11/2; 5; 11/2; 5; 11/2; 6; 25/4; 19/4; 26/5; 25/4; 6; 23/5; 21/4; ; 21/4; ; ; 21/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-22 22:22:34 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 9/20; 4/9; 1/2; 10/21; 1/2; 4/9; 12/25; 4/9; 1/2; 1/2; 3/7; 1/2; 4/9; 3/7; 13/25; 10/21; 10/21; ; 10/21; ; ; 4/9; 
Draw; 3; 3; 3; 16/5; 16/5; 11/4; 16/5; 3; 3; 3; 3; 14/5; 3; 3; 3; 31/10; 13/4; 11/4; 3; 13/4; 69/20; 58/19; 3; ; 3; ; ; 3; 
North Ferriby Utd; 6; 5; 11/2; 11/2; 6; 9/2; 6; 11/2; 11/2; 6; 11/2; 5; 11/2; 5; 11/2; 11/2; 25/4; 19/4; 26/5; 25/4; 6; 23/5; 21/4; ; 21/4; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 02:22:07 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 1/2; 40/85; 1/2; 9/20; 1/2; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 3/7; 1/2; 4/9; 3/7; 13/25; 10/21; 10/21; ; 10/21; ; ; 4/9; 
Draw; 16/5; 3; 3; 16/5; 16/5; 11/4; 16/5; 3; 3; 16/5; 3; 3; 16/5; 16/5; 3; 31/10; 13/4; 11/4; 3; 13/4; 69/20; 58/19; 3; ; 3; ; ; 3; 
North Ferriby Utd; 13/2; 5; 11/2; 11/2; 6; 9/2; 13/2; 11/2; 11/2; 6; 6; 11/2; 6; 11/2; 11/2; 6; 25/4; 19/4; 26/5; 25/4; 6; 23/5; 21/4; ; 21/4; ; ; 28/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 06:21:29 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 1/2; 40/85; 1/2; 9/20; 1/2; 9/20; 4/9; 4/9; 10/21; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 7/17; 1/2; 4/9; 7/17; 13/25; 10/21; 10/21; ; 10/21; ; ; 4/9; 
Draw; 16/5; 3; 3; 16/5; 16/5; 11/4; 33/10; 3; 3; 3; 3; 3; 16/5; 3; 3; 16/5; 33/10; 11/4; 3; 33/10; 69/20; 58/19; 3; ; 3; ; ; 3; 
North Ferriby Utd; 13/2; 5; 11/2; 11/2; 6; 9/2; 13/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 13/2; 19/4; 26/5; 13/2; 6; 23/5; 21/4; ; 21/4; ; ; 28/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 10:22:06 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 40/85; 1/2; 9/20; 1/2; 9/20; 4/9; 4/9; 10/21; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 7/17; 1/2; 4/9; ; 1/2; 10/21; 5/11; ; 5/11; ; ; 4/9; 
Draw; 16/5; 16/5; 3; 16/5; 16/5; 11/4; 33/10; 3; 3; 3; 3; 3; 16/5; 3; 3; 16/5; 33/10; 11/4; 3; ; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 11/2; 11/2; 11/2; 6; 9/2; 13/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 13/2; 19/4; 5; ; 31/5; 23/5; 51/10; ; 51/10; ; ; 28/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 14:24:06 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 40/85; 1/2; 9/20; 1/2; 9/20; 4/9; 4/9; 10/21; 4/9; 4/9; 9/20; 4/9; 1/2; 4/9; 2/5; 4/9; 4/9; 2/5; 1/2; 10/21; 5/11; ; 5/11; ; ; 4/9; 
Draw; 16/5; 16/5; 3; 16/5; 16/5; 11/4; 10/3; 3; 3; 3; 3; 14/5; 16/5; 3; 3; 16/5; 33/10; 29/10; 3; 33/10; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 11/2; 11/2; 11/2; 6; 9/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 6; 13/2; 21/4; 5; 13/2; 31/5; 23/5; 51/10; ; 51/10; ; ; 28/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 18:24:37 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 4/9; 1/2; 9/20; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 21/50; 4/9; 1/2; 4/9; 7/18; 4/9; 4/9; 7/18; 12/25; 10/21; 5/11; ; 5/11; ; ; 2/5; 
Draw; 16/5; 16/5; 31/10; 16/5; 16/5; 11/4; 10/3; 3; 10/3; 16/5; 16/5; 3; 16/5; 10/3; 3; 16/5; 57/17; 29/10; 3; 57/17; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 11/2; 6; 11/2; 6; 9/2; 13/2; 11/2; 6; 13/2; 6; 11/2; 13/2; 6; 11/2; 6; 27/4; 21/4; 5; 27/4; 67/10; 23/5; 51/10; ; 51/10; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-23 22:22:38 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 4/9; 1/2; 9/20; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 21/50; 4/9; 1/2; 4/9; 7/18; 4/9; 4/9; 7/18; 12/25; 10/21; 5/11; ; 5/11; ; ; 2/5; 
Draw; 16/5; 3; 31/10; 16/5; 16/5; 11/4; 10/3; 3; 10/3; 16/5; 16/5; 3; 16/5; 10/3; 3; 16/5; 57/17; 29/10; 3; 57/17; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 6; 6; 11/2; 6; 9/2; 13/2; 11/2; 6; 13/2; 6; 11/2; 13/2; 6; 11/2; 6; 27/4; 21/4; 5; 27/4; 67/10; 23/5; 51/10; ; 51/10; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 02:24:04 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 4/9; 1/2; 9/20; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 21/50; 4/9; 1/2; 4/9; 7/18; 4/9; 4/9; 7/18; 12/25; 10/21; 5/11; ; 5/11; ; ; 2/5; 
Draw; 16/5; 3; 31/10; 16/5; 16/5; 11/4; 10/3; 3; 10/3; 16/5; 16/5; 3; 16/5; 10/3; 3; 16/5; 57/17; 29/10; 3; 57/17; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 6; 6; 11/2; 6; 9/2; 13/2; 11/2; 6; 13/2; 6; 11/2; 13/2; 6; 11/2; 6; 27/4; 21/4; 5; 27/4; 67/10; 23/5; 51/10; ; 51/10; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 06:21:36 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 4/9; 1/2; 9/20; 1/2; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 21/50; 4/9; 1/2; 4/9; 2/5; 4/9; 4/9; 2/5; 12/25; 10/21; 5/11; ; 5/11; ; ; 2/5; 
Draw; 16/5; 3; 31/10; 16/5; 16/5; 11/4; 10/3; 3; 10/3; 16/5; 16/5; 14/5; 16/5; 10/3; 3; 16/5; 57/17; 29/10; 3; 57/17; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 6; 6; 11/2; 6; 9/2; 13/2; 11/2; 6; 13/2; 6; 6; 13/2; 6; 11/2; 6; 13/2; 21/4; 5; 13/2; 67/10; 23/5; 51/10; ; 51/10; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 10:22:19 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 4/9; 4/9; 4/9; 1/2; 9/20; 2/5; 4/9; 4/9; 4/9; 4/9; 4/9; 2/5; 21/50; 4/9; 1/2; 4/9; 2/5; 4/9; 4/9; 2/5; 12/25; 10/21; 5/11; ; 5/11; ; ; 2/5; 
Draw; 16/5; 3; 31/10; 16/5; 10/3; 3; 17/5; 3; 10/3; 16/5; 16/5; 14/5; 16/5; 10/3; 3; 16/5; 57/17; 29/10; 3; 57/17; 71/20; 58/19; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 13/2; 6; 6; 11/2; 6; 5; 13/2; 11/2; 6; 13/2; 6; 6; 13/2; 6; 11/2; 6; 13/2; 21/4; 5; 13/2; 67/10; 23/5; 51/10; ; 51/10; ; ; 26/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 14:22:47 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 2/5; 4/9; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 3/8; 4/9; 4/9; ; 12/25; 2/5; 5/11; ; 5/11; ; ; 4/11; 
Draw; 10/3; 3; 31/10; 16/5; 10/3; 3; 17/5; 16/5; 10/3; 10/3; 16/5; 14/5; 10/3; 17/5; 10/3; 10/3; 38/11; 29/10; 3; ; 71/20; 57/17; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 15/2; 6; 6; 13/2; 13/2; 11/2; 15/2; 6; 6; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 13/2; 7; 21/4; 5; ; 67/10; 27/5; 51/10; ; 51/10; ; ; 27/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 18:26:09 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 3/8; 4/9; 4/9; ; 12/25; 4/9; 5/11; ; 5/11; ; ; 2/5; 
Draw; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 17/5; 16/5; 10/3; 10/3; 16/5; 14/5; 10/3; 17/5; 10/3; 10/3; 38/11; 29/10; 3; ; 71/20; 33/10; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 15/2; 6; 6; 13/2; 13/2; 11/2; 15/2; 6; 6; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 7; 7; 21/4; 5; ; 67/10; 6; 51/10; ; 51/10; ; ; 33/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-24 22:24:21 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; ; 2/5; 4/9; 2/5; 3/8; 4/9; 4/9; 3/8; 12/25; 4/9; 5/11; ; 5/11; ; ; 2/5; 
Draw; 10/3; 16/5; 31/10; 16/5; 10/3; 3; 17/5; 16/5; 10/3; 16/5; 16/5; 14/5; ; 17/5; 10/3; 10/3; 38/11; 29/10; 3; 38/11; 71/20; 33/10; 13/4; ; 13/4; ; ; 3; 
North Ferriby Utd; 15/2; 6; 6; 13/2; 13/2; 11/2; 15/2; 6; 6; 13/2; 13/2; 13/2; ; 13/2; 6; 7; 7; 21/4; 5; 7; 67/10; 6; 51/10; ; 51/10; ; ; 33/5; 
META; english/non-league/national-league/sutton-utd-v-north-ferriby-utd; 2017-03-25 02:26:01 GMT+2; 2017-03-25 15:00; Nothing; Xlenovo
Sutton Utd; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 3/8; 4/9; 4/9; 3/8; 9/20; 4/9; 5/11; ; 5/11; ; ; 4/11; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 3; 17/5; 16/5; 10/3; 10/3; 16/5; 14/5; 10/3; 17/5; 10/3; 10/3; 38/11; 29/10; 3; 38/11; 18/5; 33/10; 13/4; ; 13/4; ; ; 3; 
