META; english/non-league/national-league/maidstone-v-lincoln; 2017-04-22 22:21:06 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Lincoln; 11/8; 5/4; 11/8; 1; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 5/4; 23/17; ; ; 23/17; ; ; ; ; ; ; ; ; 
Maidstone; 7/4; 7/4; 7/4; 9/4; 2; ; 15/8; ; ; ; ; ; ; ; ; 15/8; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 12/5; 12/5; 12/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; 28/11; ; ; 28/11; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-lincoln; 2017-04-23 02:20:12 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Lincoln; 11/8; 5/4; 11/8; 1; 6/5; ; 13/10; ; ; ; ; ; ; ; ; 5/4; 23/17; ; ; 23/17; ; ; ; ; ; ; ; ; 
Maidstone; 7/4; 7/4; 7/4; 9/4; 2; ; 19/10; ; ; ; ; ; ; ; ; 2; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 12/5; 12/5; 12/5; ; 13/5; ; ; ; ; ; ; ; ; 5/2; 28/11; ; ; 28/11; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-lincoln; 2017-04-23 06:20:16 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
Lincoln; 11/8; 5/4; 11/8; 1; 6/5; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; 5/4; 23/17; ; ; 23/17; ; ; ; ; ; ; 1/50; ; 
Maidstone; 7/4; 7/4; 7/4; 9/4; 2; ; 15/8; 2; ; ; ; 19/10; ; ; ; 2; 7/4; ; ; 7/4; ; ; ; ; ; ; 1/50; ; 
Draw; 13/5; 5/2; 12/5; 12/5; 12/5; ; 13/5; 12/5; ; ; ; 11/5; ; ; ; 5/2; 28/11; ; ; 28/11; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/maidstone-v-lincoln; 2017-04-23 10:20:14 GMT+3; 2017-04-25 19:45; Nothing; Xlenovo
