META; english/premier-league/huddersfield-v-newcastle; 2017-06-16 11:13:40 GMT+3; 2017-08-19 15:00; e70300-dr003
Newcastle; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Huddersfield; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/premier-league/huddersfield-v-newcastle; 2017-06-26 14:23:43 GMT+3; 2017-08-19 15:00; e70300-dr003
Newcastle; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Huddersfield; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/huddersfield-v-newcastle; 2017-06-26 14:28:40 GMT+3; 2017-08-19 15:00; e70300-dr003
Newcastle; ; 7/5; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Huddersfield; ; 7/4; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/premier-league/huddersfield-v-newcastle; 2017-07-21 16:26:03 GMT+3; 2017-08-19 15:00; e70300-dr003
Newcastle; ; 7/5; ; 11/8; ; ; 13/8; ; 8/5; ; ; ; ; ; ; ; 6/4; 8/5; 17/11; ; ; 8/5; ; ; ; ; 4/11; ; 
Huddersfield; ; 7/4; ; 7/4; ; ; 15/8; ; 17/10; ; ; ; ; ; ; ; 9/5; 17/10; 17/10; ; ; 17/10; ; ; ; ; 2/7; ; 
