META; english/premier-league/west-brom-v-leicester; 2018-02-27 18:13:41 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 8/5; 6/4; 42/25; 31/20; 8/5; 6/4; 6/4; 31/20; 13/8; 13/8; ; 8/5; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 13/8; ; 17/11; ; 7/5; ; 
West Brom; 15/8; 15/8; 9/5; 15/8; 52/25; 19/10; 19/10; 15/8; 24/13; 9/5; ; 19/10; ; 37/20; 19/10; 15/8; 24/13; 19/10; 12/7; 24/13; 19/10; ; 24/13; ; 9/5; ; 
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 21/10; 11/5; 21/10; ; 2; ; 43/20; 21/10; 21/10; 21/10; 21/10; 23/10; 11/5; 23/10; ; 28/13; ; 2; ; 
META; english/premier-league/west-brom-v-leicester; 2018-03-01 15:54:29 GMT+2; ; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 8/5; 16/11; 6/4; 8/5; 6/4; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/50; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 24/13; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 43/20; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; 
META; english/premier-league/west-brom-v-leicester; 2018-03-02 08:16:44 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 8/5; 16/11; 6/4; 8/5; 6/4; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/50; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 24/13; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 43/20; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; 
META; english/premier-league/west-brom-v-leicester; 2018-03-02 13:55:49 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 17/11; 7/5
West Brom; 15/8; 15/8; 19/10; 15/8; 101/50; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 19/10; 9/5
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 43/20; 21/10; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 2
META; english/premier-league/west-brom-v-leicester; 2018-03-03 12:15:01 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 16/11; 6/4; 8/5; 7/5; 
West Brom; 15/8; 15/8; 19/10; 15/8; 101/50; 19/10; 19/10; 9/5; 24/13; 15/8; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 24/13; 19/10; 9/5; 24/13; 2; 9/5; 
Draw; 11/5; 11/5; 21/10; 11/5; 43/20; 9/4; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 43/20; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 28/13; 21/10
META; english/premier-league/west-brom-v-leicester; 2018-03-05 20:13:43 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/100; 31/20; 8/5; 7/5; 8/5; 31/20; 6/4; 11/8; 8/5; 8/5; 6/4; 17/11; 8/5; 23/15; 8/5; 8/5; 8/5; 8/5; 7/5; 6/4; 8/5; 
West Brom; 15/8; 15/8; 15/8; 15/8; 193/100; 19/10; 15/8; 9/5; 19/10; 15/8; 15/8; 15/8; 2; 19/10; 19/10; 9/5; 24/13; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 19/10; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 117/50; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 9/4; 43/20; 21/10; 21/10; 28/13; 21/10; 23/10; 28/13; 11/5; 21/10; 11/5; 21/10; 9/4; 23/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-06 14:59:24 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 167/00; 31/20; 8/5; 7/5; 8/5; 6/4; 6/4; 11/8; 8/5; 8/5; 6/4; 17/11; 17/11; 23/15; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 
West Brom; 15/8; 15/8; 15/8; 15/8; 193/00; 19/10; 15/8; 9/5; 19/10; 15/8; 15/8; 15/8; 2; 19/10; 19/10; 9/5; 24/13; 19/10; 19/10; 19/10; 15/8; 19/10; 19/10; 2; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 117/0; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 9/4; 43/20; 21/10; 21/10; 11/5; 11/5; 23/10; 28/13; 21/10; 11/5; 21/10; 9/4; 23/10; 
META; english/premier-league/west-brom-v-leicester; 2018-03-08 10:11:19 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 31/20; 6/4; 33/20; 31/20; 8/5; 7/5; 11/7; 31/20; 6/4; 11/8; 31/20; 8/5; 6/4; 17/11; 17/11; 23/15; 17/11; 31/20; 8/5; 8/5; 6/4; 8/5; 13/8; 13/8; 
West Brom; 15/8; 15/8; 19/10; 15/8; 197/100; 19/10; 19/10; 9/5; 2; 19/10; 15/8; 15/8; 2; 19/10; 9/5; 9/5; 19/10; 19/10; 19/10; 37/19; 2; 15/8; 37/19; 19/10; 19/10; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 11/5; 11/5; 2; 23/10; 21/10; 21/10; 11/5; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 21/10; 9/4; 9/4
META; english/premier-league/west-brom-v-leicester; 2018-03-08 12:14:36 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 6/4; 6/4; 6/4; 33/20; 31/20; 8/5; 7/5; 11/7; 31/20; 6/4; 11/8; 31/20; 8/5; 6/4; 17/11; 17/11; 23/15; 17/11; 31/20; 8/5; 8/5; 6/4; 8/5; 13/8; 13/8; 
West Brom; 15/8; 15/8; 19/10; 15/8; 197/00; 19/10; 19/10; 9/5; 2; 19/10; 15/8; 15/8; 2; 19/10; 9/5; 15/8; 37/19; 19/10; 19/10; 37/19; 2; 15/8; 37/19; 19/10; 19/10; 19/10; 19/10
Draw; 11/5; 9/4; 21/10; 11/5; 58/25; 11/5; 11/5; 2; 23/10; 21/10; 21/10; 11/5; 9/4; 43/20; 11/5; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 21/10; 11/5; 21/10; 21/10; 11/5; 9/4
META; english/premier-league/west-brom-v-leicester; 2018-03-09 12:13:54 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 8/5; 6/4; 6/4; 6/4; 159/100; 13/8; 6/4; 6/4; 11/7; 6/4; 6/4; 6/4; 11/8; 31/20; 31/20; 6/4; 17/11; 17/11; 52/35; 17/11; 31/20; 6/4; 6/4; 6/4; 6/4
West Brom; 2; 15/8; 19/10; 15/8; 52/25; 2; 15/8; 2; 2; 2; 39/20; 2; 37/19; 19/10; 39/19; 37/19; 2; 19/10; 2; 2; ; ; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 57/25; 23/10; 21/10; 21/10; 23/10; 21/10; 11/5; 21/10; 9/4; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 11/5; 9/4
META; english/premier-league/west-brom-v-leicester; 2018-03-09 14:03:21 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 8/5; 6/4; 6/4; 6/4; 79/50; 13/8; 6/4; 6/4; 11/7; 6/4; 6/4; 6/4; 11/8; 31/20; 31/20; 6/4; 17/11; 17/11; 52/35; 17/11; 8/5; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4
West Brom; 2; 15/8; 19/10; 15/8; 52/25; 2; 15/8; 2; 2; 2; 39/20; 2; 37/19; 19/10; 39/19; 37/19; 2; 37/19; 19/10; 2; 2; ; ; ; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 23/10; 23/10; 21/10; 21/10; 23/10; 21/10; 11/5; 21/10; 9/4; 43/20; 9/4; 21/10; 11/5; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 9/4
META; english/premier-league/west-brom-v-leicester; 2018-03-10 12:14:23 GMT+2; 2018-03-10 15:00; e70300-dr003
Leicester; 6/4; 7/5; 29/20; 6/4; 77/50; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 6/4; 6/4; 17/11; 16/11; 22/15; 16/11; 29/20; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4
