META; english/premier-league/west-ham-v-stoke; 2018-04-03 18:14:45 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 107/100; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 1; 28/29; 21/20; 11/10; 21/20; 21/20; 20/21
Draw; 12/5; 12/5; 9/4; 64/25; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 40/17; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 2
Stoke; 11/4; 13/5; 11/4; 149/50; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 28/11; 3; 5/2; 11/4; 29/10; 11/4; 13/5; 5/2
META; english/premier-league/west-ham-v-stoke; 2018-04-04 08:14:22 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 11/10; 107/100; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 28/29; 21/20; 11/10; 21/20; 11/10; 20/21
Draw; 12/5; 12/5; 9/4; 9/4; 64/25; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 40/17; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 2
Stoke; 11/4; 13/5; 11/4; 13/5; 149/50; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 28/11; 14/5; 5/2; 11/4; 29/10; 11/4; 13/5; 5/2
META; english/premier-league/west-ham-v-stoke; 2018-04-04 18:15:29 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 11/10; 107/00; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 1; 28/29; 21/20; 11/10; 21/20; 21/20; 20/21
Draw; 12/5; 12/5; 9/4; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 40/17; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 2; 
Stoke; 11/4; 13/5; 11/4; 13/5; 149/0; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 28/11; 3; 5/2; 11/4; 29/10; 11/4; 13/5; 5/2
META; english/premier-league/west-ham-v-stoke; 2018-04-05 13:08:59 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 11/10; 107/100; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 1; 28/29; 21/20; 11/10; 21/20; 20/21
Draw; 12/5; 12/5; 9/4; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 40/17; 23/10; 9/4; 23/10; 12/5; 40/17; 21/10; 
Stoke; 11/4; 13/5; 11/4; 13/5; 149/50; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 28/11; 3; 5/2; 11/4; 29/10; 13/5; 5/2
META; english/premier-league/west-ham-v-stoke; 2018-04-06 08:14:21 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 11/10; 107/100; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 21/20; 1; 28/29; 21/20; 11/10; 21/20; 20/21
Draw; 12/5; 12/5; 9/4; 9/4; 64/25; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 12/5; 40/17; 23/10; 9/4; 23/10; 12/5; 40/17; 11/5
Stoke; 11/4; 13/5; 11/4; 13/5; 149/50; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 13/5; 3; 5/2; 11/4; 29/10; 13/5; 13/5
META; english/premier-league/west-ham-v-stoke; 2018-04-07 12:15:11 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 21/20; 21/20; 11/10; 109/100; 10/11; 11/10; 10/11; 21/20; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 28/29; 21/20; 11/10; 21/20; 20/21; 
Draw; 12/5; 12/5; 9/4; 9/4; 51/20; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 11/5; 
Stoke; 11/4; 13/5; 11/4; 13/5; 73/25; 13/5; 13/5; 13/5; 11/4; 11/4; 11/4; 14/5; 13/5; 27/10; 11/4; 13/5; 3; 5/2; 11/4; 29/10; 13/5; 13/5
META; english/premier-league/west-ham-v-stoke; 2018-04-10 08:13:31 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 21/20; 21/20; 21/20; 21/20; 107/100; 1; 21/20; 10/11; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 21/20; 21/20; 17/16; 1; 21/20; 21/20; 21/20; 1; 11/10; 
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 12/5; 23/10; 11/5; 12/5; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 27/11; 12/5; 12/5; 23/10; 9/4; 23/10; 11/5; 12/5
Stoke; 13/5; 13/5; 11/4; 11/4; 61/20; 29/10; 11/4; 13/5; 29/10; 27/10; 11/4; 14/5; 13/5; 11/4; 3; 13/5; 27/10; 29/10; 11/4; 29/10; 3; 11/4; 14/5; 11/4; 13/5; 14/5
META; english/premier-league/west-ham-v-stoke; 2018-04-11 12:50:56 GMT+3; 2018-04-16 20:00; e70300-dr003
w; 1; 1; 26/25; 1; 21/20; 10/11; 1; 1; 20/21; 21/20; 1; 1; 42/41; 1; 1; 1; 1; ; ; ; ; ; ; ; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 63/25; 12/5; 12/5; 11/5; 12/5; 9/4; 23/10; 23/10; 47/20; 23/10; 23/10; 40/17; 23/10; 27/11; 12/5; 5/2; 40/17; 12/5; 12/5; 5/2; 12/5; 5/2
Stoke; 14/5; 14/5; 14/5; 11/4; 63/20; 3; 14/5; 11/4; 29/10; 14/5; 3; 29/10; 3; 14/5; 37/13; 3; 29/10; 29/10; 31/10; 37/13; 3; 3; 3; ; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-11 16:46:07 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 1; 53/50; 1; 21/20; 10/11; 1; 1; 20/21; 21/20; 1; 1; 42/41; 1; 1; 1; 1; ; ; ; ; ; ; ; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 11/5; 12/5; 9/4; 23/10; 23/10; 47/20; 23/10; 23/10; 40/17; 23/10; 27/11; 12/5; 5/2; 40/17; 12/5; 12/5; 5/2; 12/5; 5/2
Stoke; 14/5; 14/5; 14/5; 11/4; 31/10; 3; 14/5; 11/4; 29/10; 14/5; 3; 29/10; 3; 14/5; 37/13; 3; 29/10; 29/10; 31/10; 37/13; 3; 3; 3; ; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-11 20:14:52 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 1; 53/50; 1; 21/20; 10/11; 42/41; 1; 20/21; 21/20; 1; 1; 42/41; 39/40; 1; 1; 1; 1; ; ; ; ; ; ; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 23/10; 5/2; 9/4; 23/10; 23/10; 47/20; 23/10; 23/10; 40/17; 23/10; 27/11; 27/11; 5/2; 40/17; 12/5; 12/5; 5/2; 12/5; 5/2
Stoke; 14/5; 14/5; 14/5; 11/4; 31/10; 29/10; 14/5; 13/5; 31/10; 14/5; 3; 29/10; 3; 14/5; 37/13; 3; 29/10; 3; 31/10; 37/13; 3; 14/5; 3; 3; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-12 10:42:15 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 1; 53/50; 1; 21/20; 42/41; 1; 20/21; 1; 1; 1; 42/41; 39/40; 1; 1; 20/21; 1; ; ; ; ; ; ; ; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 23/10; 23/10; 23/10; 47/20; 23/10; 23/10; 12/5; 23/10; 27/11; 27/11; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2
Stoke; 14/5; 14/5; 14/5; 11/4; 31/10; 29/10; 14/5; 11/4; 31/10; 29/10; 3; 29/10; 3; 14/5; 29/10; 3; 29/10; 3; 31/10; 56/19; 3; 14/5; 3; 3; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-13 08:13:20 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 1; 21/20; 1; 42/41; 1; 20/21; 10/11; 21/20; 1; 19/20; 1; 30/29; 39/40; 1; 1; 1; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 63/25; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 49/20; 47/20; 23/10; 12/5; 27/11; 23/10; 27/11; 27/11; 5/2; 27/11; 12/5; 12/5; 5/2
Stoke; 3; 14/5; 29/10; 11/4; 31/10; 29/10; 29/10; 11/4; 31/10; 29/10; 3; 3; 29/10; 3; 14/5; 56/19; 3; 29/10; 3; 31/10; 56/19; 3; 14/5; 3; 
META; english/premier-league/west-ham-v-stoke; 2018-04-13 16:13:22 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 19/20; 1; 51/50; 1; 42/41; 1; 1; 10/11; 1; 21/20; 1; 30/29; 39/40; 1; 1; 20/21; 20/21; 20/21; 1; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 49/20; 47/20; 12/5; 12/5; 5/2; 23/10; 27/11; 27/11; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2
Stoke; 3; 29/10; 29/10; 16/5; 16/5; 3; 29/10; 11/4; 31/10; 29/10; 3; 3; 29/10; 3; 37/13; 3; 29/10; 3; 31/10; 29/10; 3; 3; 3; ; ; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-14 12:15:12 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 1; 19/20; 1; 21/20; 1; 42/41; 1; 1; 21/20; 21/20; 1; 30/29; 39/40; 1; 1; 20/21; 1; 1; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 12/5; 63/25; 13/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 5/2; 47/20; 12/5; 12/5; 5/2; 23/10; 27/11; 27/11; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2
Stoke; 3; 29/10; 29/10; 3; 31/10; 31/10; 29/10; 11/4; 31/10; 29/10; 3; 14/5; 29/10; 3; 37/13; 3; 29/10; 3; 31/10; 29/10; 3; 3; 3; ; ; ; 
META; english/premier-league/west-ham-v-stoke; 2018-04-16 20:34:53 GMT+3; 2018-04-16 20:00; e70300-dr003
West Ham; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 20/21; 19/20; 19/20; 10/11; 19/20; 10/11; 10/11; 15/16; 10/11; 37/40; 10/11; 10/11; 10/11; 20/21; 20/21; 20/21; 
Draw; 5/2; 12/5; 5/2; 129/0; 13/5; 5/2; 13/5; 28/11; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 27/11; 12/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 
Stoke; 10/3; 16/5; 10/3; 16/5; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 10/3; 16/5; 16/5; 10/3; 7/2; 10/3; 57/17; 13/4; 16/5; 33/10; 17/5; 57/17; 7/2; 3; 10/3; 10/3; 10/3
