META; english/premier-league/crystal-palace-v-leicester; 2018-04-16 20:35:34 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Draw; 5/2; 5/2; 12/5; 5/2; 131/0; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 40/17; 5/2; 5/2; 27/11; 11/5
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 47/20; 23/10; 5/2; 12/5; 11/5; 13/5; 27/10; 27/11; 19/10
META; english/premier-league/crystal-palace-v-leicester; 2018-04-17 20:37:49 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 11/10; 21/20; 11/10; 11/10; 59/50; 1; 11/10; 1; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 21/20; 19/17; 1; 11/10; 11/10; 5/6; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 23/10; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5; 11/5; 13/5; 13/5; 27/11; 19/10
Draw; 5/2; 5/2; 12/5; 5/2; 131/0; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 27/11; 40/17; 5/2; 13/5; 27/11; 9/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-19 08:13:52 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 11/10; 21/20; 11/10; 59/50; 1; 11/10; 1; 21/20; 11/10; 21/20; 23/20; 23/20; 11/10; 21/20; 11/10; 19/17; 1; 11/10; 11/10; 8/13; ; 
Leicester; 23/10; 5/2; 12/5; 12/5; 64/25; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 13/5; 47/20; 23/10; 5/2; 12/5; 13/5; 11/5; 13/5; 13/5; 27/11; 2
Draw; 5/2; 5/2; 5/2; 131/50; 23/10; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 27/11; 13/5; 
META; english/premier-league/crystal-palace-v-leicester; 2018-04-20 10:23:20 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 20/21; 11/10; 23/20; 21/20; 1; 24/23; 1; 11/10; 1; 8/11; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 13/5; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 13/5; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 11/4; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 12/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-21 14:14:56 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 1; 21/20; 11/10; 11/10; 11/10; 23/20; 11/10; 1; 24/23; 1; 11/10; 1; 5/6; 
Draw; 5/2; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 27/11; 12/5; 40/17; 5/2; 13/5; 5/2; 23/10; ; 
Leicester; 12/5; 5/2; 5/2; 12/5; 59/20; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 12/5; 5/2; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 13/5; 13/5; 5/2
META; english/premier-league/crystal-palace-v-leicester; 2018-04-23 10:12:58 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 1; 21/20; 27/25; 21/20; 21/20; 10/11; 21/20; 1; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 24/23; 21/20; 21/20; 1; 10/11; 21/20; 11/10; ; 
Draw; 5/2; 13/5; 5/2; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 5/2; 5/2; 13/5; 27/11; 5/2; 2; 5/2; 13/5
Leicester; 12/5; 13/5; 13/5; 5/2; 71/25; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 13/5; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 13/5; 5/2; 9/4; 11/4; 11/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-24 08:13:04 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 1; 21/20; 27/25; 21/20; 21/20; 10/11; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 24/23; 21/20; 21/20; 21/20; 1; 10/11; 21/20; ; 
Draw; 5/2; 5/2; 12/5; 5/2; 53/20; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 19/10; 13/5
Leicester; 12/5; 13/5; 13/5; 5/2; 71/25; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 13/5; 11/4; 13/5; 11/4; 13/5; 28/11; 27/10; 11/4; 13/5; 14/5; 13/5; 13/5; 13/5; 11/5; 11/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-24 16:02:41 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 19/20; 1; 21/20; 21/20; 28/25; 21/20; 21/20; 10/11; 21/20; 1; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 10/9
Draw; 13/5; 5/2; 12/5; 5/2; 129/0; 13/5; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 27/10; 5/2; 5/2; 5/2; 27/11; 13/5; 5/2; 5/2; 13/5; 27/11; 12/5; 5/2; 13/5; 5/2; 13/5
Leicester; 13/5; 13/5; 5/2; 5/2; 139/0; 13/5; 13/5; 12/5; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 14/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-25 08:12:57 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 1; 21/20; 21/20; 28/25; 21/20; 11/10; 10/11; 21/20; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 11/10; 1; 24/23; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 10/9
Draw; 5/2; 5/2; 12/5; 5/2; 129/0; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 27/10; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 13/5
Leicester; 12/5; 13/5; 5/2; 5/2; 139/0; 13/5; 13/5; 12/5; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 14/5; 45/17; 13/5; 13/5; 5/2; 13/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-25 12:13:26 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 21/20; 21/20; 21/20; 57/50; 21/20; 11/10; 10/11; 21/20; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 1; 24/23; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10
Draw; 5/2; 5/2; 12/5; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5
Leicester; 12/5; 5/2; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 27/10; 11/4; 13/5; 13/5; 45/17; 5/2; 13/5; 13/5; 13/5; 13/5
META; english/premier-league/crystal-palace-v-leicester; 2018-04-26 12:13:31 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 11/10; 21/20; 21/20; 28/25; 21/20; 21/20; 10/11; 15/14; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 15/14; 24/23; 11/10; 11/10; 11/10; 21/20; 11/10; 10/9; 
Draw; 5/2; 5/2; 12/5; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 13/5; 5/2; 28/11; 13/5; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2; 
Leicester; 12/5; 12/5; 5/2; 5/2; 69/25; 13/5; 13/5; 12/5; 14/5; 5/2; 5/2; 13/5; 5/2; 13/5; 11/4; 5/2; 45/17; 27/10; 45/17; 11/4; 27/10; 45/17; 13/5; 13/5; 13/5; 5/2; 27/10
META; english/premier-league/crystal-palace-v-leicester; 2018-04-27 08:12:38 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 11/10; 21/20; 1; 21/20; 27/25; 11/10; 21/20; 1; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 24/23; 15/14; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 
Draw; 13/5; 5/2; 5/2; 5/2; 66/25; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 27/10; 5/2; 5/2; 23/10; 28/11; 28/11; 5/2; 12/5; 5/2; 13/5; 5/2; ; ; ; 
Leicester; 27/10; 5/2; 13/5; 5/2; 143/0; 14/5; 13/5; 13/5; 27/10; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 27/10; 14/5; 27/10; 45/17; 29/10; 11/4; 14/5; 27/10; 27/10; 11/4; 11/4
META; english/premier-league/crystal-palace-v-leicester; 2018-04-28 12:14:04 GMT+3; 2018-04-28 15:00; e70300-dr003
Crystal Palace; 21/20; 1; 21/20; 11/10; 27/25; 11/10; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 17/16; 42/41; 21/20; 21/20; 21/20; 21/20; 10/9; 11/10; 11/10
Draw; 13/5; 12/5; 12/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 49/20; 5/2; 12/5; 5/2; 23/10; 28/11; 28/11; 5/2; 5/2; 12/5; 5/2; 5/2; ; 
Leicester; 14/5; 13/5; 13/5; 13/5; 29/10; 14/5; 11/4; 13/5; 37/13; 13/5; 14/5; 14/5; 13/5; 27/10; 14/5; 13/5; 27/10; 14/5; 45/17; 14/5; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 
