META; english/premier-league/leicester-v-brighton; 2017-06-16 11:13:42 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 14:23:45 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-06-26 14:28:43 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Brighton; ; 7/2; ; 19/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-21 16:26:05 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; 3/4; ; 7/10; ; ; ; 4/6; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 4/6; 8/11; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; ; 45/17; ; ; ; 53/20; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 11/4; 13/5; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; ; 4; ; ; ; 9/2; ; ; ; 17/4; 4; 4; ; ; 4; ; 17/4; 15/4; ; 20/21; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-24 13:27:42 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; 3/4; 4/6; 7/10; ; ; ; 4/6; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 4/6; 8/11; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; 13/5; 45/17; ; ; ; 53/20; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 11/4; 13/5; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; 4; 4; ; ; ; 9/2; ; ; ; 17/4; 4; 4; ; ; 4; ; 17/4; 4; ; 20/21; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-27 14:43:11 GMT+3; 2017-08-19 15:00; e70300-dr003
Leicester; ; 8/11; ; 4/6; ; ; 3/4; 4/6; 7/10; ; ; ; 4/6; ; ; ; 11/17; 4/6; 5/7; ; ; 7/10; ; 4/6; 8/11; ; 4/11; ; 
Draw; ; 5/2; ; 5/2; ; ; 13/5; 13/5; 45/17; ; ; ; 53/20; ; ; ; 13/5; 13/5; 45/17; ; ; 45/17; ; 11/4; 13/5; ; 21/10; ; 
Brighton; ; 7/2; ; 19/5; ; ; 17/4; 4; 4; ; ; ; 9/2; ; ; ; 17/4; 4; 4; ; ; 4; ; 17/4; 4; ; 20/21; ; 
META; english/premier-league/leicester-v-brighton; 2017-07-31 11:58:10 GMT+3; 2017-08-19 15:00; e70300-dr003
