META; english/premier-league/everton-v-brighton; 2018-02-27 18:13:33 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 10/11; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 1; 1; ; 21/20; 1; 1; 1; 19/20; 19/20; 19/20; 1; ; 1; ; 10/11; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 23/10; 11/5; 23/10; 12/5; 21/10; 23/10; 11/5; ; 43/20; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; ; 9/4; ; 21/10; ; 
Brighton; 16/5; 3; 3; 3; 67/20; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 3; ; 3; 16/5; 3; 3; 16/5; 14/5; 3; 17/5; ; 3; ; 14/5; ; 
META; english/premier-league/everton-v-brighton; 2018-03-01 15:54:20 GMT+2; ; e70300-dr003
Everton; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 11/5; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 3; 16/5; 3; 11/4; 16/5; 14/5; 3; 17/5; 14/5; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-02 08:16:35 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 11/5; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 3; 16/5; 3; 11/4; 16/5; 14/5; 3; 17/5; 14/5; 14/5; 
META; english/premier-league/everton-v-brighton; 2018-03-02 13:55:40 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 1; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 3; ; 
META; english/premier-league/everton-v-brighton; 2018-03-03 12:14:52 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 1; 1; 21/20; 107/100; 19/20; 1; 10/11; 19/20; 1; 19/20; 1; 21/20; 21/20; 1; 19/20; 19/20; 19/20; 1; 10/11; ; ; 
Draw; 23/10; 9/4; 11/5; 21/10; 58/25; 23/10; 9/4; 23/10; 12/5; 21/10; 12/5; 21/10; 12/5; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 12/5; 23/10; 21/10
Brighton; 14/5; 3; 3; 10/3; 16/5; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 14/5; 3; 16/5; 3; 56/19; 16/5; 14/5; 3; 17/5; 3; 
META; english/premier-league/everton-v-brighton; 2018-03-05 20:13:34 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 11/10; 23/20; 23/20; 5/4; 5/4; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 113/50; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 11/5; 2; 28/13; 21/10; 11/5; 21/10
Brighton; 13/5; 13/5; 13/5; 12/5; 139/50; 11/4; 13/5; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 13/5; 13/5; 5/2; 45/17; 14/5; 45/17; 27/10; 14/5; 53/20; 27/10; 13/5; 27/10; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-06 14:59:14 GMT+2; 2018-03-10 15:00; e70300-dr003
Everton; 11/10; 23/20; 23/20; 5/4; 63/50; 23/20; 6/5; 10/11; 15/13; 23/20; 11/10; 23/20; 6/5; 6/5; 6/5; 11/10; 15/13; 15/13; 22/19; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 109/0; 21/10; 21/10; 23/10; 28/13; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 2; 28/13; 21/10; 11/5; 21/10
Brighton; 13/5; 13/5; 27/10; 12/5; 72/25; 11/4; 11/4; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 27/10; 13/5; 13/5; 27/10; 14/5; 11/4; 27/10; 53/20; 11/4; 27/10; 11/4; 14/5
META; english/premier-league/everton-v-brighton; 2018-03-08 10:11:09 GMT+2; 2018-03-10 15:00; e70300-dr003
