META; english/premier-league/arsenal-v-leicester; 2017-06-16 11:13:09 GMT+3; 2017-08-12 15:00; e70300-dr003
Arsenal; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; ; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; 4/11; 7/19; 2/5; 2/5; 7/19; 21/50; 7/17; 2/5; 2/5; 2/5; ; 1/20; ; 
Draw; 7/2; 18/5; 37/10; 7/2; 3; 7/2; 19/5; 10/3; ; 10/3; 10/3; 7/2; 15/4; 10/3; 15/4; 7/2; 19/5; 18/5; 7/2; 19/5; 41/10; 50/13; 7/2; 7/2; 7/2; ; 2; ; 
Leicester; 13/2; 11/2; 13/2; 11/2; 6; 13/2; 8; 13/2; ; 7; 7; 7; 7; 13/2; 6; 13/2; 27/4; 6; 13/2; 27/4; 77/10; 32/5; 13/2; 6; 7; ; 1/20; ; 
META; english/premier-league/arsenal-v-leicester; 2017-06-26 14:23:13 GMT+3; 2017-08-12 15:00; e70300-dr003
Arsenal; 4/11; 4/11; 2/5; 4/11; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5; 4/11; 4/11; 4/11; 4/11; 4/11; 2/5; 7/17; 7/19; 2/5; 7/19; ; 3/10; ; 
Draw; 15/4; 19/5; 37/10; 7/2; 3; 7/2; 19/5; 10/3; 17/4; 7/2; 7/2; 4; 15/4; 10/3; 15/4; 15/4; 39/10; 4; 7/2; 39/10; 21/5; 50/13; 19/5; 15/4; 50/13; ; 7/2; ; 
Leicester; 15/2; 13/2; 13/2; 13/2; 6; 13/2; 8; 13/2; 7; 6; 6; 13/2; 7; 13/2; 7; 13/2; 7; 13/2; 7; 7; 41/5; 32/5; 7; 6; 15/2; ; 32/5; ; 
META; english/premier-league/arsenal-v-leicester; 2017-06-26 14:28:09 GMT+3; 2017-08-12 15:00; e70300-dr003
Arsenal; 4/11; 4/11; 2/5; 4/11; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5; 4/11; 4/11; 4/11; 4/11; 4/11; 2/5; 7/17; 7/19; 2/5; 7/19; ; 3/10; ; 
Draw; 15/4; 19/5; 37/10; 7/2; 3; 7/2; 19/5; 10/3; 17/4; 7/2; 7/2; 4; 15/4; 10/3; 15/4; 15/4; 39/10; 4; 7/2; 39/10; 21/5; 50/13; 19/5; 15/4; 50/13; ; 7/2; ; 
Leicester; 15/2; 13/2; 13/2; 13/2; 6; 13/2; 8; 13/2; 7; 6; 6; 13/2; 7; 13/2; 7; 13/2; 7; 13/2; 7; 7; 41/5; 32/5; 7; 6; 15/2; ; 32/5; ; 
META; english/premier-league/arsenal-v-leicester; 2017-07-21 16:25:28 GMT+3; 2017-08-11 19:45; e70300-dr003
Arsenal; 4/11; 4/11; 2/5; 4/11; 2/5; 2/5; 2/5; 1/3; 7/19; 2/5; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; 4/11; 2/5; 7/18; 7/19; 2/5; 2/5; 4/11; ; 2/5; ; 4/11
