META; english/premier-league/man-utd-v-west-ham; 2017-06-16 11:13:22 GMT+3; 2017-08-12 15:00; e70300-dr003
Man Utd; 2/7; 3/10; 3/10; 2/7; 4/11; 2/7; 1/3; 3/10; ; 2/7; 2/7; 3/10; 2/7; 3/10; 1/3; 2/7; 2/7; 3/10; 1/4; 2/7; 33/100; 6/19; 1/4; 3/10; 1/4; ; 1/4; ; 
Draw; 15/4; 19/5; 17/4; 19/5; 10/3; 15/4; 21/5; 4; ; 4; 7/2; 4; 4; 4; 4; 15/4; 41/10; 18/5; 9/2; 41/10; 22/5; 21/5; 9/2; 15/4; 9/2; ; 14/5; ; 
West Ham; 12; 17/2; 10; 17/2; 15/2; 11; 11; 8; ; 8; 10; 9; 10; 8; 9; 10; 19/2; 21/2; 23/2; 19/2; 12; 89/10; 23/2; 9; 12; ; 6/5; ; 
META; english/premier-league/man-utd-v-west-ham; 2017-06-26 14:23:25 GMT+3; 2017-08-12 15:00; e70300-dr003
Man Utd; 2/7; 3/10; 3/10; 3/10; 4/11; 2/7; 1/3; 3/10; ; 1/4; 1/4; 3/10; 2/7; 3/10; 1/3; 2/7; 2/7; 3/10; 3/10; 2/7; 1/3; 4/13; 3/10; 1/3; 3/10; ; 1/3; ; 
Draw; 15/4; 19/5; 17/4; 15/4; 10/3; 15/4; 17/4; 4; ; 21/5; 21/5; 4; 4; 4; 4; 4; 54/13; 4; 21/5; 54/13; 43/10; 43/10; 17/4; 4; 17/4; ; 7/2; ; 
West Ham; 12; 17/2; 10; 8; 15/2; 11; 11; 8; ; 10; 10; 9; 10; 8; 9; 9; 37/4; 9; 17/2; 37/4; 12; 9; 17/2; 8; 9; ; 41/5; ; 
META; english/premier-league/man-utd-v-west-ham; 2017-06-26 14:28:22 GMT+3; 2017-08-12 15:00; e70300-dr003
Man Utd; 2/7; 3/10; 3/10; 3/10; 4/11; 2/7; 1/3; 3/10; ; 1/4; 1/4; 3/10; 2/7; 3/10; 1/3; 2/7; 2/7; 3/10; 3/10; 2/7; 1/3; 4/13; 3/10; 1/3; 3/10; ; 1/3; ; 
Draw; 15/4; 19/5; 17/4; 15/4; 10/3; 15/4; 17/4; 4; ; 21/5; 21/5; 4; 4; 4; 4; 4; 54/13; 4; 21/5; 54/13; 43/10; 43/10; 17/4; 4; 17/4; ; 7/2; ; 
West Ham; 12; 17/2; 10; 8; 15/2; 11; 11; 8; ; 10; 10; 9; 10; 8; 9; 9; 37/4; 9; 17/2; 37/4; 12; 9; 17/2; 8; 9; ; 41/5; ; 
META; english/premier-league/man-utd-v-west-ham; 2017-07-21 16:25:53 GMT+3; 2017-08-13 16:00; e70300-dr003
