META; english/premier-league/everton-v-newcastle; 2018-04-03 18:15:17 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 101/100; 10/11; 10/11; 10/11
Draw; 12/5; 61/25; 12/5; 12/5; 47/20
Newcastle; 11/4; 17/5; 31/10; 31/10; 16/5
META; english/premier-league/everton-v-newcastle; 2018-04-04 08:14:52 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 101/100; 10/11; 10/11; 10/11
Draw; 12/5; 61/25; 12/5; 12/5; 47/20
Newcastle; 11/4; 17/5; 31/10; 31/10; 16/5
META; english/premier-league/everton-v-newcastle; 2018-04-04 18:16:02 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 21/20; 10/11; 10/11; 10/11
Draw; 12/5; 12/5; 12/5; 12/5; 47/20
Newcastle; 11/4; 33/10; 31/10; 31/10; 16/5
META; english/premier-league/everton-v-newcastle; 2018-04-05 13:09:30 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 21/20; 10/11; 10/11
Draw; 12/5; 12/5; 12/5; 12/5
Newcastle; 11/4; 33/10; 31/10; 31/10
META; english/premier-league/everton-v-newcastle; 2018-04-06 08:14:52 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 21/20; 10/11; 20/21; 10/11
Draw; 12/5; 12/5; 12/5; 12/5; 12/5
Newcastle; 11/4; 33/10; 31/10; 3; 31/10
META; english/premier-league/everton-v-newcastle; 2018-04-07 12:15:44 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 1; 21/20; 10/11; 20/21; 10/11
Draw; 12/5; 12/5; 12/5; 12/5; 12/5
Newcastle; 11/4; 33/10; 31/10; 3; 31/10
META; english/premier-league/everton-v-newcastle; 2018-04-10 08:14:00 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 1/100; 29/25; 19/20; 11/10; 10/11; 1; 21/20; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 1/100; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 1/100; 73/25; 13/5; 11/4; 13/5; 27/10; 11/4; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 45/17; 
META; english/premier-league/everton-v-newcastle; 2018-04-11 12:51:28 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 23/10; 11/5; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 45/17; ; 
META; english/premier-league/everton-v-newcastle; 2018-04-11 16:46:40 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 45/17; ; 
META; english/premier-league/everton-v-newcastle; 2018-04-11 20:15:26 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 45/17; ; 
META; english/premier-league/everton-v-newcastle; 2018-04-12 10:42:46 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 21/20; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 27/10; ; 
META; english/premier-league/everton-v-newcastle; 2018-04-13 08:13:51 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 21/20; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 9/4; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 23/10
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 13/5; 27/10; 11/4; 45/17; 23/10; 27/10; 29/10; 45/17; 
META; english/premier-league/everton-v-newcastle; 2018-04-13 16:13:56 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 21/20; 11/10; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 21/10; 11/5; 12/5; 23/10; 11/5; 12/5; 23/10; 40/17
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 14/5; 27/10; 11/4; 5/2; 23/10; 27/10; 29/10; 5/2; 
META; english/premier-league/everton-v-newcastle; 2018-04-14 12:15:51 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 21/20; 1; 11/10; 29/25; 19/20; 11/10; 10/11; 1; 11/10; 23/20; 23/20; 21/20; 11/10; 11/10; 21/20; 1; 23/20; 11/10; 
Draw; 12/5; 12/5; 9/4; 59/25; 21/10; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 11/5; 12/5; 40/17; 9/4; 11/5; 12/5; 23/10; 40/17
Newcastle; 13/5; 11/4; 13/5; 73/25; 13/5; 11/4; 13/5; 27/10; 13/5; 12/5; 27/10; 11/4; 5/2; 11/4; 23/10; 27/10; 29/10; 28/11; 
META; english/premier-league/everton-v-newcastle; 2018-04-16 20:35:24 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 6/5; 5/4; 13/10; 11/10; 13/10; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 22/19; 5/4; 13/10; 5/4; 5/4; 6/5; 5/4
Draw; 9/4; 9/4; 21/10; 9/4; 119/0; 23/10; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 12/5; 43/20; 11/5; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 9/5; 9/4
Newcastle; 23/10; 23/10; 9/4; 13/5; 63/25; 12/5; 23/10; 11/5; 40/17; 9/4; 5/2; 12/5; 11/5; 47/20; 12/5; 5/2; 9/4; 5/2; 28/13; 40/17; 5/2; 23/10; 9/4; 19/10; 23/10
META; english/premier-league/everton-v-newcastle; 2018-04-17 20:37:39 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 6/5; 5/4; 5/4; 11/8; 13/10; 5/4; 13/10; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 5/4; 5/4; 6/5; 17/14; 5/4; 13/10; 5/4; 5/4; 6/5; 5/4
Draw; 9/4; 9/4; 21/10; 9/4; 119/0; 23/10; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 12/5; 43/20; 9/4; 11/5; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 21/10; 23/10
Newcastle; 23/10; 23/10; 23/10; 23/10; 63/25; 12/5; 23/10; 11/5; 40/17; 9/4; 5/2; 12/5; 11/5; 47/20; 9/4; 12/5; 9/4; 5/2; 39/19; 40/17; 5/2; 23/10; 9/4; 9/4; 23/10
META; english/premier-league/everton-v-newcastle; 2018-04-19 08:13:43 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 6/5; 27/20; 13/10; 13/10; 5/4; 5/4; 9/7; 23/18; 11/8; 13/10; 5/4; 5/4; 5/4; 27/20
Draw; 23/10; 21/10; 21/10; 11/5; 117/50; 23/10; 11/5; 21/10; 40/17; 21/10; 23/10; 11/5; 12/5; 43/20; 9/4; 9/4; 9/4; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 19/10; 23/10; 11/5
Newcastle; 11/5; 9/4; 23/10; 11/5; 12/5; 23/10; 9/4; 21/10; 12/5; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 9/4; 9/4; 23/10; 9/4
META; english/premier-league/everton-v-newcastle; 2018-04-20 10:23:10 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 11/8; 5/4; 5/4; 13/10; 33/25; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 6/5; 5/4; 13/10; 13/10; 13/10; 5/4; 9/7; 23/18; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; 9/4; 9/4; 40/17; 21/10; 12/5; 23/10; 12/5; 11/5; 9/4; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 
Newcastle; 23/10; 23/10; 23/10; 11/5; 62/25; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 47/20; 9/4; 12/5; 23/10; 12/5; 23/10; 40/17; 5/2; 40/17; 12/5; 9/4; 23/10; 23/10
META; english/premier-league/everton-v-newcastle; 2018-04-21 14:14:46 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 23/18; 13/10; 13/10; 5/4; 5/4; 5/4; 13/10; 
Draw; 12/5; 9/4; 21/10; 11/5; 23/10; 11/5; 9/4; 40/17; 21/10; 12/5; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 11/5; 40/17; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 
Newcastle; 12/5; 23/10; 23/10; 11/5; 64/25; 23/10; 23/10; 9/4; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 40/17; 40/17; 5/2; 12/5; 5/2; 23/10; 23/10; 5/2
META; english/premier-league/everton-v-newcastle; 2018-04-23 10:12:48 GMT+3; 2018-04-23 20:00; e70300-dr003
Everton; 13/10; 6/5; 6/5; 5/4; 133/00; 13/10; 13/10; 6/5; 25/19; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 23/18; 13/10; 5/4; 5/4; 13/10; 13/10
Draw; 23/10; 23/10; 11/5; 11/5; 47/20; 12/5; 9/4; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; 
Newcastle; 5/2; 23/10; 12/5; 23/10; 62/25; 5/2; 12/5; 23/10; 27/11; 23/10; 5/2; 23/10; 23/10; 47/20; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2
