META; english/premier-league/watford-v-brighton; 2017-06-26 14:24:22 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-06-26 14:29:24 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-07-21 16:26:38 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-07-24 13:28:27 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-07-27 14:43:41 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-07-31 11:58:41 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-08-02 12:29:32 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 
Brighton; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/watford-v-brighton; 2017-08-15 20:15:41 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; 11/10; ; ; ; 11/10; 6/5; 21/20; 11/10; ; ; ; 11/10; 21/20; ; ; 1; ; 11/10; 121/100; ; 11/10; ; 11/10; 11/10; ; 1; ; 
Draw; ; 12/5; ; ; ; 12/5; 12/5; 23/10; 40/17; ; ; ; 49/20; 23/10; ; ; 12/5; ; 40/17; 5/2; ; 40/17; ; 5/2; 23/10; ; 21/10; ; 
Brighton; ; 12/5; ; ; ; 11/5; 13/5; 9/4; 5/2; ; ; ; 49/20; 9/4; ; ; 13/5; ; 27/11; 13/5; ; 5/2; ; 5/2; 12/5; ; 21/10; ; 
META; english/premier-league/watford-v-brighton; 2017-08-16 20:02:13 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford; ; 11/10; ; ; ; 11/10; 6/5; 1; 11/10; ; ; ; 21/20; 21/20; ; ; 1; 11/10; 11/10; 121/100; ; 11/10; ; 11/10; 11/10; ; 1; ; 
Draw; ; 12/5; ; ; ; 12/5; 12/5; 12/5; 40/17; ; ; ; 12/5; 12/5; ; ; 12/5; 40/17; 40/17; 5/2; ; 40/17; ; 12/5; 23/10; ; 11/5; ; 
Brighton; ; 12/5; ; ; ; 11/5; 13/5; 11/4; 5/2; ; ; ; 51/20; 14/5; ; ; 13/5; 5/2; 27/11; 13/5; ; 5/2; ; 13/5; 12/5; ; 13/5; ; 
META; english/premier-league/watford-v-brighton; 2017-08-25 20:12:41 GMT+3; 2017-08-26 15:00; e70300-dr003
Watford ; 10/11; 10/11; 1; 19/20; 20/21; ; 1; 10/11; 19/20; 19/20; 19/20; 20/21; 19/20; 1; 19/20; 1; 9/10; 10/11; 19/20; 1; 39/40; 11/12; 10/11; 1; 20/21; ; ; ; 1
Draw; 12/5; 23/10; 47/20; 9/4; 12/5; 12/5; 12/5; 5/2; 27/11; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 121/50; 12/5; 12/5; 49/20; 12/5; 23/10; ; ; ; 12/5
Brighton; 3; 10/3; 16/5; 16/5; 17/5; 16/5; 10/3; 16/5; 7/2; 3; 16/5; 10/3; 3; 10/3; 10/3; 10/3; 13/4; 10/3; 41/13; 7/2; 41/13; 17/5; 3; 3; 16/5; ; ; ; 10/3
