META; english/premier-league/newcastle-v-arsenal; 2018-04-03 18:14:39 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 19/20; 19/20; 1; 24/25; 17/20; 1; 5/6; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 10/11; 19/20; 1; 5/6
Draw; 5/2; 13/5; 5/2; 53/20; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 28/11; 28/11; 5/2; 5/2; 13/5; 51/20; 13/5; 11/5
Newcastle; 11/4; 13/5; 13/5; 10/3; 11/4; 11/4; 11/4; 14/5; 13/5; 11/4; 11/4; 13/5; 11/4; 14/5; 45/17; 14/5; 23/10; 14/5; 33/10; 14/5; 27/10; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-04 08:14:15 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 19/20; 19/20; 1; 24/25; 17/20; 1; 5/6; 19/20; 19/20; 10/11; 20/21; 1; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 1; 19/20; 1; 5/6; 
Draw; 5/2; 13/5; 5/2; 13/5; 53/20; 12/5; 13/5; 12/5; 5/2; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 28/11; 28/11; 5/2; 5/2; 12/5; 51/20; 13/5; 11/5
Newcastle; 11/4; 13/5; 13/5; 5/2; 10/3; 11/4; 11/4; 11/4; 14/5; 13/5; 11/4; 11/4; 13/5; 11/4; 14/5; 45/17; 14/5; 23/10; 14/5; 29/10; 14/5; 27/10; 5/2
META; english/premier-league/newcastle-v-arsenal; 2018-04-04 18:15:23 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 19/20; 1; 1; 24/25; 9/10; 20/21; 5/6; 19/20; 1; 19/20; 21/20; 21/20; 19/20; 1; 19/20; 19/20; 24/23; 19/20; 21/20; 1; 4/5; ; 
Draw; 5/2; 13/5; 5/2; 13/5; 53/20; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 28/11; 28/11; 5/2; 5/2; 13/5; 51/20; 13/5; 2
Newcastle; 11/4; 13/5; 5/2; 5/2; 10/3; 13/5; 14/5; 13/5; 14/5; 5/2; 11/4; 5/2; 13/5; 11/4; 11/4; 45/17; 14/5; 21/10; 14/5; 14/5; 13/5; 27/10; 12/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-05 13:08:52 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 21/20; 1; 1; 9/10; 1; 5/6; 19/20; 1; 19/20; 21/20; 21/20; 19/20; 1; 19/20; 24/23; 19/20; 21/20; 1; 4/5; ; ; 
Draw; 5/2; 13/5; 5/2; 13/5; 139/50; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 28/11; 28/11; 5/2; 5/2; 13/5; 13/5; 2
Newcastle; 12/5; 13/5; 5/2; 5/2; 3; 13/5; 11/4; 13/5; 14/5; 5/2; 11/4; 5/2; 5/2; 11/4; 13/5; 13/5; 14/5; 21/10; 14/5; 14/5; 45/17; 11/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-06 08:14:15 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 21/20; 1; 21/20; 1; 9/10; 1; 5/6; 19/20; 1; 19/20; 21/20; 21/20; 19/20; 21/20; 1; 19/20; 24/23; 19/20; 21/20; 1; 10/11
Draw; 5/2; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 28/11; 28/11; 5/2; 5/2; 13/5; 13/5; 21/10
Newcastle; 12/5; 13/5; 5/2; 5/2; 13/5; 11/4; 13/5; 14/5; 5/2; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 14/5; 21/10; 14/5; 14/5; 45/17; 23/10
META; english/premier-league/newcastle-v-arsenal; 2018-04-07 12:15:04 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 21/20; 1; 21/20; 1; 9/10; 1; 5/6; 19/20; 1; 19/20; 21/20; 11/10; 21/20; 19/20; 1; 19/20; 24/23; 19/20; 21/20; 1; 10/11; ; 
Draw; 5/2; 13/5; 5/2; 13/5; 139/50; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 11/4; 28/11; 28/11; 5/2; 5/2; 13/5; 13/5; 21/10; ; 
Newcastle; 12/5; 13/5; 5/2; 5/2; 3; 13/5; 11/4; 13/5; 14/5; 5/2; 11/4; 5/2; 5/2; 13/5; 11/4; 13/5; 13/5; 14/5; 21/10; 14/5; 11/4; 45/17; 12/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-10 08:13:25 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 11/10; 11/10; 21/20; 11/10; 117/100; 11/10; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 12/11; 21/20; 11/10; 11/10; 11/10; 10/9; 21/20; 23/20; 23/20
Newcastle; 9/4; 23/10; 12/5; 5/2; 127/50; 12/5; 12/5; 23/10; 28/11; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 23/10; 27/11; 11/5; 27/11; 28/11; 13/5; 27/11; 12/5; 12/5; 23/10; 5/2; 
Draw; 5/2; 13/5; 5/2; 12/5; 67/25; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 27/11; 5/2; 45/17; 13/5; 13/5; 27/11; 5/2; 5/2; 5/2; 13/5; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-11 12:50:49 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 11/10; 21/20; 21/20; 11/10; 57/50; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 15/14; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 23/20
Newcastle; 9/4; 12/5; 12/5; 5/2; 66/25; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 5/2; 49/20; 12/5; 12/5; 5/2; 5/2; 5/2; 28/11; 13/5; 28/11; 5/2; 5/2; 5/2; 13/5; 13/5
Draw; 5/2; 13/5; 5/2; 12/5; 133/50; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2; 13/5; 45/17; 13/5; 13/5; 28/11; 13/5; 5/2; 5/2; 13/5; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-11 16:46:01 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsena; 11/10; 11/10; 21/20; 11/10; 57/50; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 15/14; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 10/9
Newcastle; 9/4; 5/2; 12/5; 5/2; 131/50; 5/2; 5/2; 12/5; 28/11; 12/5; 12/5; 5/2; 49/20; 12/5; 12/5; 28/11; 5/2; 5/2; 28/11; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5
Draw; 5/2; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 28/11; 13/5; 45/17; 13/5; 13/5; 28/11; 13/5; 5/2; 5/2; 13/5; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-11 20:14:46 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 11/10; 11/10; 21/20; 11/10; 57/50; 21/20; 11/10; 1; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 15/14; 15/14; 11/10; 11/10; 21/20; 21/20; 10/9; 21/20; 10/9
Newcastle; 9/4; 5/2; 12/5; 5/2; 131/0; 5/2; 5/2; 12/5; 45/17; 12/5; 12/5; 5/2; 49/20; 12/5; 12/5; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 13/5
Draw; 5/2; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 45/17; 5/2; 5/2; 12/5; 13/5; 13/5; 5/2; 5/2; 13/5; 45/17; 13/5; 13/5; 28/11; 13/5; 5/2; 13/5; 13/5; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-12 10:42:09 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 11/10; 11/10; 21/20; 11/10; 57/50; 21/20; 11/10; 1; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 11/10; 11/10; 11/10; 15/14; 15/14; 23/20; 11/10; 21/20; 10/9; 23/20; 21/20; 23/20
Newcastle; 9/4; 5/2; 12/5; 5/2; 131/0; 5/2; 5/2; 12/5; 45/17; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 13/5; 5/2; 13/5; 5/2; 23/10; 12/5; 13/5; 12/5
Draw; 5/2; 12/5; 5/2; 12/5; 67/25; 13/5; 5/2; 5/2; 45/17; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 28/11; 13/5; 45/17; 13/5; 13/5; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-13 08:13:14 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 5/4; 23/20; 23/20; 23/20; 31/25; 6/5; 6/5; 11/10; 5/4; 23/20; 5/4; 23/20; 1; 6/5; 6/5; 11/10; 6/5; 6/5; 7/6; 16/13; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4
Newcastle; 23/10; 2; 21/10; 9/4; 119/50; 12/5; 9/4; 9/4; 23/10; 11/5; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; 23/10; 21/10; 9/4; 9/4; 9/4; 23/10; 9/4; 11/5; 11/5; 23/10
Draw; 13/5; 5/2; 5/2; 12/5; 133/50; 27/10; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 27/10; 5/2; 12/5; 5/2; 5/2; 13/5; 45/17; 28/11; 13/5; 28/11; 13/5; 5/2; 5/2; 13/5
META; english/premier-league/newcastle-v-arsenal; 2018-04-13 16:13:15 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 5/4; 6/5; 6/5; 6/5; 31/25; 6/5; 6/5; 11/10; 5/4; 6/5; 5/4; 6/5; 1; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 16/13; 5/4; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Newcastle; 23/10; 2; 21/10; 23/10; 58/25; 12/5; 11/5; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; 11/5; 9/4; 11/5; 23/10; 21/10; 28/13; 9/4; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 5/2; 5/2; 137/0; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 5/2; 12/5; 13/5; 13/5; 28/11; 13/5; 27/11; 13/5; 5/2; 13/5; 13/5; 
META; english/premier-league/newcastle-v-arsenal; 2018-04-14 12:15:04 GMT+3; 2018-04-15 13:30; e70300-dr003
Arsenal; 5/4; 6/5; 6/5; 5/4; 129/00; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 16/13; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4
Newcastle; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4; 21/10; 28/13; 9/4; 23/10; 23/10; 9/4; 21/10; 11/5; 23/10; 9/4
