META; english/premier-league/arsenal-v-stoke; 2018-03-12 20:14:06 GMT+2; 2018-04-01 13:30; e70300-dr003
Draw; 4; 4; 22/5; 15/4; 17/4; 7/2; 15/4; 15/4; 4; 17/4; 15/4; 54/13; 17/4; 4; 37/10; 22/5; 4; 21/5; 7/2; 
Stoke; 13/2; 13/2; 7; 38/5; 6; 6; 15/2; 7; 6; 13/2; 29/4; 6; 8; 15/2; 13/2; 11/2; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-16 16:17:58 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 4/11; 4/11; 4/11; 2/5; 3/10; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 1/3; 4/11; 4/11; 6/17; 7/19; 4/11; 7/20; 4/11; 3/10
Draw; 4; 4; 22/5; 15/4; 17/4; 7/2; 15/4; 15/4; 4; 17/4; 15/4; 54/13; 17/4; 4; 37/10; 22/5; 4; 21/5; 7/2; 
Stoke; 13/2; 13/2; 7; 38/5; 6; 6; 15/2; 7; 6; 13/2; 29/4; 6; 8; 15/2; 13/2; 11/2; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-17 12:14:25 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 4/11; 4/11; 4/11; 2/5; 3/10; 4/11; 3/10; 7/19; 4/11; 4/11; 2/5; 1/3; 10/29; 4/11; 6/17; 7/19; 4/11; 7/20; 10/29; 3/10
Draw; 4; 4; 22/5; 15/4; 17/4; 7/2; 15/4; 15/4; 4; 17/4; 15/4; 21/5; 17/4; 4; 37/10; 22/5; 4; 17/4; 7/2; 
Stoke; 13/2; 13/2; 7; 38/5; 6; 6; 15/2; 7; 6; 7; 29/4; 6; 8; 15/2; 7; 11/2; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-18 14:13:53 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 4/11; 4/11; 37/100; 1/4; 7/20; 1/4; 6/17; 1/3; 7/20; 4/11; 1/3; 4/13; 4/11; 6/19; 6/17; 1/3; 1/3; 4/13; 3/10
Draw; 4; 4; 23/5; 4; 17/4; 4; 4; 15/4; 22/5; 17/4; 21/5; 39/10; 19/4; 17/4; 49/11; 7/2; ; ; ; 
Stoke; 15/2; 7; 83/10; 7; 15/2; 7; 15/2; 15/2; 7; 13/2; 15/2; 29/4; 13/2; 15/2; 17/2; 8; 31/4; 33/5; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-19 08:13:01 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 4/11; 1/3; 4/11; 4/11; 1/4; 1/3; 1/4; 6/17; 1/3; 1/3; 4/11; 7/20; 4/11; 1/3; 3/10; 4/11; 6/19; 6/17; 1/3; 1/3; 3/10; 3/10
Draw; 4; 4; 23/5; 4; 17/4; 4; 4; 9/2; 15/4; 49/11; 17/4; 21/5; 39/10; 19/4; 17/4; 49/11; 4; ; ; ; ; ; 
Stoke; 15/2; 7; 15/2; 7; 87/10; 7; 7; 15/2; 15/2; 7; 15/2; 7; 13/2; 8; 29/4; 13/2; 15/2; 17/2; 8; 33/4; 17/2; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-20 08:13:18 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 1/3; 1/3; 4/11; 4/11; 1/4; 1/3; 1/4; 1/3; 1/3; 1/3; 1/3; 4/11; 7/20; 4/11; 1/3; 3/10; 10/29; 6/19; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3
Draw; 4; 4; 23/5; 4; 17/4; 4; 17/4; 4; 4; 9/2; 15/4; 22/5; 17/4; 21/5; 21/5; 19/4; 17/4; 49/11; 4; 9/2; ; ; ; ; 
Stoke; 15/2; 8; 15/2; 7; 87/10; 7; 7; 17/2; 15/2; 15/2; 15/2; 7; 15/2; 7; 8; 31/4; 13/2; 8; 17/2; 8; 39/5; 9; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-21 14:14:06 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 4/11; 1/3; 1/3; 4/11; 1/4; 1/3; 1/4; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 3/10; 3/10; 10/29; 6/17; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3
Draw; 4; 4; 23/5; 4; 17/4; 4; 17/4; 4; 4; 15/4; 22/5; 17/4; 23/5; 21/5; 19/4; 17/4; 49/11; 22/5; 7/2; 9/2; ; ; ; ; 
Stoke; 8; 8; 15/2; 87/10; 7; 7; 17/2; 15/2; 8; 15/2; 15/2; 7; 13/2; 8; 31/4; 71/10; 8; 17/2; 8; 39/5; 33/5; 9; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-22 12:33:06 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 1/3; 1/3; 1/3; 4/11; 1/4; 1/3; 1/4; 1/3; 1/3; 1/3; 1/3; 1/3; 4/11; 3/10; 3/10; 10/29; 6/17; 1/3; 1/3; 1/3; 3/10; 1/3; 3/10; 1/3
Draw; 4; 17/4; 21/5; 4; 23/5; 4; 17/4; 4; 17/4; 4; 4; 17/4; 15/4; 49/11; 17/4; 23/5; 21/5; 19/4; 17/4; 49/11; 22/5; 4; 9/2; ; 
Stoke; 8; 15/2; 8; 15/2; 87/10; 7; 7; 17/2; 8; 15/2; 8; 13/2; 8; 31/4; 71/10; 8; 17/2; 8; 39/5; 33/5; 9; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-23 14:39:37 GMT+2; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 1/3; 1/3; 1/3; 4/11; 1/4; 1/3; 1/4; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 10/29; 6/17; 1/3; 1/3; 1/3; 3/10; 1/3; 3/10; 1/3
Draw; 4; 17/4; 21/5; 4; 23/5; 4; 17/4; 4; 17/4; 4; 4; 17/4; 9/2; 15/4; 49/11; 17/4; 23/5; 21/5; 19/4; 17/4; 49/11; 22/5; 4; 9/2; 
Stoke; 8; 15/2; 8; 15/2; 87/10; 7; 7; 17/2; 8; 15/2; 8; 15/2; 13/2; 8; 31/4; 71/10; 8; 17/2; 8; 38/5; 33/5; 9; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-26 12:13:31 GMT+3; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 4/11; 1/3; 1/3; 7/20; 1/3; 1/3; 1/4; 1/3; 1/3; 1/3; 1/3; 3/10; 7/20; 1/3; 3/10; 3/10; 10/29; 6/17; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 4/11
Draw; 4; 4; 47/10; 9/2; 17/4; 4; 17/4; 4; 4; 9/2; 4; 9/2; 15/4; 22/5; 17/4; 23/5; 21/5; 9/2; 17/4; 22/5; 4; 9/2; 21/5; ; ; 
Stoke; 8; 8; 15/2; 9; 8; 17/2; 8; 15/2; 8; 15/2; 13/2; 33/4; 31/4; 71/10; 8; 15/2; 33/4; 17/2; 9; 44/5; ; ; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-27 08:13:18 GMT+3; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 1/3; 1/3; 1/3; 7/20; 3/10; 1/3; 1/4; 6/19; 1/3; 3/10; 1/3; 3/10; 1/3; 1/3; 3/10; 2/7; 10/29; 10/29; 6/19; 1/3; 3/10; 2/7; 1/3; 3/10; 3/10; 1/3
Draw; 4; 17/4; 21/5; 4; 47/10; 9/2; 9/2; 4; 9/2; 21/5; 9/2; 4; 9/2; 17/4; 9/2; 15/4; 9/2; 17/4; 23/5; 22/5; 19/4; 17/4; 50/11; 23/5; 4; 23/5; 24/5
Stoke; 8; 15/2; 17/2; 15/2; 9; 17/2; 17/2; 15/2; 9; 8; 15/2; 8; 15/2; 13/2; 17/2; 31/4; 15/2; 17/2; 17/2; 17/2; 35/4; 17/2; 36/5; 47/5; 46/5; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-28 08:14:00 GMT+3; 2018-04-01 13:30; e70300-dr003
Arsenal; 1/3; 1/3; 3/10; 1/3; 33/100; 3/10; 3/10; 1/4; 6/19; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 2/7; 3/10; 10/29; 6/19; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10
Draw; 4; 17/4; 21/5; 4; 9/2; 9/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 17/4; 9/2; 15/4; 47/10; 9/2; 47/10; 22/5; 19/4; 17/4; 19/4; 24/5; 4; 24/5; 5; 
Stoke; 8; 15/2; 17/2; 15/2; 19/2; 17/2; 17/2; 15/2; 9; 17/2; 17/2; 17/2; 8; 17/2; 15/2; 7; 35/4; 15/2; 17/2; 19/2; 8; 35/4; 19/2; 37/5; 47/5; 49/5; 
META; english/premier-league/arsenal-v-stoke; 2018-03-29 08:13:37 GMT+3; 2018-04-01 13:30; e70300-dr003
Arsenal; 2/7; 3/10; 3/10; 3/10; 33/100; 3/10; 2/7; 1/4; 6/19; 3/10; 2/7; 3/10; 3/10; 3/10; 30/100; 1/4; 5/18; 3/10; 6/19; 3/10; 1/3; 2/7; 2/7; 3/10; 3/10; 3/10; 3/10
Draw; 9/2; 17/4; 17/4; 9/2; 5; 19/4; 9/2; 94/19; 9/2; 9/2; 4; 9/2; 17/4; 5; 96/19; 9/2; 49/10; 24/5; 19/4; 9/2; 51/10; 24/5; 23/5; 5; ; ; 
Stoke; 9; 9; 19/2; 9; 17/2; 9; 9; 17/2; 8; 17/2; 15/2; 15/2; 19/2; 35/4; 79/10; 17/2; 17/2; 17/2; 19/2; 19/2; 44/5; 51/5; 49/5; ; ; ; 
META; english/premier-league/arsenal-v-stoke; 2018-03-31 12:14:16 GMT+3; 2018-04-01 13:30; e70300-dr003
Arsenal; 3/10; 1/3; 3/10; 3/10; 8/25; 3/10; 2/7; 1/4; 6/19; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 2/7; 3/10; 3/10; 4/13; 3/10; 1/3; 3/10; 3/10; 3/10; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 5; 26/5; 5; 9/2; 94/19; 9/2; 5; 9/2; 9/2; 19/4; 5; 63/13; 19/4; 49/10; 24/5; 19/4; 19/4; 49/10; 5; 26/5; 26/5; 26/5; ; 
Stoke; 10; 17/2; 9; 17/2; 19/2; 10; 17/2; 9; 10; 8; 9; 35/4; 33/4; 81/10; 17/2; 17/2; 9; 35/4; 19/2; 49/5; 49/5; 49/5; ; ; ; ; 
