META; english/premier-league/man-utd-v-liverpool; 2018-02-27 18:13:30 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 6/4; 6/4; 6/4; 8/5; 157/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 6/4; ; 31/20; 7/5; 6/4; 6/4; 23/17; 7/5; 23/17; 8/5; ; 6/4; ; 7/5; ; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 99/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 9/5; ; 7/4; 2; 9/5; 7/4; 2; 18/11; 2; 15/8; ; 9/5; ; 19/10; ; 
Draw; 23/10; 12/5; 23/10; 23/10; 61/25; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 23/10; ; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; ; 40/17; ; 11/5; ; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-01 15:54:17 GMT+2; ; e70300-dr003
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 31/20; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 8/5; 6/4; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 9/5; 7/4; 2; 9/5; 7/4; 37/19; 18/11; 2; 15/8; 9/5; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/50; 11/5; 23/10; 11/5; 40/17; 23/10; 23/10; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 23/10; 11/5; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-02 08:16:32 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 31/20; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 8/5; 6/4; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 7/4; 7/4; 2; 9/5; 7/4; 37/19; 18/11; 2; 15/8; 9/5; 7/4
Draw; 23/10; 12/5; 23/10; 23/10; 123/50; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 23/10; 21/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-02 13:55:37 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/100; 13/10; 6/4; 13/10; 23/17; 6/4; 6/4; 31/20; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 8/5; 6/4; 7/5; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 2; 7/4; 19/10; 7/4; 7/4; 2; 9/5; 7/4; 37/19; 18/11; 2; 15/8; 9/5; 7/4
Draw; 23/10; 12/5; 23/10; 23/10; 123/50; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 47/20; 23/10; 23/10; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 21/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-03 12:14:49 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 6/4; 6/4; 6/4; 8/5; 159/100; 13/10; 6/4; 13/10; 17/11; 29/20; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 17/11; 31/20; 6/4; 13/8; 
Liverpool; 9/5; 7/4; 7/4; 17/10; 97/50; 17/10; 9/5; 17/10; 7/4; 7/4; 19/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 37/19; 18/11; 7/4; 19/10; 7/4; 9/5
Draw; 23/10; 12/5; 23/10; 23/10; 123/50; 11/5; 23/10; 11/5; 40/17; 23/10; 12/5; 5/2; 47/20; 12/5; 12/5; 23/10; 11/5; 5/2; 40/17; 12/5; 40/17; 11/5; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-05 20:13:31 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 8/5; 13/8; 8/5; 8/5; 17/10; 13/8; 13/8; 13/10; 28/17; 8/5; 29/20; 13/8; 33/20; 13/8; 8/5; 6/4; 8/5; 17/11; 19/12; 28/17; 17/10; 8/5; 28/17; 8/5; 6/4; 17/10
Liverpool; 13/8; 13/8; 33/20; 17/10; 89/50; 9/5; 17/10; 17/10; 17/10; 17/10; 9/5; 17/10; 31/20; 17/10; 7/4; 13/8; 17/10; 9/5; 7/4; 17/10; 7/4; 33/20; 17/10; 7/4; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 23/10; 5/2; 23/10; 23/10; 11/5; 40/17; 23/10; 9/4; 9/4; 12/5; 47/20; 23/10; 9/4; 23/10; 23/10; 27/11; 40/17; 12/5; 47/20; 23/10; 9/4; 23/10; 21/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-06 14:59:11 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 8/5; 13/8; 8/5; 13/8; 87/50; 13/8; 13/8; 13/10; 32/19; 31/20; 29/20; 13/8; 33/20; 13/8; 8/5; 6/4; 17/10; 17/11; 13/8; 32/19; 8/5; 17/10; 13/8; 17/10; 17/10
Liverpool; 13/8; 13/8; 33/20; 7/4; 89/50; 9/5; 17/10; 17/10; 28/17; 13/8; 9/5; 17/10; 31/20; 33/20; 7/4; 13/8; 17/10; 9/5; 7/4; 28/17; 33/20; 17/10; 7/4; 9/5; 7/4
Draw; 23/10; 23/10; 23/10; 11/5; 61/25; 23/10; 23/10; 11/5; 40/17; 23/10; 9/4; 9/4; 12/5; 12/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 47/20; 40/17; 9/4; 23/10; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-08 10:11:06 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 8/5; 8/5; 31/20; 13/8; 169/100; 17/10; 13/8; 8/5; 32/19; 31/20; 13/8; 8/5; 33/20; 31/20; 8/5; 13/8; 28/17; 17/11; 8/5; 13/8; 13/8; 31/20; 28/17; 13/8; 17/10; 13/8; 13/8
Liverpool; 13/8; 17/10; 17/10; 7/4; 15/8; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 9/5; 31/20; 7/4; 7/4; 17/10; 9/5; 9/5; 9/5; 7/4; 15/8; 17/10; 9/5; 9/5; 9/5; 9/5; 9/5
Draw; 23/10; 23/10; 23/10; 11/5; 119/50; 12/5; 9/4; 9/4; 12/5; 23/10; 23/10; 21/10; 12/5; 47/20; 23/10; 21/10; 23/10; 23/10; 23/10; 40/17; 23/10; 47/20; 23/10; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-08 12:14:22 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 8/5; 6/4; 31/20; 13/8; 169/00; 17/10; 13/8; 8/5; 32/19; 31/20; 13/8; 8/5; 33/20; 8/5; 8/5; 8/5; 28/17; 17/11; 8/5; 13/8; 13/8; 31/20; 28/17; 13/8; 17/10; 13/8; 13/8
Liverpool; 13/8; 7/4; 17/10; 7/4; 15/8; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 9/5; 31/20; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; 9/5; 9/5
Draw; 23/10; 23/10; 23/10; 11/5; 119/0; 12/5; 9/4; 9/4; 12/5; 23/10; 23/10; 21/10; 12/5; 47/20; 23/10; 9/4; 23/10; 23/10; 23/10; 40/17; 12/5; 47/20; 23/10; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/man-utd-v-liverpool; 2018-03-09 12:13:42 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 7/4; 13/8; 13/8; 13/8; 9/5; 7/4; 17/10; 13/8; 9/5; 13/8; 17/10; 17/10; 33/20; 7/4; 7/4; 8/5; 28/17; 17/11; 17/10; 7/4; 17/10; 17/10; 7/4; 7/4; 7/4
Liverpool; 7/4; 7/4; 13/8; 7/4; 177/100; 9/5; 17/10; 17/10; 7/4; 33/20; 17/10; 17/10; 31/20; 33/20; 7/4; 17/10; 7/4; 9/5; 17/10; 17/10; 33/20; 7/4; 13/8; 9/5; 9/5
Draw; 12/5; 12/5; 23/10; 11/5; 59/25; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 47/20; 9/4; 23/10; 23/10; 23/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-09 14:03:08 GMT+2; 2018-03-10 12:30; e70300-dr003
Man Utd; 7/4; 7/4; 13/8; 13/8; 9/5; 17/10; 17/10; 13/8; 9/5; 33/20; 17/10; 17/10; 33/20; 7/4; 7/4; 17/10; 28/17; 28/17; 17/10; 7/4; 7/4; 17/10; 28/17; 17/10; 7/4; 7/4; 7/4
Liverpool; 7/4; 17/10; 13/8; 7/4; 177/100; 7/4; 7/4; 17/10; 7/4; 33/20; 17/10; 17/10; 31/20; 17/10; 7/4; 13/8; 7/4; 17/10; 17/10; 17/10; 17/10; 33/20; 9/5; 17/10; 13/8; 7/4; 7/4
Draw; 12/5; 23/10; 23/10; 11/5; 59/25; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 47/20; 23/10; 9/4; 23/10; 23/10; 23/10; 
META; english/premier-league/man-utd-v-liverpool; 2018-03-10 12:14:09 GMT+2; 2018-03-10 12:30; e70300-dr003
Liverpool; 13/8; 6/4; 29/20; 8/5; 8/5; 13/8; 33/20; 6/4; 28/17; 6/4; 13/8; 6/4; 6/4; 31/20; 6/4; 8/5; 7/4; 17/11; 23/15; 8/5; 31/20; 6/4; 9/5; 6/4; 8/5; 8/5; 13/8
Man Utd; 2; 19/10; 21/10; 21/10; 19/10; 19/10; 9/5; 19/10; 2; 15/8; 2; 2; 21/10; 2; 28/17; 19/10; 2; 24/13; 2; 28/17; 2; 21/10; 21/10; 21/10; ; ; 
Draw; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 21/10; 11/5; 11/5; 11/5
