META; english/premier-league/chelsea-v-burnley; 2017-06-16 11:13:14 GMT+3; 2017-08-12 15:00; e70300-dr003
Chelsea; 1/6; 1/5; 2/9; 1/6; 1/5; 1/6; 2/9; 1/5; ; 1/6; 1/6; 1/5; 2/11; 1/5; 2/9; 2/11; 3/16; 1/5; 1/5; 3/16; 2/9; 2/9; 1/5; 1/5; 1/5; ; 1/6; ; 
Draw; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 9/2; ; 11/2; 5; 5; 21/4; 9/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 6; 28/5; 11/2; 11/2; 11/2; ; 2; ; 
Burnley; 16; 12; 13; 12; 11; 16; 18; 14; ; 12; 14; 14; 14; 14; 12; 14; 27/2; 23/2; 13; 27/2; 35/2; 12; 13; 12; 14; ; 19/10; ; 
META; english/premier-league/chelsea-v-burnley; 2017-06-26 14:23:18 GMT+3; 2017-08-12 15:00; e70300-dr003
Chelsea; 1/6; 1/5; 2/9; 2/11; 1/5; 1/6; 2/9; 1/5; 1/5; 2/11; 2/11; 1/5; 2/11; 1/5; 2/9; 2/11; 3/16; 1/5; 1/5; 3/16; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; 
Draw; 11/2; 5; 5; 5; 5; 11/2; 11/2; 9/2; 6; 11/2; 11/2; 11/2; 21/4; 9/2; 11/2; 5; 61/11; 11/2; 11/2; 61/11; 6; 59/10; 11/2; 6; 11/2; ; ; 
Burnley; 16; 12; 13; 12; 11; 16; 18; 14; 14; 16; 16; 14; 14; 14; 12; 14; 27/2; 23/2; 13; 27/2; 35/2; 13; 13; 10; 14; ; ; 
META; english/premier-league/chelsea-v-burnley; 2017-06-26 14:28:15 GMT+3; 2017-08-12 15:00; e70300-dr003
Chelsea; 1/6; 1/5; 2/9; 2/11; 1/5; 1/6; 2/9; 1/5; 1/5; 2/11; 2/11; 1/5; 2/11; 1/5; 2/9; 2/11; 3/16; 1/5; 1/5; 3/16; 2/9; 1/5; 1/5; 1/5; 1/5; ; ; 
Draw; 11/2; 5; 5; 5; 5; 11/2; 11/2; 9/2; 6; 11/2; 11/2; 11/2; 21/4; 9/2; 11/2; 5; 61/11; 11/2; 11/2; 61/11; 6; 59/10; 11/2; 6; 11/2; ; ; 
Burnley; 16; 12; 13; 12; 11; 16; 18; 14; 14; 16; 16; 14; 14; 14; 12; 14; 27/2; 23/2; 13; 27/2; 35/2; 13; 13; 10; 14; ; ; 
META; english/premier-league/chelsea-v-burnley; 2017-07-21 16:25:33 GMT+3; 2017-08-12 15:00; e70300-dr003
