META; english/premier-league/stoke-v-everton; 2018-03-05 20:14:07 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 5/4; 7/5; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 7/5; 27/20; 23/17; 23/20
Draw; 9/4; 9/4; 21/10; 11/5; 113/50; 2; 11/5; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 2
Everton; 21/10; 21/10; 21/10; 11/5; 119/50; 19/10; 11/5; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 11/5; 15/8; 28/13; 9/4; 21/10; 28/13; 9/5
META; english/premier-league/stoke-v-everton; 2018-03-06 14:59:49 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 5/4; 11/8; 13/10; 27/20; 11/8; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 27/20; 23/17; 6/5
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 2; 11/5; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 11/5; 28/13; 19/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 19/10; 11/5; 28/13; 21/10; 21/10; 2; 41/20; 21/10; 21/10; 21/10; 11/5; 15/8; 28/13; 21/10; 28/13; 9/5
META; english/premier-league/stoke-v-everton; 2018-03-08 10:11:43 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 23/17; 4/3; 13/10; 11/8; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/50; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/50; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 28/13; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-08 12:15:02 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 11/8; 13/10; 7/5; 7/5; 5/4; 23/17; 23/17; 4/3; 13/10; 11/8; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 21/10; 11/5; 15/8; 28/13; 23/10; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-09 12:14:20 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 4/3; 13/10; 27/20; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/50; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 11/5; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/50; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 15/8; 28/13; 21/10; 2
META; english/premier-league/stoke-v-everton; 2018-03-10 12:14:49 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 13/10; 13/10; 11/8; 13/10; 71/50; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 11/8; 7/5; 7/5; 13/10; 23/17; 23/17; 9/7; 13/10; 7/5; 27/20; 23/17; 13/10
Draw; 9/4; 9/4; 21/10; 11/5; 113/0; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 23/10; 9/4; 23/10; 11/5; 28/13; 21/10
Everton; 21/10; 21/10; 21/10; 11/5; 119/0; 11/5; 11/5; 2; 28/13; 21/10; 11/5; 2; 41/20; 21/10; 2; 21/10; 11/5; 27/14; 28/13; 11/5; 21/10; 28/13; 2
META; english/premier-league/stoke-v-everton; 2018-03-12 10:22:08 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 11/8; 13/10; 27/20; 13/10; 36/25; 7/5; 11/8; 5/4; 13/10; 27/20; 7/5; 13/10; 11/8; 7/5; 11/8; 13/10; 23/17; 23/17; 4/3; 13/10; 7/5; 27/20; 23/17; 11/8; 7/5; 7/5
Draw; 9/4; 11/5; 21/10; 11/5; 57/25; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 21/10; 21/10; 28/13; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 23/10
Everton; 2; 21/10; 21/10; 11/5; 58/25; 11/5; 21/10; 2; 28/13; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 11/5; 11/5; 28/13; 9/4; 21/10; 28/13; 2; 9/4; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-12 20:13:35 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 11/8; 13/10; 11/8; 13/10; 6/4; 7/5; 7/5; 5/4; 23/17; 11/8; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 7/5; 23/17; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 
Everton; 2; 21/10; 21/10; 11/5; 109/0; 11/5; 21/10; 2; 28/13; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 28/13; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 11/5; 11/5; 2; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-13 12:16:09 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 11/8; 7/5; 11/8; 13/10; 6/4; 7/5; 7/5; 13/10; 23/17; 11/8; 29/20; 7/5; 7/5; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 23/17; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5
Everton; 2; 21/10; 11/5; 109/0; 9/4; 21/10; 21/10; 28/13; 2; 21/10; 21/10; 21/10; 41/20; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-13 20:14:02 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 11/8; 7/5; 11/8; 13/10; 6/4; 7/5; 7/5; 13/10; 23/17; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 13/10; 16/11; 7/5; 7/5; 23/17; 29/20; 7/5; 16/11; 11/8; 27/20; 7/5; 7/5
Everton; 2; 21/10; 11/5; 109/0; 9/4; 21/10; 21/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 21/10; 19/10; 21/10; 11/5; 
Draw; 9/4; 11/5; 21/10; 11/5; 58/25; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 11/5; 9/4; 21/10; 21/10; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-14 20:13:47 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 11/8; 7/5; 7/5; 13/10; 31/20; 6/4; 6/4; 7/5; 22/15; 29/20; 29/20; 29/20; 8/5; 29/20; 7/5; 13/10; 16/11; 7/5; 7/5; 10/7; 6/4; 29/20; 16/11; 7/5; 7/5; 7/5; 6/4
Everton; 2; 2; 11/5; 85/40; 21/10; 2; 11/5; 2; 21/10; 2; 7/4; 41/20; 21/10; 19/10; 39/19; 21/10; 21/10; 28/13; 21/10; 2; 21/10; 2; 21/10; 21/10; 21/10; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-15 10:20:15 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 7/5; 7/5; 29/20; 7/5; 39/25; 6/4; 6/4; 7/5; 22/15; 29/20; 29/20; 29/20; 8/5; 29/20; 7/5; 11/8; 6/4; 7/5; 7/5; 10/7; 6/4; 29/20; 6/4; 7/5; 6/4; 6/4; 6/4
Everton; 19/10; 2; 2; 85/40; 21/10; 2; 11/5; 2; 21/10; 2; 7/4; 2; 21/10; 19/10; 39/19; 21/10; 21/10; 28/13; 21/10; 2; 21/10; 2; 21/10; 21/10; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 57/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 21/10; 11/5; 11/5; 23/10; 11/5; 9/4; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-15 13:06:05 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 7/5; 7/5; 7/5; 7/5; 39/25; 6/4; 6/4; 7/5; 22/15; 29/20; 6/4; 29/20; 8/5; 29/20; 7/5; 11/8; 6/4; 7/5; 7/5; 10/7; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4
Everton; 19/10; 2; 2; 85/40; 21/10; 2; 11/5; 2; 19/10; 7/4; 41/20; 21/10; 19/10; 39/19; 21/10; 21/10; 28/13; 21/10; 2; 39/19; 2; 21/10; 21/10; ; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 57/25; 23/10; 11/5; 21/10; 9/4; 11/5; 9/4; 11/5; 9/4; 43/20; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 21/10; 9/4; 9/4; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-15 20:13:54 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 7/5; 7/5; 7/5; 7/5; 153/100; 6/4; 6/4; 7/5; 22/15; 29/20; 29/20; 29/20; 8/5; 29/20; 7/5; 7/5; 16/11; 7/5; 17/12; 10/7; 6/4; 6/4; 16/11; 7/5; 7/5; 7/5; 6/4
Everton; 19/10; 2; 2; 109/50; 21/10; 2; 11/5; 2; 19/10; 7/4; 41/20; 21/10; 19/10; 39/19; 21/10; 21/10; 28/13; 85/40; 2; 21/10; 2; 21/10; 21/10; 21/10; ; ; 
Draw; 9/4; 9/4; 21/10; 11/5; 57/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-16 10:14:44 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 6/4; 7/5; 7/5; 7/5; 151/100; 6/4; 6/4; 7/5; 22/15; 29/20; 29/20; 29/20; 31/20; 29/20; 7/5; 7/5; 16/11; 7/5; 17/12; 10/7; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4
Everton; 21/10; 2; 2; 109/50; 21/10; 2; 11/5; 2; 21/10; 7/4; 2; 21/10; 39/19; 21/10; 21/10; 28/13; 85/40; 2; 39/19; 2; 21/10; 21/10; 21/10; ; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 23/10; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 43/20; 11/5; 21/10; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 9/4; 23/10
META; english/premier-league/stoke-v-everton; 2018-03-16 14:57:25 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 6/4; 7/5; 7/5; 7/5; 39/25; 6/4; 6/4; 7/5; 22/15; 29/20; 29/20; 29/20; 31/20; 6/4; 6/4; 7/5; 16/11; 7/5; 17/12; 10/7; 6/4; 7/5; 7/5; 6/4; 6/4; 
Everton; 21/10; 2; 2; 43/20; 21/10; 2; 11/5; 2; 21/10; 7/4; 41/20; 2; 39/19; 21/10; 28/13; 28/13; 2; 39/19; 2; 21/10; 21/10; 21/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 113/50; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 9/4; 23/10
META; english/premier-league/stoke-v-everton; 2018-03-16 16:14:16 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 6/4; 7/5; 6/4; 6/4; 39/25; 6/4; 6/4; 7/5; 22/15; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 7/5; 16/11; 7/5; 22/15; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4
Everton; 21/10; 2; 21/10; 43/20; 21/10; 2; 11/5; 2; 2; 2; 19/10; 39/19; 21/10; 21/10; 28/13; 2; 39/19; 2; 21/10; 21/10; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 113/50; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 43/20; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-16 16:17:25 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 6/4; 7/5; 6/4; 6/4; 81/50; 6/4; 6/4; 7/5; 22/15; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 7/5; 16/11; 7/5; 22/15; 10/7; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4
Everton; 21/10; 2; 21/10; 52/25; 21/10; 2; 11/5; 2; 2; 2; 19/10; 39/19; 21/10; 21/10; 28/13; 2; 39/19; 2; 21/10; 21/10; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 56/25; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 43/20; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4
META; english/premier-league/stoke-v-everton; 2018-03-17 12:13:52 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 8/5; 6/4; 8/5; 8/5; 13/8; 8/5; 13/8; 6/4; 28/17; 13/8; 8/5; 8/5; 6/4; 13/8; 17/10; 6/4; 8/5; 6/4; 23/15; 10/7; 13/8; 8/5; 8/5; 8/5; 13/8; 13/8; 13/8
Everton; 2; 19/10; 19/10; 2; 19/10; 15/8; 2; 19/10; 21/10; 19/10; 2; 19/10; 19/10; 2; 37/19; 37/19; 2; 28/13; 2; 19/10; 37/19; 19/10; 2; 2; ; ; 
Draw; 23/10; 11/5; 11/5; 21/10; 111/50; 23/10; 11/5; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5
META; english/premier-league/stoke-v-everton; 2018-03-17 13:12:33 GMT+2; 2018-03-17 15:00; e70300-dr003
Stoke; 7/4; 6/4; 7/4; 7/4; 9/5; 7/4; 13/8; 13/8; 20/11; 7/4; 9/5; 7/4; 7/4; 7/4; 9/5; 17/10; 7/4; 28/17; 31/18; 10/7; 9/5; 8/5; 7/4; 7/4; 9/5; 9/5; 9/5
Everton; 9/5; 15/8; 7/4; 9/5; 37/20; 15/8; 19/10; 9/5; 9/5; 7/4; 15/8; 17/10; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 30/17; 28/13; 9/5; 19/10; 9/5; 9/5; 9/5; 15/8; 15/8
Draw; 9/4; 11/5; 11/5; 21/10; 9/4; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 43/20; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/4; 11/5; 28/13; 21/10; 11/5; 11/5; 11/5
