META; english/premier-league/newcastle-v-tottenham; 2017-06-16 11:13:24 GMT+3; 2017-08-12 15:00; e70300-dr003
Tottenham; 3/4; 4/5; 4/5; 4/5; 8/13; 8/11; 17/20; 7/10; ; 4/6; 8/13; 5/6; 10/13; 7/10; 5/6; 8/11; 4/5; 7/9; 4/6; 4/5; 5/6; 10/13; 13/18; 3/4; 13/18; ; 8/15; ; 
Newcastle; 7/2; 10/3; 17/5; 3; 3; 7/2; 19/5; 7/2; 13/4; 10/3; 16/5; 10/3; 10/3; 7/2; 15/4; 10/3; 17/5; 3; 38/11; 15/4; 38/11; 13/4; 10/3; 10/3; 10/3; ; 7/2; ; 7/2
META; english/premier-league/newcastle-v-tottenham; 2017-07-27 14:42:56 GMT+3; 2017-08-13 13:30; e70300-dr003
Tottenham; 3/4; 4/5; 4/5; 4/5; 5/6; 8/11; 4/5; 8/11; 3/4; ; 3/4; 4/5; 3/4; 3/4; 3/4; 8/11; 3/4; 8/11; 14/19; 41/50; 11/14; 3/4; 4/5; 4/5; 3/4; ; 8/11; ; 8/11
Draw; 11/4; 13/5; 27/10; 5/2; 11/4; 11/4; 11/4; 11/4; 11/4; 13/5; 27/10; 11/4; 27/10; 14/5; 13/5; 13/5; 27/10; 11/4; 27/10; 73/25; 11/4; 11/4; 5/2; 14/5; 11/4; ; 27/10; ; 14/5
Newcastle; 7/2; 10/3; 7/2; 3; 3; 7/2; 19/5; 7/2; 7/2; ; 16/5; 10/3; 10/3; 7/2; 15/4; 10/3; 17/5; 7/2; 7/2; 15/4; 38/11; 7/2; 10/3; 7/2; 10/3; ; 7/2; ; 7/2
META; english/premier-league/newcastle-v-tottenham; 2017-07-31 11:57:54 GMT+3; 2017-08-13 13:30; e70300-dr003
Tottenham; 3/4; 4/5; 4/5; 4/5; 5/6; 8/11; 4/5; 8/11; 3/4; ; 3/4; 4/5; 3/4; 3/4; 3/4; 8/11; 3/4; 8/11; 14/19; 81/100; 11/14; 3/4; 3/4; 4/5; 4/5; ; 8/11; ; 8/11
Draw; 11/4; 13/5; 27/10; 5/2; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 27/10; 11/4; 27/10; 14/5; 13/5; 13/5; 27/10; 11/4; 27/10; 29/10; 11/4; 11/4; 13/5; 14/5; 11/4; ; 11/4; ; 14/5
Newcastle; 7/2; 10/3; 7/2; 3; 3; 7/2; 19/5; 7/2; 7/2; 16/5; 16/5; 10/3; 10/3; 7/2; 15/4; 10/3; 17/5; 7/2; 7/2; 77/20; 38/11; 7/2; 7/2; 7/2; 10/3; ; 10/3; ; 7/2
META; english/premier-league/newcastle-v-tottenham; 2017-08-02 12:28:45 GMT+3; 2017-08-13 13:30; e70300-dr003
Tottenham; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 8/11; 3/4; ; 3/4; 4/5; 3/4; 3/4; 3/4; 8/11; 3/4; 8/11; 14/19; 81/100; 11/14; 3/4; 3/4; 4/5; 4/5; ; 8/11; ; 8/11
Draw; 11/4; 13/5; 27/10; 5/2; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 27/10; 11/4; 27/10; 14/5; 13/5; 27/10; 27/10; 11/4; 27/10; 29/10; 11/4; 11/4; 13/5; 14/5; 11/4; ; 11/4; ; 14/5
Newcastle; 7/2; 10/3; 7/2; 3; 3; 7/2; 19/5; 7/2; 7/2; 16/5; 16/5; 10/3; 10/3; 18/5; 15/4; 7/2; 17/5; 7/2; 7/2; 77/20; 38/11; 7/2; 7/2; 7/2; 10/3; ; 7/2; ; 7/2
