META; english/premier-league/man-utd-v-leicester; 2017-06-26 14:24:15 GMT+3; 2017-08-26 15:00; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-leicester; 2017-06-26 14:29:17 GMT+3; 2017-08-26 15:00; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-leicester; 2017-07-21 16:26:43 GMT+3; 2017-08-26 17:30; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; 10/29; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-leicester; 2017-07-24 13:28:37 GMT+3; 2017-08-26 17:30; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; 10/29; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-leicester; 2017-07-27 14:43:47 GMT+3; 2017-08-26 17:30; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; 10/29; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/man-utd-v-leicester; 2017-07-31 11:58:46 GMT+3; 2017-08-26 17:30; e70300-dr003
Man Utd; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; 10/29; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; 
