META; english/premier-league/southampton-v-chelsea; 2018-04-03 18:14:17 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 12/5
Southampton; 7/2; 18/5; 7/2; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 08:13:54 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-04 18:15:00 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 7/10; 4/5; 4/6; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 5/6; 10/13; 4/5; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 12/5; 13/5; 12/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 53/20; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 19/5; 7/2; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-05 13:08:31 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 4/5; 4/5; 8/11; 7/9; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 4/5; 4/5; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 27/10; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 45/17; 5/2
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 18/5; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 4; 7/2; 3
META; english/premier-league/southampton-v-chelsea; 2018-04-06 08:13:53 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 4/5; 4/5; 8/11; 7/9; 4/5; 3/4; 4/5; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 4/5; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 27/10; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 
Southampton; 7/2; 15/4; 7/2; 18/5; 77/20; 18/5; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 4; 10/3; 
META; english/premier-league/southampton-v-chelsea; 2018-04-07 12:14:41 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 4/5; 3/4; 4/5; 4/5; 41/50; 4/5; 4/5; 8/11; 7/9; 4/5; 3/4; 4/5; 5/6; 4/5; 3/4; 4/5; 10/13; 3/4; 11/14; 7/9; 4/5; 10/13; 8/11
Draw; 5/2; 13/5; 5/2; 5/2; 57/20; 27/10; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 11/4; 5/2; 11/4; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 
Southampton; 7/2; 18/5; 7/2; 18/5; 77/20; 18/5; 7/2; 7/2; 7/2; 7/2; 18/5; 7/2; 10/3; 18/5; 15/4; 15/4; 38/11; 4; 56/19; 7/2; 4; ; 
META; english/premier-league/southampton-v-chelsea; 2018-04-10 08:13:03 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 17/20; 17/20; 5/6; 9/10; 17/20; 17/20; 4/5; 13/15; 17/20; 5/6; 5/6; 5/6; 9/10; 17/20; 5/6; 13/15; 6/7; 13/15; 13/15; 20/23; 13/15; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 5/2; 5/2; 67/25; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5
Southampton; 16/5; 10/3; 13/4; 10/3; 18/5; 7/2; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 10/3; 16/5; 100/30; 10/3; 33/10; 57/17; 57/17; 16/5; 18/5; 33/10; 10/3; 3; 10/3; 
META; english/premier-league/southampton-v-chelsea; 2018-04-11 12:50:27 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 17/20; 17/20; 5/6; 22/25; 17/20; 20/23; 4/5; 11/13; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 13/15; 13/15; 13/15; 11/13; 20/23; 13/15; 5/6; 5/6; 9/10; 10/11; 9/10
Draw; 5/2; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 13/5; 45/17; 13/5; 13/5; 27/10; 27/10; 
Southampton; 16/5; 10/3; 13/4; 10/3; 73/20; 7/2; 10/3; 10/3; 17/5; 10/3; 10/3; 10/3; 10/3; 100/30; 10/3; 17/5; 17/5; 57/17; 57/17; 18/5; 17/5; 10/3; 10/3; 7/2; 10/3; 7/2
META; english/premier-league/southampton-v-chelsea; 2018-04-11 16:45:38 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 17/20; 17/20; 5/6; 22/25; 17/20; 17/20; 4/5; 11/13; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 13/15; 13/15; 13/15; 11/13; 20/23; 13/15; 5/6; 5/6; 9/10; 10/11; 9/10
Draw; 5/2; 5/2; 5/2; 5/2; 69/25; 13/5; 13/5; 5/2; 28/11; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 13/5; 45/17; 13/5; 13/5; 27/10; 27/10; 27/10
Southampton; 16/5; 10/3; 10/3; 10/3; 18/5; 7/2; 10/3; 10/3; 17/5; 10/3; 10/3; 10/3; 10/3; 100/30; 10/3; 17/5; 17/5; 57/17; 57/17; 18/5; 17/5; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/southampton-v-chelsea; 2018-04-11 20:14:23 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 17/20; 17/20; 5/6; 22/25; 17/20; 17/20; 4/5; 6/7; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 13/15; 13/15; 13/15; 5/6; 20/23; 13/15; 5/6; 5/6; 9/10; 10/11; 9/10
Draw; 5/2; 5/2; 5/2; 5/2; 69/25; 13/5; 13/5; 5/2; 11/4; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 27/10; 13/5; 45/17; 13/5; 13/5; 13/5; 27/10; 27/10
Southampton; 16/5; 10/3; 10/3; 10/3; 18/5; 7/2; 10/3; 10/3; 39/11; 10/3; 10/3; 10/3; 10/3; 100/0; 10/3; 17/5; 17/5; 57/17; 7/2; 18/5; 17/5; 10/3; 3; 10/3; 10/3; 10/3
META; english/premier-league/southampton-v-chelsea; 2018-04-12 10:41:48 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 17/20; 17/20; 5/6; 9/10; 17/20; 20/23; 4/5; 6/7; 17/20; 5/6; 5/6; 17/20; 17/20; 17/20; 13/15; 13/15; 13/15; 5/6; 20/23; 13/15; 5/6; 5/6; 10/11; 10/11; 10/11
Draw; 5/2; 5/2; 12/5; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 45/17; 5/2; 13/5; 27/10; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 13/5
Southampton; 16/5; 10/3; 13/4; 10/3; 7/2; 7/2; 10/3; 10/3; 39/11; 10/3; 10/3; 16/5; 10/3; 100/0; 10/3; 57/17; 17/5; 57/17; 7/2; 18/5; 17/5; 10/3; 10/3; 7/2; 10/3; 7/2
META; english/premier-league/southampton-v-chelsea; 2018-04-13 08:12:52 GMT+3; 2018-04-14 12:30; e70300-dr003
Chelsea; 17/20; 5/6; 5/6; 5/6; 89/100; 20/23; 17/20; 5/6; 6/7; 5/6; 10/11; 5/6; 17/20; 17/20; 17/20; 5/6; 13/15; 11/13; 6/7; 5/6; 17/20; 13/15; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 11/4; 27/10; 13/5; 5/2; 11/4; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 45/17; 5/2; 45/17; 27/10; 27/10; 27/10; 13/5; 13/5; 23/10; 23/10; 13/5
Southampton; 7/2; 10/3; 10/3; 10/3; 71/20; 18/5; 10/3; 10/3; 39/11; 17/5; 7/2; 10/3; 10/3; 17/5; 100/30; 10/3; 17/5; 7/2; 33/10; 7/2; 15/4; 17/5; 10/3; 7/2; 3; 7/2; 
