META; english/premier-league/southampton-v-swansea; 2017-06-16 11:13:27 GMT+3; 2017-08-12 15:00; e70300-dr003
Southampton; 8/11; 8/11; 5/6; 8/11; 8/11; 8/11; 3/4; 7/10; ; 8/13; 8/13; 3/4; 7/10; 7/10; 3/4; 7/10; 14/19; 3/4; 8/11; 14/19; 39/50; 4/5; 3/4; 8/11; 3/4; ; 1/10; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 27/10; 12/5; ; 5/2; 5/2; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 5/2; 13/5; 45/17; 141/50; 27/10; 13/5; 11/4; 13/5; ; 19/10; ; 
Swansea; 15/4; 18/5; 7/2; 7/2; 10/3; 15/4; 17/4; 4; ; 9/2; 9/2; 7/2; 15/4; 4; 15/4; 15/4; 37/10; 15/4; 7/2; 37/10; 21/5; 17/5; 15/4; 7/2; 15/4; ; 1/20; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-26 14:23:30 GMT+3; 2017-08-12 15:00; e70300-dr003
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 3/4; 3/4; 8/11; 7/10; 7/10; 3/4; 7/10; 5/7; 7/10; 4/6; 5/7; 77/100; 13/17; 13/18; 8/11; 13/18; ; 8/13; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 12/5; 12/5; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 27/10; 13/5; 45/17; 14/5; 14/5; 45/17; 14/5; 45/17; ; 23/10; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 17/5; 17/5; 15/4; 15/4; 4; 15/4; 15/4; 50/13; 15/4; 7/2; 50/13; 22/5; 62/17; 39/10; 7/2; 75/19; ; 10/3; ; 
META; english/premier-league/southampton-v-swansea; 2017-06-26 14:28:28 GMT+3; 2017-08-12 15:00; e70300-dr003
Southampton; 4/6; 7/10; 5/6; 7/10; 8/11; 8/11; 7/10; 7/10; ; 3/4; 3/4; 8/11; 7/10; 7/10; 3/4; 7/10; 5/7; 7/10; 4/6; 5/7; 77/100; 13/17; 13/18; 8/11; 13/18; ; 8/13; ; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 14/5; 12/5; ; 12/5; 12/5; 13/5; 53/20; 12/5; 11/4; 5/2; 45/17; 27/10; 13/5; 45/17; 14/5; 14/5; 45/17; 14/5; 45/17; ; 23/10; ; 
Swansea; 17/4; 19/5; 7/2; 18/5; 10/3; 15/4; 9/2; 4; ; 17/5; 17/5; 15/4; 15/4; 4; 15/4; 15/4; 50/13; 15/4; 7/2; 50/13; 22/5; 62/17; 39/10; 7/2; 75/19; ; 10/3; ; 
