META; english/premier-league/watford-v-burnley; 2018-03-18 14:14:12 GMT+2; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 129/100; 23/20; 5/4; 11/10; 5/4; 13/10; 27/20; 13/10; 6/5; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 10/9
Draw; 11/5; 9/4; 11/5; 19/10; 21/10; 15/8; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 19/10; 
Burnley; 23/10; 23/10; 23/10; 64/25; 11/5; 12/5; 11/5; 27/11; 23/10; 23/10; 23/10; 23/10; 40/17; 12/5; 28/13; 27/11; 5/2; 12/5; 40/17; 2
META; english/premier-league/watford-v-burnley; 2018-03-23 14:40:02 GMT+2; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 129/00; 23/20; 5/4; 11/10; 5/4; 13/10; 27/20; 13/10; 6/5; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 10/9
Draw; 11/5; 9/4; 11/5; 59/25; 19/10; 21/10; 15/8; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 9/4; 21/10; 11/5; 28/13; 2
Burnley; 23/10; 23/10; 23/10; 64/25; 11/5; 12/5; 11/5; 27/11; 23/10; 23/10; 23/10; 23/10; 40/17; 12/5; 28/13; 27/11; 5/2; 40/17; 11/5
META; english/premier-league/watford-v-burnley; 2018-03-26 12:13:52 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 129/100; 23/20; 5/4; 11/10; 5/4; 5/4; 5/4; 27/20; 13/10; 11/10; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 10/9; 
Draw; 11/5; 9/4; 11/5; 59/25; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 28/13; 2
Burnley; 23/10; 23/10; 23/10; 64/25; 11/5; 5/2; 11/5; 27/11; 12/5; 23/10; 23/10; 23/10; 21/10; 40/17; 12/5; 28/13; 27/11; 5/2; 47/20; 12/5; 11/5
META; english/premier-league/watford-v-burnley; 2018-03-27 08:13:39 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 129/100; 23/20; 5/4; 11/10; 5/4; 5/4; 5/4; 27/20; 13/10; 11/10; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 23/20; 
Draw; 11/5; 9/4; 11/5; 59/25; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 28/13; 2
Burnley; 23/10; 23/10; 23/10; 64/25; 11/5; 5/2; 11/5; 27/11; 12/5; 23/10; 23/10; 23/10; 21/10; 40/17; 12/5; 28/13; 27/11; 5/2; 47/20; 40/17; 11/5
META; english/premier-league/watford-v-burnley; 2018-03-28 08:14:22 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 32/25; 23/20; 5/4; 11/10; 5/4; 5/4; 5/4; 27/20; 13/10; 11/10; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 6/5; 
Draw; 11/5; 9/4; 11/5; 12/5; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 28/13; 2
Burnley; 23/10; 23/10; 23/10; 51/20; 11/5; 12/5; 11/5; 27/11; 12/5; 23/10; 23/10; 23/10; 21/10; 40/17; 12/5; 28/13; 27/11; 5/2; 47/20; 40/17; 11/5
META; english/premier-league/watford-v-burnley; 2018-03-29 08:13:59 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 127/100; 13/10; 5/4; 5/4; 5/4; 5/4; 27/20; 13/10; 11/10; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 6/5; 
Draw; 11/5; 9/4; 11/5; 12/5; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 21/10; 11/5; 11/5; 28/13; 2
Burnley; 23/10; 23/10; 23/10; 51/20; 12/5; 12/5; 23/10; 27/11; 12/5; 23/10; 23/10; 23/10; 21/10; 40/17; 12/5; 28/13; 27/11; 5/2; 47/20; 40/17; 11/5
META; english/premier-league/watford-v-burnley; 2018-03-31 12:14:39 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 5/4; 32/25; 13/10; 5/4; 5/4; 5/4; 5/4; 27/20; 13/10; 6/5; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 6/5; ; 
Draw; 11/5; 9/4; 11/5; 119/50; 11/5; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 9/4; 21/10; 11/5; 11/5; 28/13; 2; 
Burnley; 23/10; 23/10; 23/10; 64/25; 12/5; 12/5; 23/10; 27/11; 12/5; 23/10; 23/10; 23/10; 9/4; 23/10; 12/5; 28/13; 27/11; 5/2; 47/20; 40/17; 9/4
META; english/premier-league/watford-v-burnley; 2018-04-03 18:14:02 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 5/4; 13/10; 13/10; 143/100; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 13/10; 11/8; 5/4; 23/17; 13/10; 6/5; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 107/50; 11/5; 21/10; 2; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 28/13; 11/5; 11/5; 28/13; 11/5; 11/5; 28/13; 21/10; 2; 21/10; 21/10
Burnley; 23/10; 9/4; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 27/11; 40/17; 12/5; 23/10; 12/5; 9/4; 21/10; 12/5; 5/2
META; english/premier-league/watford-v-burnley; 2018-04-04 08:13:38 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 13/10; 13/10; 13/10; 141/100; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 13/10; 13/10; 5/4; 23/17; 13/10; 6/5; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 109/50; 11/5; 21/10; 2; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 28/13; 11/5; 11/5; 28/13; 11/5; 11/5; 28/13; 21/10; 2; 21/10; 21/10
Burnley; 23/10; 11/5; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 27/11; 40/17; 5/2; 23/10; 12/5; 9/4; 21/10; 12/5; 5/2
META; english/premier-league/watford-v-burnley; 2018-04-04 18:14:43 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 5/4; 13/10; 13/10; 13/10; 141/00; 13/10; 11/8; 6/5; 26/19; 13/10; 13/10; 13/10; 7/5; 13/10; 13/10; 5/4; 23/17; 5/4; 23/18; 4/3; 11/8; 5/4; 23/17; 13/10; 27/20; 13/10; 27/20
Draw; 11/5; 11/5; 21/10; 21/10; 109/0; 11/5; 21/10; 2; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; 21/10; 11/5; 2; 21/10
Burnley; 23/10; 11/5; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 23/10; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 27/11; 27/11; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 5/2
META; english/premier-league/watford-v-burnley; 2018-04-05 13:08:16 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 13/10; 13/10; 13/10; 13/10; 141/100; 7/5; 11/8; 13/10; 26/19; 13/10; 13/10; 13/10; 7/5; 27/20; 13/10; 13/10; 23/17; 5/4; 23/18; 4/3; 11/8; 23/17; 13/10; 27/20; 13/10; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 109/50; 11/5; 21/10; 2; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 11/5; 2; 11/5
Burnley; 23/10; 11/5; 23/10; 23/10; 5/2; 5/2; 23/10; 23/10; 5/2; 23/10; 23/10; 23/10; 21/10; 23/10; 23/10; 21/10; 40/17; 12/5; 27/11; 27/11; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10
META; english/premier-league/watford-v-burnley; 2018-04-06 08:13:37 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 7/5; 5/4; 13/10; 13/10; 7/5; 7/5; 11/8; 13/10; 26/19; 13/10; 7/5; 13/10; 7/5; 27/20; 13/10; 5/4; 23/17; 5/4; 23/18; 4/3; 11/8; 23/17; 13/10; 27/20; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 54/25; 11/5; 21/10; 2; 28/13; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5
Burnley; 12/5; 23/10; 23/10; 23/10; 127/50; 5/2; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5
META; english/premier-league/watford-v-burnley; 2018-04-06 09:15:32 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 7/5; 5/4; 13/10; 13/10; 7/5; 7/5; 11/8; 13/10; 26/19; 13/10; 7/5; 13/10; 7/5; 27/20; 13/10; 5/4; 23/17; 5/4; 23/18; 4/3; 11/8; 23/17; 13/10; 13/10; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 54/25; 11/5; 21/10; 2; 28/13; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5
Burnley; 12/5; 23/10; 23/10; 23/10; 127/50; 5/2; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5
META; english/premier-league/watford-v-burnley; 2018-04-06 16:26:16 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 7/5; 5/4; 5/4; 11/8; 139/100; 7/5; 11/8; 13/10; 26/19; 13/10; 11/8; 13/10; 7/5; 27/20; 11/8; 5/4; 23/17; 5/4; 4/3; 4/3; 11/8; 23/17; 13/10; 13/10; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 21/10; 43/20; 11/5; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 21/10; 43/20; 11/5; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 
Burnley; 12/5; 23/10; 23/10; 23/10; 129/50; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 21/10; 47/20; 23/10; 9/4; 12/5; 12/5; 40/17; 27/11; 5/2; 12/5; 23/10; 12/5; 12/5; 
META; english/premier-league/watford-v-burnley; 2018-04-07 12:14:24 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 7/5; 13/10; 7/5; 7/5; 6/4; 29/20; 7/5; 11/8; 16/11; 29/20; 11/8; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 23/17; 11/8; 10/7; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5
Draw; 9/4; 11/5; 21/10; 21/10; 11/5; 9/4; 21/10; 21/10; 24/11; 21/10; 21/10; 21/10; 11/5; 43/20; 11/5; 21/10; 28/13; 21/10; 11/5; 28/13; 11/5; 11/5; 21/10; 21/10; 11/5; 
Burnley; 23/10; 11/5; 11/5; 23/10; 23/10; 23/10; 9/4; 21/10; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10
META; english/premier-league/watford-v-burnley; 2018-04-07 13:22:11 GMT+3; 2018-04-07 15:00; e70300-dr003
Watford; 7/5; 7/5; 29/20; 7/5; 37/25; 29/20; 7/5; 11/8; 16/11; 29/20; 7/5; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 10/7; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5
Draw; 9/4; 21/10; 21/10; 21/10; 56/25; 9/4; 21/10; 21/10; 24/11; 21/10; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 28/13; 21/10; 28/13; 28/13; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5
Burnley; 23/10; 21/10; 11/5; 23/10; 23/10; 23/10; 11/5; 21/10; 23/10; 11/5; 23/10; 23/10; 11/5; 43/20; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 23/10; 23/10
