META; english/premier-league/newcastle-v-west-ham; 2017-06-26 14:24:17 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-06-26 14:29:19 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-07-21 16:26:32 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-07-24 13:28:18 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-07-27 14:43:36 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-07-31 11:58:36 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/newcastle-v-west-ham; 2017-08-02 12:29:27 GMT+3; 2017-08-26 15:00; e70300-dr003
Newcastle; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; 
