META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-10 00:18:34 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 13/20; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 11/4; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 16:18:40 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 20:18:40 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 13/20; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 11/4; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 00:18:28 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 04:18:14 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 13/20; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 4/6; 11/18; 7/12; 3/5; 4/7; 11/18; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 11/4; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 5; 47/10; 27/5; 17/4; 27/5; 47/10; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 08:18:12 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; ; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 12:18:19 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; 13/20; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/33; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; 13/5; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; ; 73/25; 13/5; 14/5; 13/5; ; 4/11; 12/5; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; 24/5; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 16:18:18 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 13/20; 4/7; 8/13; 13/20; 8/13; 6/10; ; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 13/20; 4/7; 11/17; 4/6; ; 1/33; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 11/4; 13/5; 5/2; 11/4; ; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 73/25; 13/5; 27/10; 5/2; ; 4/11; 12/5; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; ; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 11/2; 21/5; 19/4; 9/2; ; 4/11; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-23 20:18:19 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 63/100; 4/7; 11/17; 4/6; ; 1/33; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 31/10; 13/5; 27/10; 5/2; ; 4/11; 12/5; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 19/4; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 4/11; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 00:18:11 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 63/100; 4/7; 11/17; 4/6; ; 1/33; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 31/10; 13/5; 27/10; 5/2; ; 4/11; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 19/4; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 04:18:11 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 63/100; 4/7; 11/17; 4/6; ; 4/9; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 31/10; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 19/4; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 08:18:13 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 63/100; 4/7; 11/17; 4/6; ; 4/9; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 31/10; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 19/4; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 12:18:18 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 63/100; 4/7; 11/17; 4/6; ; 4/9; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 31/10; 13/5; 27/10; 5/2; ; 5/2; 12/5; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 19/4; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 16:18:50 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 16/25; 4/7; 11/17; 4/6; ; 4/9; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-24 20:18:12 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 16/25; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 45/17; 27/10; 29/10; 27/10; 45/17; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-25 00:18:20 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 16/25; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-25 04:18:18 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 8/15; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 33/50; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 6; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-25 08:18:20 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 33/50; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-25 12:18:17 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 3/5; 8/13; 11/18; 33/50; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-25 20:18:25 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 8/13; 11/17; 3/5; 8/13; 8/13; 33/50; 4/7; 11/17; 4/6; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 29/10; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 23/5; 19/4; 17/4; 23/5; 23/5; 27/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 00:18:28 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 26/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 04:18:21 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 26/5; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 08:18:32 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 29/10; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 12:19:00 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 29/10; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 16:19:27 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-26 20:18:57 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 00:18:57 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 04:19:02 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 08:18:56 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 4/6; 4/6; ; 4/6; 8/13; 4/7; 8/13; 13/20; 8/13; 6/10; 8/13; 13/20; 4/6; 4/6; 11/18; 11/17; 11/17; 8/13; 11/18; 17/25; 4/7; 11/17; 8/13; ; 4/7; 4/7; 
Draw; 12/5; ; 13/5; 13/5; ; 14/5; 14/5; 5/2; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 19/4; 9/2; ; 19/4; 19/4; 17/4; 19/4; 9/2; 9/2; 5; 9/2; 24/5; 9/2; 5; 79/17; 19/4; 17/4; 23/5; 79/17; 51/10; 21/5; 19/4; 9/2; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 12:18:58 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 8/13; 8/13; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 12/5; 23/10; 
