META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-02 16:19:40 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-04 16:19:47 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 00:19:41 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 04:19:27 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 08:19:20 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 12:19:33 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 16:19:29 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-05 20:19:16 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 00:19:23 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 04:19:15 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 08:19:10 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 12:20:12 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 16:19:55 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-06 20:20:22 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 00:21:01 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 04:19:37 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 08:19:33 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 12:20:57 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 16:21:36 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 11/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 49/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 3; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-07 20:19:56 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 00:20:08 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 04:19:12 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 08:19:15 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 12:19:41 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 16:19:24 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-08 20:19:44 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 00:19:08 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; 6/5; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; 13/10; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 04:18:50 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; 6/5; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; 13/10; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 08:18:59 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 21/20; ; ; 21/20; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 62/25; ; ; ; ; 6/5; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/5; ; ; 63/20; ; ; ; ; 13/10; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 12:19:12 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; ; ; ; 5/6; 5/6; ; ; ; ; ; ; 1; ; 21/20; ; 1; 21/20; ; ; ; ; 8/13; ; 
Draw; ; ; ; ; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 62/25; ; ; ; ; 7/5; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; 10/3; 10/3; ; ; ; ; ; ; 27/10; ; 13/5; ; 27/10; 63/20; ; ; ; ; 6/4; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 16:19:47 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; 4/5; ; ; ; ; 17/20; 20/23; ; 5/6; 17/20; ; ; 5/6; ; 10/11; 11/13; 5/6; ; 13/15; ; 5/6; 51/50; 5/6; ; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; ; 5/2; ; 5/2; 13/5; 27/11; ; 5/2; ; 27/11; 127/50; 5/2; ; ; ; 9/5; ; 
Deportivo La Coruna; 7/2; ; ; ; ; 10/3; 16/5; ; 10/3; 10/3; ; ; 10/3; ; 16/5; 7/2; 41/13; ; 3; ; 41/13; 16/5; 14/5; ; ; ; 19/10; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-09 20:19:36 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; 4/5; ; ; ; ; 17/20; 20/23; ; 5/6; 17/20; ; ; 5/6; ; 10/11; 11/13; 5/6; 13/15; 5/6; 5/6; 24/25; 5/6; 11/13; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; ; 5/2; ; 5/2; 13/5; 27/11; 5/2; 5/2; 27/11; 127/50; 5/2; 5/2; ; ; 9/5; ; 
Deportivo La Coruna; 7/2; ; ; ; ; 10/3; 16/5; ; 10/3; 10/3; ; ; 10/3; ; 16/5; 7/2; 41/13; 3; 3; 41/13; 7/2; 14/5; 13/4; ; ; 9/5; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-10 00:19:23 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; 4/5; ; ; ; ; 17/20; 20/23; ; 5/6; 17/20; ; ; 5/6; ; 10/11; 11/13; 5/6; 13/15; 5/6; 5/6; 24/25; 5/6; 11/13; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; ; 5/2; ; 5/2; 13/5; 27/11; 5/2; 5/2; 27/11; 127/50; 5/2; 5/2; ; ; 9/5; ; 
Deportivo La Coruna; 7/2; ; ; ; ; 10/3; 16/5; ; 10/3; 10/3; ; ; 10/3; ; 16/5; 7/2; 41/13; 3; 3; 41/13; 7/2; 14/5; 13/4; ; ; 9/5; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-10 04:19:21 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; 4/5; ; ; ; ; 17/20; 20/23; ; 5/6; 17/20; ; ; 5/6; ; 10/11; 11/13; 5/6; 13/15; 5/6; 5/6; 24/25; 5/6; 11/13; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; ; 5/2; ; 5/2; 13/5; 27/11; 5/2; 5/2; 27/11; 127/50; 5/2; 5/2; ; ; 9/5; ; 
Deportivo La Coruna; 7/2; ; ; ; ; 10/3; 16/5; ; 10/3; 10/3; ; ; 10/3; ; 16/5; 7/2; 41/13; 3; 3; 41/13; 7/2; 14/5; 13/4; ; ; 9/5; ; 
META; spain/la-liga-primera/las-palmas-v-deportivo-la-coruna; 2017-01-10 08:19:25 GMT+2; 2017-01-20 19:45; e70300-dr003
Las Palmas; 4/5; ; ; ; ; 9/10; 20/23; ; 5/6; 17/20; ; ; 5/6; ; 10/11; 11/13; 5/6; 13/15; 5/6; 5/6; 24/25; 5/6; 11/13; ; ; 8/13; ; 
Draw; 5/2; ; ; ; ; 13/5; 13/5; ; 5/2; 5/2; ; ; 5/2; ; 5/2; 13/5; 27/11; 5/2; 5/2; 27/11; 127/50; 5/2; 5/2; ; ; 9/5; ; 
