META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-05 00:19:48 GMT+2; 2017-01-06 19:45; e70300-dr003
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-06 16:21:18 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-06 20:20:42 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 00:19:57 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 04:19:40 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 08:19:35 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 12:20:24 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 15/4; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 16:20:32 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-07 20:20:20 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 00:19:28 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 04:19:31 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 08:19:18 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 12:19:40 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 16:20:20 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-08 20:19:58 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 00:20:05 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 04:18:19 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 08:18:16 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 12:19:02 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 16:19:14 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-09 20:20:10 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 00:18:29 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 04:18:26 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 08:18:34 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 12:19:33 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 16:18:39 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-10 20:19:38 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 00:18:17 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 04:18:07 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 08:18:09 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 12:18:25 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 16:18:25 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-11 20:18:32 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; 13/15; ; 5/6; ; 13/15; 9/10; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; 5/2; ; 5/2; 53/20; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 3; ; 3; ; 3; 73/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 00:17:48 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; ; ; 11/10; ; 1; ; 11/10; 19/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 12/5; ; 5/2; ; 12/5; 67/25; ; ; ; ; ; ; 
Deportivo La Coruna; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 9/4; ; 5/2; ; 9/4; 10/3; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 04:17:55 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; 11/10; 11/10; ; 1; ; 11/10; 19/20; ; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 12/5; 12/5; ; 5/2; ; 12/5; 67/25; ; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; 13/5; 9/4; ; 5/2; ; 9/4; 10/3; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 08:17:54 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; 11/10; 11/10; ; 1; ; 11/10; 19/20; ; ; ; ; ; ; 
Draw; 11/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 9/4; 9/4; ; 5/2; ; 9/4; 67/25; ; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; ; ; ; 27/10; ; ; ; ; ; ; ; ; 11/4; 27/11; ; 5/2; ; 27/11; 10/3; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 12:10:37 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 11/10; ; ; 11/10; ; 11/10; ; ; ; ; ; 21/20; 11/10; 21/20; ; 1; ; 21/20; 1; 1; ; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 23/10; ; 23/10; ; ; ; ; ; 12/5; 9/4; 9/4; ; 5/2; ; 23/10; 67/25; 9/4; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 11/4; ; ; 27/10; ; 13/5; ; ; ; ; ; 11/4; 11/4; 13/5; ; 5/2; ; 27/11; 31/10; 13/5; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 16:19:07 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 11/10; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 11/10; 21/20; ; 1; ; 21/20; 1; 1; ; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 23/10; ; 5/2; ; 23/10; 67/25; 9/4; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 11/4; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 11/4; 27/11; ; 5/2; ; 27/11; 31/10; 13/5; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-12 20:19:15 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 21/20; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 15/13; 21/20; ; 1; ; 21/20; 1; 1; ; ; ; ; ; 
Draw; 11/5; ; ; 21/10; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 11/5; ; 5/2; ; 11/5; 67/25; 9/4; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 14/5; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 14/5; 45/17; ; 5/2; ; 45/17; 31/10; 13/5; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 00:18:46 GMT+2; 2017-01-06 19:45; e70300-dr003
