META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-12 00:18:08 GMT+2; 2017-01-09 19:45; e70300-dr003
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; ; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 04:18:57 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 08:26:08 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 12:19:07 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 16:20:03 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 1; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 1; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 9/4; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 12/5; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 27/10; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 28/11; 13/5; 5/2; 13/5; 28/11; 143/50; 12/5; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 20:19:36 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 23/20; 21/20; 1; 21/20; 21/20; 21/20; 1; 11/10; ; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 9/4; 12/5; ; ; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; ; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 11/4; 11/4; ; 5/2; 11/4; ; 13/5; ; 13/5; 13/5; ; ; 12/5; 11/4; 28/11; 13/5; 5/2; 13/5; 28/11; 143/50; ; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 00:18:56 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 20/21; ; 1; ; 19/20; 21/20; ; ; 23/20; 1; 10/11; 19/20; 1; 20/21; 10/11; 51/50; 19/20; 19/20; ; ; ; ; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; ; 9/4; 12/5; ; ; 12/5; 5/2; 12/5; 13/5; 12/5; 13/5; 12/5; 53/20; 12/5; 13/5; ; ; ; ; 
Osasuna; 11/4; ; 14/5; 3; ; 5/2; 14/5; ; 14/5; ; 27/10; 13/5; ; ; 12/5; 3; 14/5; 37/13; 13/5; 14/5; 14/5; 61/20; 5/2; 37/13; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 04:18:34 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 20/21; ; 1; ; 19/20; 21/20; ; ; 23/20; 1; 10/11; 19/20; 1; 20/21; 10/11; 103/100; 19/20; 19/20; ; ; ; ; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; ; 9/4; 12/5; ; ; 12/5; 5/2; 12/5; 13/5; 12/5; 13/5; 12/5; 53/20; 12/5; 13/5; ; ; ; ; 
Osasuna; 14/5; ; 14/5; 3; ; 5/2; 29/10; ; 14/5; ; 27/10; 13/5; ; ; 12/5; 3; 14/5; 37/13; 13/5; 14/5; 14/5; 3; 5/2; 37/13; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 08:18:57 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 1; ; 1; ; 19/20; 21/20; ; ; 23/20; 1; 10/11; 19/20; 1; ; 10/11; 103/100; 19/20; 19/20; ; ; ; ; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 12/5; ; 5/2; ; 9/4; 12/5; ; ; 12/5; 5/2; 12/5; 13/5; 12/5; ; 12/5; 53/20; 12/5; 13/5; ; ; ; ; 
Osasuna; 14/5; ; 14/5; 3; ; 5/2; 29/10; ; 14/5; ; 27/10; 13/5; ; ; 12/5; 3; 14/5; 37/13; 13/5; ; 14/5; 3; 5/2; 37/13; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 12:18:49 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 1; ; 1; 20/21; 19/20; 21/20; ; ; 23/20; 21/20; 10/11; 19/20; 1; 20/21; 10/11; 1; 19/20; 19/20; ; ; ; ; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; 5/2; 9/4; 12/5; ; ; 12/5; 5/2; 12/5; 13/5; 12/5; 13/5; 12/5; 53/20; 12/5; 13/5; ; ; ; ; 
Osasuna; 14/5; ; 14/5; 3; ; 5/2; 14/5; ; 14/5; 14/5; 13/5; 13/5; ; ; 12/5; 14/5; 14/5; 37/13; 13/5; 14/5; 14/5; 31/10; 5/2; 37/13; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 16:18:44 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 19/20; ; 1; 20/21; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; ; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; ; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 37/13; 37/13; 27/10; 14/5; 37/13; 31/10; 5/2; 37/13; ; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-19 20:19:19 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 37/40; ; 1; 20/21; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; 12/5; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 00:19:01 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 19/20; ; 1; 20/21; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 04:18:55 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 37/40; ; 1; 20/21; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; 12/5; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 11/4; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 08:19:00 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 19/20; ; 1; 20/21; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; ; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; 12/5; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; ; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 11/4; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 12:19:31 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 19/20; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 11/4; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 16:19:38 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-20 20:19:44 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 00:19:02 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 10/11; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 5/2; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 04:18:50 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 23/10; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 11/4; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 08:19:06 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 1; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 5/6; 
Draw; 23/10; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 21/10; 
Osasuna; 14/5; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 37/13; 37/13; 27/10; 14/5; 37/13; 31/10; 5/2; 37/13; 11/4; ; ; 11/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 12:19:11 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 19/20; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 1; 19/20; 19/20; 19/20; ; ; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 5/2; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 53/20; 12/5; 13/5; 12/5; ; ; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; ; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 16:19:16 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/100; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/100; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/100; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-21 20:21:20 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 00:18:56 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 04:18:50 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 08:18:42 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; ; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 5/6; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; ; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 21/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; ; 14/5; 3; 37/13; 37/13; 27/10; 14/5; 37/13; 31/10; 5/2; 37/13; 14/5; ; 1/12; 11/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 12:18:50 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 19/20; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 5/2; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 16:18:58 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-22 20:18:56 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 19/20; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/50; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 5/2; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-23 00:18:46 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/33; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 12/5; 13/5; 5/2; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-23 04:18:30 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 19/20; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; 10/11; 51/50; 19/20; 19/20; 19/20; ; 1/33; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 5/2; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/5; 27/11; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 3; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; 14/5; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-23 08:18:29 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 19/20; 20/21; ; 51/50; 19/20; 19/20; 19/20; ; 1/33; 10/11; 
Draw; 12/5; ; 12/5; 23/10; ; 5/2; 13/5; ; 5/2; 5/2; 23/10; 12/5; ; 13/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/5; ; 13/5; 12/5; 13/5; 12/5; ; 1/12; 23/10; 
Osasuna; 3; ; 29/10; 3; ; 5/2; 29/10; ; 14/5; 14/5; 27/10; 13/5; ; 27/10; 14/5; 3; 14/5; 37/13; 27/10; 14/5; ; 31/10; 5/2; 37/13; 14/5; ; 1/12; 12/5; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-23 12:18:36 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 10/11; ; 1; 20/21; ; 21/20; 37/40; ; 1; 10/11; 19/20; 21/20; ; 19/20; 1; 1; 10/11; 19/20; 21/20; 20/21; ; 51/50; 19/20; 19/20; 19/20; ; 1/33; 10/11; 
