META; spain/la-liga-primera/valencia-v-barcelona; 2016-10-04 08:19:56 GMT+3; 2016-10-22 15:15; e70300-dr003
Barcelona; 2/5; ; 2/5; ; ; ; 2/5; ; ; 1/3; 2/5; ; ; ; ; 4/9; 2/5; 4/11; 1/3; 6/17; 1/3; 4/11; 2/5; 2/5; ; ; ; ; 
Draw; 7/2; ; 19/5; ; ; ; 21/5; ; ; 17/4; 4; ; ; ; ; 18/5; 4; 50/13; 17/4; 4; 21/5; 50/13; 43/10; 4; ; ; ; ; 
Valencia; 7; ; 6; ; ; ; 6; ; ; 15/2; 11/2; ; ; ; ; 6; 13/2; 25/4; 15/2; 7; 15/2; 25/4; 79/10; 5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-barcelona; 2016-10-04 12:20:20 GMT+3; 2016-10-22 15:15; e70300-dr003
Barcelona; 2/5; ; 2/5; ; ; ; 2/5; ; ; 1/3; 2/5; ; ; ; ; 4/9; 2/5; 4/11; 1/3; 6/17; 1/3; 4/11; 2/5; 2/5; ; ; ; ; 
Draw; 7/2; ; 19/5; ; ; ; 21/5; ; ; 17/4; 4; ; ; ; ; 18/5; 4; 50/13; 17/4; 4; 21/5; 50/13; 43/10; 4; ; ; ; ; 
Valencia; 7; ; 6; ; ; ; 6; ; ; 15/2; 11/2; ; ; ; ; 6; 13/2; 25/4; 15/2; 7; 15/2; 25/4; 79/10; 5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-barcelona; 2016-10-04 16:20:36 GMT+3; 2016-10-22 15:15; e70300-dr003
Barcelona; 2/5; ; 2/5; ; ; ; 2/5; ; ; 1/3; 2/5; ; ; ; ; 4/9; 2/5; 4/11; 1/3; 6/17; 1/3; 4/11; 2/5; 2/5; ; ; ; ; 
Draw; 7/2; ; 19/5; ; ; ; 21/5; ; ; 17/4; 4; ; ; ; ; 18/5; 4; 50/13; 17/4; 4; 21/5; 50/13; 43/10; 4; ; ; ; ; 
Valencia; 7; ; 6; ; ; ; 6; ; ; 15/2; 11/2; ; ; ; ; 6; 13/2; 25/4; 15/2; 7; 15/2; 25/4; 79/10; 5; ; ; ; ; 
META; spain/la-liga-primera/valencia-v-barcelona; 2016-10-04 20:20:38 GMT+3; 2016-10-22 15:15; e70300-dr003
Barcelona; 2/5; ; 2/5; ; ; ; 2/5; ; ; 1/3; 2/5; ; ; ; ; 4/9; 2/5; 4/11; 1/3; 6/17; 1/3; ; 2/5; 2/5; ; ; ; ; 
Draw; 7/2; ; 19/5; ; ; ; 21/5; ; ; 17/4; 4; ; ; ; ; 18/5; 4; 50/13; 17/4; 4; 21/5; ; 43/10; 4; ; ; ; ; 
