META; spain/la-liga-primera/real-madrid-v-athletic-bilbao; 2016-10-04 08:20:12 GMT+3; 2016-10-23 19:45; e70300-dr003
Real Madrid; 1/4; ; 2/7; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; 2/7; 1/4; 3/13; 1/4; 1/4; 1/4; 3/13; 3/11; 4/17; ; ; ; ; 
Draw; 19/4; ; 19/4; ; ; ; 11/2; ; ; 5; ; ; ; ; ; 19/4; 11/2; 94/19; 5; 19/4; 5; 94/19; 53/10; 51/10; ; ; ; ; 
Athletic Bilbao; 10; ; 10; ; ; ; 10; ; ; 19/2; ; ; ; ; ; 19/2; 10; 19/2; 19/2; 9; 19/2; 19/2; 13; 81/10; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-athletic-bilbao; 2016-10-04 12:20:37 GMT+3; 2016-10-23 19:45; e70300-dr003
Real Madrid; 1/4; ; 2/7; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; 2/7; 1/4; 3/13; 1/4; 1/4; 1/4; 3/13; 3/11; 4/17; ; ; ; ; 
Draw; 19/4; ; 19/4; ; ; ; 21/4; ; ; 5; ; ; ; ; ; 19/4; 11/2; 94/19; 5; 19/4; 5; 94/19; 53/10; 51/10; ; ; ; ; 
Athletic Bilbao; 10; ; 10; ; ; ; 10; ; ; 19/2; ; ; ; ; ; 19/2; 10; 19/2; 19/2; 9; 19/2; 19/2; 13; 81/10; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-athletic-bilbao; 2016-10-04 16:20:56 GMT+3; 2016-10-23 19:45; e70300-dr003
Real Madrid; 1/4; ; 2/7; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; 2/7; 1/4; 3/13; 1/4; 1/4; 1/4; 3/13; 3/11; 4/17; ; ; ; ; 
Draw; 19/4; ; 19/4; ; ; ; 21/4; ; ; 5; ; ; ; ; ; 19/4; 11/2; 94/19; 5; 19/4; 5; 94/19; 53/10; 51/10; ; ; ; ; 
Athletic Bilbao; 10; ; 10; ; ; ; 10; ; ; 19/2; ; ; ; ; ; 19/2; 10; 19/2; 19/2; 9; 19/2; 19/2; 13; 81/10; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-athletic-bilbao; 2016-10-04 20:20:58 GMT+3; 2016-10-23 19:45; e70300-dr003
Real Madrid; 1/4; ; 2/7; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; 2/7; 1/4; 3/13; 1/4; 1/4; 1/4; ; 3/11; 4/17; ; ; ; ; 
