META; spain/la-liga-primera/barcelona-v-betis; 2016-07-17 08:17:41 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; ; 1/10; ; ; 1/12; 1/12; ; 1/20; ; 1/9; 1/7; ; 1/12; 1/10; 1/12; 1/9; ; ; ; 1/20; ; 
Draw; 8; ; ; ; ; ; 9; ; ; 19/2; 15/2; ; 7; ; 17/2; 13/2; ; 19/2; 31/4; 19/2; 7; ; ; ; 1/100; ; 
Betis; 22; ; ; ; ; ; 25; ; ; 25; 20; ; 20; ; 28; 22; ; 25; 19; 25; 19; ; ; ; 1/100; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-17 12:17:51 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; ; 1/10; ; ; 1/12; 1/12; ; 1/20; ; 1/9; 1/7; ; 1/12; 1/10; 1/12; 1/9; ; ; ; ; ; 
Draw; 8; ; ; ; ; ; 9; ; ; 19/2; 15/2; ; 7; ; 17/2; 13/2; ; 19/2; 31/4; 19/2; 7; ; ; ; ; ; 
Betis; 22; ; ; ; ; ; 25; ; ; 25; 20; ; 20; ; 28; 22; ; 25; 19; 25; 19; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-17 16:18:00 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/10; ; ; 1/12; 1/12; ; 1/20; ; 1/9; 1/7; ; 1/12; 1/10; 1/12; 1/9; 1/8; ; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 9; ; ; 19/2; 15/2; ; 7; ; 17/2; 13/2; ; 19/2; 31/4; 19/2; 7; 10; ; ; ; ; 
Betis; 22; ; ; ; ; 18; 25; ; ; 25; 20; ; 20; ; 28; 22; ; 25; 19; 25; 19; 25; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-17 20:17:56 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/12; ; 1/20; ; 1/10; 1/11; ; 1/12; 1/10; 1/12; 1/9; 1/8; ; ; 1/20; ; 
Draw; 8; ; ; ; ; 13/2; 19/2; ; ; 19/2; 15/2; ; 7; ; 17/2; 19/2; ; 19/2; 31/4; 19/2; 7; 10; ; ; 1/100; ; 
Betis; 22; ; ; ; ; 18; 28; ; ; 25; 20; ; 20; ; 28; 25; ; 25; 19; 25; 39/2; 25; ; ; 1/100; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 00:17:54 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/9; ; 1/20; ; 1/10; 1/11; ; 1/12; 1/10; 1/12; 1/9; 1/8; ; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 19/2; ; ; 19/2; 9; ; 7; ; 17/2; 19/2; ; 19/2; 31/4; 19/2; 7; 10; ; ; ; ; 
Betis; 22; ; ; ; ; 18; 28; ; ; 25; 22; ; 20; ; 28; 25; ; 25; 19; 25; 39/2; 25; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 04:17:53 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/9; ; 1/20; ; 1/10; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; ; ; 1/20; ; 
Draw; 8; ; ; ; ; 13/2; 10; ; ; 19/2; 9; ; 7; ; 17/2; 19/2; ; 19/2; 31/4; 19/2; 17/2; 10; ; ; 1/100; ; 
Betis; 22; ; ; ; ; 18; 28; ; ; 25; 22; ; 20; ; 28; 25; ; 25; 19; 25; 75/4; 25; ; ; 1/100; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 08:17:48 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/9; ; 1/20; ; 1/10; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; ; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 10; ; ; 19/2; 9; ; 7; ; 9; 9; ; 19/2; 31/4; 19/2; 17/2; 10; ; ; ; ; 
Betis; 22; ; ; ; ; 18; 30; ; ; 25; 25; ; 20; ; 28; 28; ; 25; 19; 25; 19; 25; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 12:29:20 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/9; ; ; ; 1/12; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; 1/14; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 10; ; ; 19/2; 9; ; ; ; 10; 9; ; 19/2; 31/4; 19/2; 17/2; 10; 17/2; ; ; ; 
Betis; 22; ; ; ; ; 18; 30; ; ; 25; 25; ; ; ; 33; 28; ; 25; 19; 25; 75/4; 25; 16; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 16:18:19 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; ; ; 1/12; 1/9; ; 1/20; ; 1/12; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; 1/14; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 10; ; ; 19/2; 9; ; 7; ; 10; 9; ; 19/2; 31/4; 19/2; 17/2; 10; 17/2; ; ; ; 
Betis; 22; ; ; ; ; 18; 30; ; ; 25; 25; ; 20; ; 33; 28; ; 25; 19; 25; 75/4; 25; 16; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-18 20:17:52 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; 1/12; ; 1/12; 1/9; ; 1/10; ; 1/12; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; 1/14; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 10; 8; ; 19/2; 9; ; 17/2; ; 9; 9; ; 19/2; 31/4; 19/2; 17/2; 10; 17/2; ; ; ; 
Betis; 22; ; ; ; ; 18; 28; 20; ; 25; 25; ; 20; ; 33; 28; ; 25; 19; 25; 75/4; 25; 16; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-19 00:17:48 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; 1/12; ; 1/12; 1/9; ; 1/10; ; 1/12; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; 1/14; ; ; ; 
Draw; 8; ; ; ; ; 13/2; 10; 8; ; 19/2; 9; ; 17/2; ; 9; 9; ; 19/2; 31/4; 19/2; 17/2; 10; 17/2; ; ; ; 
Betis; 22; ; ; ; ; 18; 28; 20; ; 25; 25; ; 20; ; 33; 28; ; 25; 19; 25; 75/4; 25; 16; ; ; ; 
META; spain/la-liga-primera/barcelona-v-betis; 2016-07-19 04:17:55 GMT+3; 2016-08-20 17:15; e70300-dr003
Barcelona; 1/10; ; ; ; ; 1/8; 1/12; 1/12; ; 1/12; 1/9; ; 1/10; ; 1/12; 1/11; ; 1/12; 1/10; 1/12; 1/12; 1/8; 1/14; ; ; ; 
